PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Dave D Borkowski,HOU,3,2,4.69,40,0,0,0,0,0,71.0,70,38,37,8,0,23,52,1.31,.257
Bruce B Chen,BAL,0,7,6.93,40,12,0,0,0,0,98.2,137,81,76,28,0,35,70,1.74,.334
Fernando F Nieve,HOU,3,3,4.20,40,11,0,0,0,0,96.1,87,46,45,18,2,41,70,1.33,.242
Joel J Pineiro,SEA,8,13,6.36,40,25,1,0,1,2,165.2,209,123,117,23,10,64,87,1.65,.311
Jon J Switzer,TB,2,2,4.54,40,0,0,0,0,3,33.2,38,19,17,5,1,19,18,1.69,.284
Matt M Wise,MIL,5,6,3.86,40,0,0,0,0,4,44.1,45,24,19,6,2,14,27,1.33,.268
Jason J Davis,CLE,3,2,3.74,39,0,0,0,1,3,55.1,67,28,23,1,3,14,37,1.46,.302
Matt M Guerrier,MIN,1,0,3.36,39,1,0,0,1,1,69.2,78,29,26,9,0,21,37,1.42,.287
Joe J Kennedy,OAK,4,1,2.31,39,0,0,0,1,3,35.0,34,10,9,1,1,13,29,1.34,.254
Seth S Mc Clung,TB,6,12,6.29,39,15,0,0,6,7,103.0,120,77,72,14,3,68,59,1.83,.294
Craig C Hansen,BOS,2,2,6.63,38,0,0,0,0,2,38.0,46,32,28,5,4,15,30,1.61,.305
Roberto R Hernandez,CLE,1,10,5.42,38,7,0,0,0,3,74.2,88,46,45,9,7,31,58,1.59,.298
Clay C Hensley,SD,11,12,3.71,37,29,1,1,0,1,187.0,174,82,77,15,3,76,122,1.34,.250
Logan L Kensing,FLA,1,3,4.54,37,0,0,0,1,7,37.2,30,19,19,6,3,19,45,1.30,.221
Kent K Mercker,CIN,1,1,4.13,37,0,0,0,1,3,28.1,28,15,13,6,0,11,17,1.38,.259
Brian B Sweeney,SD,2,0,3.20,37,0,0,0,2,3,56.1,53,22,20,6,1,16,23,1.22,.249
Jake J Woods,SEA,7,4,4.20,37,8,0,0,1,1,105.0,115,51,49,12,2,53,66,1.60,.278
Scott S Feldman,TEX,0,2,3.92,36,0,0,0,0,1,41.1,42,19,18,4,4,10,30,1.26,.266
Aaron A Harang,CIN,16,11,3.76,36,35,6,2,0,0,234.1,242,109,98,28,8,56,216,1.27,.269
Rodrigo R Lopez,BAL,9,18,5.90,36,29,0,0,0,0,189.0,234,129,124,32,4,59,136,1.55,.302
Andy A Pettitte,HOU,14,13,4.20,36,35,2,1,0,0,214.1,238,114,100,27,2,70,178,1.44,.284
Mike M Remlinger,ATL,2,4,4.03,36,0,0,0,2,5,22.1,27,11,10,2,2,9,19,1.61,.293
Jae Weong J Seo,TB,3,12,5.33,36,26,0,0,0,0,157.0,197,101,93,31,4,56,88,1.61,.311
Carlos C Silva,MIN,11,15,5.94,36,31,0,0,0,0,180.1,246,130,119,38,7,32,70,1.54,.324
Bronson B Arroyo,CIN,14,11,3.29,35,35,3,1,0,0,240.2,222,98,88,31,5,64,184,1.19,.243
Kurt K Birkins,BAL,5,2,4.94,35,0,0,0,0,1,31.0,25,19,17,4,3,16,27,1.32,.221
Manny M Corpas,COL,1,2,3.62,35,0,0,0,0,2,32.1,36,13,13,3,2,8,27,1.36,.286
Tim T Hudson,ATL,13,12,4.86,35,35,2,1,0,0,218.1,235,129,118,25,9,79,141,1.44,.273
Derek D Lowe,LAD,16,8,3.63,35,34,1,0,0,0,218.0,221,97,88,14,5,55,123,1.27,.262
Ricky R Nolasco,FLA,11,11,4.82,35,22,0,0,0,0,140.0,157,86,75,20,10,41,99,1.41,.286
Kirk K Saarloos,OAK,7,7,4.75,35,16,0,0,2,3,121.1,149,70,64,19,3,53,52,1.66,.308
John J Smoltz,ATL,16,9,3.49,35,35,3,1,0,0,232.0,221,93,90,23,9,55,211,1.19,.251
Miguel M Batista,ARI,11,8,4.58,34,33,3,1,0,0,206.1,231,116,105,18,6,84,110,1.53,.288
Jeremy J Bonderman,DET,14,8,4.08,34,34,0,0,0,0,214.0,214,104,97,18,3,64,202,1.30,.259
Dave D Bush,MIL,12,11,4.41,34,32,3,2,0,0,210.0,201,111,103,26,18,38,166,1.14,.252
Chris C Capuano,MIL,11,12,4.03,34,34,3,2,0,0,221.1,229,108,99,29,9,47,174,1.25,.265
Doug D Davis,MIL,11,11,4.91,34,34,1,1,0,0,203.1,206,118,111,19,5,102,159,1.51,.266
Zach Z Duke,PIT,10,15,4.47,34,34,2,1,0,0,215.1,255,116,107,17,7,68,117,1.50,.302
Dan D Haren,OAK,14,13,4.12,34,34,2,0,0,0,223.0,224,109,102,31,10,45,176,1.21,.258
Brad B Hennessey,SF,5,6,4.26,34,12,0,0,1,1,99.1,92,53,47,12,10,42,42,1.35,.251
Livan L Hernandez,ARI,13,13,4.83,34,34,0,0,0,0,216.0,246,125,116,29,4,78,128,1.50,.288
Kyle K Lohse,CIN,5,10,5.83,34,19,0,0,0,0,126.2,150,83,82,15,6,44,97,1.53,.298
Greg G Maddux,LAD,15,14,4.20,34,34,0,0,0,0,210.0,219,109,98,20,0,37,117,1.22,.271
Kevin K Millwood,TEX,16,12,4.52,34,34,2,0,0,0,215.0,228,114,108,23,4,53,157,1.31,.272
Brad B Penny,LAD,16,9,4.33,34,33,0,0,0,0,189.0,206,94,91,19,9,54,148,1.38,.279
Kenny K Rogers,DET,17,8,3.84,34,33,0,0,0,0,204.0,195,97,87,23,9,62,99,1.26,.253
Johan J Santana,MIN,19,6,2.77,34,34,1,0,0,0,233.2,186,79,72,24,4,47,245,1.00,.216
Chien- Ming C Wang,NYY,19,6,3.63,34,33,2,1,1,1,218.0,233,92,88,12,2,52,76,1.31,.277
Dontrelle D Willis,FLA,12,12,3.87,34,34,4,1,0,0,223.1,234,106,96,21,19,83,160,1.42,.274
Jamey J Wright,SF,6,10,5.19,34,21,0,0,0,0,156.0,167,95,90,16,10,64,79,1.48,.282
Barry B Zito,OAK,16,10,3.83,34,34,0,0,0,0,221.0,211,99,94,27,13,99,151,1.40,.257
Josh J Beckett,BOS,16,11,5.01,33,33,0,0,0,0,204.2,191,120,114,36,10,74,158,1.29,.245
Erik E Bedard,BAL,15,11,3.76,33,33,0,0,0,0,196.1,196,92,82,16,5,69,171,1.35,.258
Freddy F Garcia,CWS,17,9,4.53,33,33,1,0,0,0,216.1,228,116,109,32,7,48,135,1.28,.267
Jon J Garland,CWS,18,7,4.51,33,32,1,1,0,0,211.1,247,112,106,26,6,41,112,1.36,.294
Tim T Hamulack,LAD,0,3,6.35,33,0,0,0,0,0,34.0,36,28,24,7,2,22,34,1.71,.265
Randy R Johnson,NYY,17,11,5.00,33,33,2,0,0,0,205.0,194,125,114,28,10,60,172,1.24,.250
John J Lackey,LAA,13,11,3.56,33,33,3,2,0,0,217.2,203,98,86,14,9,72,190,1.26,.246
Brandon B League,TOR,1,2,2.53,33,0,0,0,1,4,42.2,34,17,12,3,3,9,29,1.01,.214
Cliff C Lee,CLE,14,11,4.40,33,33,1,0,0,0,200.2,224,114,98,29,8,58,129,1.41,.278
Wes W Littleton,TEX,2,1,1.73,33,0,0,0,1,1,36.1,23,7,7,2,2,13,17,0.99,.189
Jason J Marquis,STL,14,16,6.02,33,33,0,0,0,0,194.1,221,136,130,35,16,75,96,1.52,.289
Dan D Miceli,TB,1,2,3.94,33,0,0,0,4,7,32.0,25,17,14,4,1,20,18,1.41,.217
Matt M Morris,SF,10,15,4.98,33,33,2,0,0,0,207.2,218,123,115,22,14,63,117,1.35,.268
Jamie J Moyer,PHI,11,14,4.30,33,33,2,1,0,0,211.1,228,110,101,33,5,51,108,1.32,.277
Ramon R Ortiz,WSH,11,16,5.57,33,33,0,0,0,0,190.2,230,127,118,31,18,64,104,1.54,.297
Roy R Oswalt,HOU,15,8,2.98,33,32,2,0,0,0,220.2,220,76,73,18,6,38,166,1.17,.263
Vicente V Padilla,TEX,15,10,4.50,33,33,0,0,0,0,200.0,206,108,100,21,17,70,156,1.38,.266
Ervin E Santana,LAA,16,8,4.28,33,33,0,0,0,0,204.0,181,106,97,21,11,70,141,1.23,.241
Javier J Vazquez,CWS,11,12,4.84,33,32,1,0,0,0,202.2,206,116,109,23,15,56,184,1.29,.259
Brandon B Webb,ARI,16,8,3.10,33,33,5,3,0,0,235.0,216,91,81,15,6,50,178,1.13,.246
Carlos C Zambrano,CHC,16,7,3.41,33,33,0,0,0,0,214.0,162,91,81,20,9,115,210,1.29,.208
Joe J Blanton,OAK,16,12,4.82,32,31,1,1,0,0,194.1,241,111,104,17,5,58,107,1.54,.309
Mark M Buehrle,CWS,12,13,4.99,32,32,1,0,0,0,204.0,247,124,113,36,6,48,98,1.45,.305
