PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Rusty R Greer,TEX,131,417,58,113,21,2,13,61,55,66,3,1,.271,.355,.424,.780
Bobby B Higginson R,DET,131,410,61,92,17,5,14,43,62,107,6,4,.224,.329,.393,.721
Brian B Jordan R,STL,131,490,83,145,20,4,22,81,22,79,24,9,.296,.339,.488,.827
Wally W Joyner,KC,131,465,69,144,28,0,12,83,69,65,3,2,.310,.394,.447,.842
Barry B Larkin S,CIN,131,496,98,158,29,6,15,66,61,49,51,5,.319,.394,.492,.886
Jody J Reed,SD,131,445,58,114,18,1,4,40,59,38,6,4,.256,.348,.328,.676
Larry L Walker R,COL,131,494,96,151,31,5,36,101,49,72,16,3,.306,.381,.607,.988
Roberto R Alomar,TOR,130,517,71,155,24,7,13,66,47,45,30,3,.300,.354,.449,.802
Benji B Gil S,TEX,130,415,36,91,20,3,9,46,26,147,2,4,.219,.266,.347,.613
Stan S Javier C,OAK,130,442,81,123,20,2,8,56,49,63,36,5,.278,.353,.387,.740
Paul P Molitor D,TOR,130,525,63,142,31,2,15,60,61,57,12,0,.270,.350,.423,.772
Ivan I Rodriguez,TEX,130,492,56,149,32,2,12,67,16,48,0,2,.303,.327,.449,.776
David D Segui,MON,130,456,68,141,25,4,12,68,40,47,2,7,.309,.367,.461,.827
Rondell R White C,MON,130,474,87,140,33,4,13,57,41,87,25,5,.295,.356,.464,.820
Brett B Butler C,LA,129,513,78,154,18,9,1,38,67,51,32,8,.300,.377,.376,.753
Jim J Eisenreich R,PHI,129,377,46,119,22,2,10,55,38,44,10,0,.316,.375,.464,.840
John J Mabry,STL,129,388,35,119,21,1,5,41,24,45,0,3,.307,.347,.405,.752
Mark M Mc Lemore L,TEX,129,467,73,122,20,5,5,41,59,71,21,11,.261,.346,.358,.704
Don D Mattingly,NYY,128,458,59,132,32,2,7,49,40,35,0,2,.288,.341,.413,.754
Harold H Baines D,BAL,127,385,60,115,19,1,24,63,70,45,0,2,.299,.403,.540,.943
Delino D De Shields,LA,127,425,66,109,18,3,8,37,63,83,39,14,.256,.353,.369,.722
Shawon S Dunston,CHC,127,477,58,141,30,6,14,69,10,75,10,5,.296,.317,.472,.788
Mike M Lansing,MON,127,467,47,119,30,2,10,62,28,65,27,4,.255,.299,.392,.691
Dave D Magadan,HOU,127,348,44,109,24,0,2,51,71,56,2,1,.313,.428,.399,.827
Mickey M Morandini,PHI,127,494,65,140,34,7,6,49,42,80,9,6,.283,.350,.417,.767
Paul P O' Neill R,NYY,127,460,82,138,30,4,22,96,71,76,1,2,.300,.387,.526,.913
Wade W Boggs,NYY,126,460,76,149,22,4,5,63,74,50,1,1,.324,.412,.422,.834
Mike M Bordick S,OAK,126,428,46,113,13,0,8,44,35,48,11,3,.264,.325,.350,.675
Jay J Buhner R,SEA,126,470,86,123,23,0,40,121,60,120,0,1,.262,.343,.566,.909
Tim T Naehring,BOS,126,433,61,133,27,2,10,57,77,66,0,2,.307,.415,.448,.863
Ruben R Sierra D,NYY,126,479,73,126,32,0,19,86,46,76,5,4,.263,.323,.449,.772
Tony T Tarasco R,MON,126,438,64,109,18,4,14,40,51,78,24,3,.249,.329,.404,.733
Jeff J Cirillo,MIL,125,328,57,91,19,4,9,39,47,42,7,2,.277,.371,.442,.813
Ray R Durham,CWS,125,471,68,121,27,6,7,51,31,83,18,5,.257,.309,.384,.693
Joe J Girardi,COL,125,462,63,121,17,2,8,55,29,76,3,3,.262,.308,.359,.667
Jeff J Kent,NYM,125,472,65,131,22,3,20,65,29,89,3,3,.278,.327,.464,.792
Kevin K Stocker S,PHI,125,412,42,90,14,3,1,32,43,75,6,1,.218,.304,.274,.578
Al A Martin L,PIT,124,439,70,124,25,3,13,41,44,92,20,11,.282,.351,.442,.792
Quilvio Q Veras,FLA,124,440,86,115,20,7,5,32,80,68,56,21,.261,.384,.373,.757
Scott S Brosius,OAK,123,388,69,102,19,2,17,46,41,67,4,2,.263,.342,.454,.796
Will W Clark,TEX,123,454,85,137,27,3,16,92,68,50,0,1,.302,.389,.480,.869
Chris C Gomez S,DET,123,431,49,96,20,2,11,50,41,96,4,1,.223,.292,.355,.647
Jeff J Branson,CIN,122,331,43,86,18,2,12,45,44,69,2,1,.260,.345,.435,.780
Ozzie O Guillen S,CWS,122,415,50,103,20,3,1,41,13,25,6,7,.248,.270,.318,.588
Jeff J King,PIT,122,445,61,118,27,2,18,87,55,63,7,4,.265,.342,.456,.798
Mike M Devereaux L,ATL,121,388,55,116,24,1,11,63,27,62,8,6,.299,.342,.451,.793
Bernard B Gilkey L,STL,121,480,73,143,33,4,17,69,42,70,12,6,.298,.358,.490,.848
Shawn S Green R,TOR,121,379,52,109,31,4,15,54,20,68,1,2,.288,.326,.509,.835
Kurt K Abbott S,FLA,120,420,60,107,18,7,17,60,36,110,4,3,.255,.318,.452,.770
Andujar A Cedeno S,SD,120,390,42,82,16,2,6,31,28,92,5,3,.210,.271,.308,.579
Joey J Cora,SEA,120,427,64,127,19,2,3,39,37,31,18,7,.297,.359,.372,.731
Greg G Gagne S,KC,120,430,58,110,25,4,6,49,38,60,3,5,.256,.316,.374,.690
Mike M Greenwell L,BOS,120,481,67,143,25,4,15,76,38,35,9,5,.297,.349,.459,.808
David D Justice R,ATL,120,411,73,104,17,2,24,78,73,68,4,2,.253,.365,.479,.844
Eric E Young Sr.,COL,120,366,68,116,21,9,6,36,49,29,35,12,.317,.404,.473,.876
Chili C Davis D,CAL,119,424,81,135,23,0,20,86,89,79,3,3,.318,.429,.514,.943
Ron R Gant L,CIN,119,410,79,113,19,4,29,88,74,108,23,8,.276,.386,.554,.940
David D Hulse L,MIL,119,339,46,85,11,6,3,47,18,60,15,3,.251,.285,.345,.630
Mike M Kingery C,COL,119,350,66,94,18,4,8,37,45,40,13,5,.269,.351,.411,.762
Jon J Nunnally R,KC,119,303,51,74,15,6,14,42,51,86,6,4,.244,.357,.472,.829
Jose J Offerman S,LA,119,429,69,123,14,6,4,33,69,67,2,7,.287,.389,.375,.764
Dan D Wilson,SEA,119,399,40,111,22,3,9,51,33,63,2,1,.278,.336,.416,.752
Scott S Cooper,STL,118,374,29,86,18,2,3,40,49,85,0,3,.230,.321,.313,.634
Kenny K Lofton C,CLE,118,481,93,149,22,13,7,53,40,49,54,15,.310,.362,.453,.815
Kirt K Manwaring,SF,118,379,21,95,15,2,4,36,27,72,1,0,.251,.314,.332,.647
Dave D Martinez,CWS,118,303,49,93,16,4,5,37,32,41,8,2,.307,.371,.436,.806
Mike M Stanley,NYY,118,399,63,107,29,1,18,83,57,106,1,1,.268,.360,.481,.841
Mark M Carreon,SF,117,396,53,119,24,0,17,65,23,37,0,1,.301,.343,.490,.833
Scott S Leius,MIN,117,372,51,92,16,5,4,45,49,54,2,1,.247,.335,.349,.684
Matt M Mieske R,MIL,117,267,42,67,13,1,12,48,27,45,2,4,.251,.323,.442,.765
B. J. B Surhoff,MIL,117,415,72,133,26,3,13,73,37,43,7,3,.320,.378,.492,.870
Jason J Bates,COL,116,322,42,86,17,4,8,46,42,70,3,6,.267,.355,.419,.774
Jacob J Brumfield C,PIT,116,402,64,109,23,2,4,26,37,71,22,12,.271,.339,.368,.708
Mark M Lemke,ATL,116,399,42,101,16,5,5,38,44,40,2,2,.253,.325,.356,.681
Pat P Meares S,MIN,116,390,57,105,19,4,12,49,15,68,10,4,.269,.311,.431,.742
Jeff J Blauser S,ATL,115,431,60,91,16,2,12,31,57,107,8,5,.211,.319,.341,.660
Vince V Coleman L,SEA,115,455,66,131,23,6,5,29,37,80,42,16,.288,.343,.398,.741
Mike M Macfarlane,BOS,115,364,45,82,18,1,15,51,38,78,2,1,.225,.319,.404,.723
Matt M Walbeck,MIN,115,393,40,101,18,1,1,44,25,71,3,1,.257,.302,.316,.617
Jeff J Bagwell,HOU,114,448,88,130,29,0,21,87,79,102,12,5,.290,.399,.496,.894
Damion D Easley,CAL,114,357,35,77,14,2,4,35,32,47,5,2,.216,.288,.300,.588
Chris C Hoiles,BAL,114,352,53,88,15,1,19,58,67,80,1,0,.250,.373,.460,.834
Gregg G Jefferies,PHI,114,480,69,147,31,2,11,56,35,26,9,5,.306,.349,.448,.797
Rey R Sanchez,CHC,114,428,57,119,22,2,3,27,14,48,6,4,.278,.301,.360,.661
Terry T Steinbach,OAK,114,406,43,113,26,1,15,65,25,74,1,3,.278,.322,.458,.780
Tony T Eusebio,HOU,113,368,46,110,21,1,6,58,31,59,0,2,.299,.354,.410,.764
Thomas T Howard C,CIN,113,281,42,85,15,2,3,26,20,37,17,8,.302,.350,.402,.752
Ron R Karkovice,CWS,113,323,44,70,14,1,13,51,39,84,2,3,.217,.306,.387,.693
Eddie E Murray D,CLE,113,436,68,141,21,0,21,82,39,65,5,1,.323,.375,.516,.891
Fernando F Vina,MIL,113,288,46,74,7,7,3,29,22,28,6,3,.257,.327,.361,.688
Todd T Zeile,CHC,113,426,50,105,22,0,14,52,34,76,1,0,.246,.305,.397,.702
Derek D Bell R,HOU,112,452,63,151,21,2,8,86,33,71,27,9,.334,.385,.442,.827
John J Flaherty,DET,112,354,39,86,22,1,11,40,18,47,0,0,.243,.284,.404,.688
Darryl D Hamilton C,MIL,112,398,54,108,20,6,5,44,47,35,11,1,.271,.350,.389,.740
Rickey R Henderson L,OAK,112,407,67,122,31,1,9,54,72,66,32,10,.300,.407,.447,.855
Troy T O' Leary R,BOS,112,399,60,123,31,6,10,49,29,64,5,3,.308,.355,.491,.846
Mike M Piazza,LA,112,434,82,150,17,0,32,93,39,80,1,0,.346,.400,.606,1.006
Jose J Valentin S,MIL,112,338,62,74,23,3,11,49,37,83,16,8,.219,.293,.402,.695
Kevin K Bass R,BAL,111,295,32,72,12,0,5,32,24,47,8,8,.244,.303,.336,.639
Alex A Gonzalez S,TOR,111,367,51,89,19,4,10,42,44,114,4,4,.243,.322,.398,.720
Randy R Velarde,NYY,111,367,60,102,19,1,7,46,55,64,5,1,.278,.375,.392,.768
Darrin D Fletcher,MON,110,350,42,100,21,1,11,45,32,23,0,1,.286,.351,.446,.796
Derrick D May L,HOU,110,319,44,90,18,2,9,50,24,42,5,1,.282,.333,.436,.769
Brent B Mayne,KC,110,307,23,77,18,1,1,27,25,41,0,1,.251,.313,.326,.638
Tony T Fernandez S,NYY,108,384,57,94,20,2,5,45,42,40,6,6,.245,.322,.346,.668
Joe J Orsulak L,NYM,108,290,41,82,19,2,1,37,19,35,1,3,.283,.323,.372,.695
Greg G Vaughn D,MIL,108,392,67,88,19,1,17,59,55,89,10,4,.224,.317,.408,.725
Ryan R Klesko L,ATL,107,329,48,102,25,2,23,70,47,72,5,4,.310,.396,.608,1.004
Nelson N Liriano,PIT,107,259,29,74,12,1,5,38,24,34,2,2,.286,.347,.398,.745
Garret G Anderson L,CAL,106,374,50,120,19,1,16,69,19,65,6,2,.321,.352,.505,.857
Rich R Becker C,MIN,106,392,45,93,15,1,2,33,34,95,8,9,.237,.303,.296,.599
Chuck C Carr,FLA,105,308,54,70,20,0,2,20,46,49,25,11,.227,.330,.312,.641
Tripp T Cromer S,STL,105,345,36,78,19,0,5,18,14,66,0,0,.226,.261,.325,.586
Craig C Paquette,OAK,105,283,42,64,13,1,13,49,12,88,5,2,.226,.256,.417,.673
John J Vander Wal,COL,105,101,15,35,8,1,5,21,16,23,1,1,.347,.432,.594,1.026
Scott S Bullett L,CHC,104,150,19,41,5,7,3,22,12,30,8,3,.273,.331,.460,.791
Carlos C Garcia,PIT,104,367,41,108,24,2,6,50,25,55,8,4,.294,.340,.420,.760
Mark M Mc Gwire,OAK,104,317,75,87,13,0,39,90,88,77,1,1,.274,.441,.685,1.125
James J Mouton L,HOU,104,298,42,78,18,2,4,27,25,59,25,8,.262,.326,.376,.702
Pedro P Munoz D,MIN,104,376,45,113,17,0,18,58,19,86,0,3,.301,.338,.489,.827
Paul P Sorrento,CLE,104,323,50,76,14,0,25,79,51,71,1,1,.235,.336,.511,.847
Brad B Ausmus,SD,103,328,44,96,16,4,5,34,31,56,16,5,.293,.353,.412,.765
Sean S Berry,MON,103,314,38,100,22,1,14,55,25,53,3,8,.318,.367,.529,.896
Ellis E Burks C,COL,103,278,41,74,10,6,14,49,39,72,7,3,.266,.359,.496,.856
Alex A Diaz C,SEA,103,270,44,67,14,0,3,27,13,27,18,8,.248,.286,.333,.619
Dwight D Smith,ATL,103,131,16,33,8,2,3,21,13,35,0,3,.252,.327,.412,.739
Jose J Canseco D,BOS,102,396,64,121,25,1,24,81,42,93,4,0,.306,.378,.556,.933
Chad C Fonville S,LA,102,320,43,89,6,1,0,16,23,42,20,7,.278,.328,.303,.632
Luis L Sojo S,SEA,102,339,50,98,18,2,7,39,23,19,4,2,.289,.335,.416,.751
Jerome J Walton C,CIN,102,162,32,47,12,1,8,22,17,25,10,7,.290,.368,.525,.892
Edgardo E Alfonzo,NYM,101,335,26,93,13,5,4,41,12,37,1,1,.278,.301,.382,.683
Lenny L Harris,CIN,101,197,32,41,8,3,2,16,14,20,10,1,.208,.259,.310,.569
Wayne W Kirby R,CLE,101,188,29,39,10,2,1,14,13,32,10,3,.207,.260,.298,.558
Pat P Listach,MIL,101,334,35,73,8,2,0,25,25,61,13,3,.219,.276,.254,.531
Hal H Morris,CIN,101,359,53,100,25,2,11,51,29,58,1,1,.279,.333,.451,.785
Devon D White C,TOR,101,427,61,121,23,5,10,53,29,97,11,2,.283,.334,.431,.765
Dave D Hansen,LA,100,181,19,52,10,0,1,14,28,28,0,0,.287,.384,.359,.743
Javy J Lopez,ATL,100,333,37,105,11,4,14,51,14,57,0,1,.315,.344,.498,.842
Lee L Tinsley C,BOS,100,341,61,97,17,1,7,41,39,74,18,8,.284,.359,.402,.760
Gerald G Williams L,NYY,100,182,33,45,18,2,6,28,22,34,4,2,.247,.327,.467,.794
Gary G Disarcina S,CAL,99,362,61,111,28,6,5,41,20,25,7,4,.307,.344,.459,.802
Scott S Livingstone,SD,99,196,26,66,15,0,5,32,15,22,2,1,.337,.380,.490,.870
Darren D Daulton,PHI,98,342,44,85,19,3,9,55,55,52,3,0,.249,.359,.401,.760
Melvin M Nieves L,SD,98,234,32,48,6,1,14,38,19,88,2,3,.205,.276,.419,.695
Charles C Johnson,FLA,97,315,40,79,15,1,11,39,46,71,0,2,.251,.351,.410,.761
Mike M Kelly L,ATL,97,137,26,26,6,1,3,17,11,49,7,3,.190,.258,.314,.572
Joe J Oliver,MIL,97,337,43,92,20,0,12,51,27,66,2,4,.273,.332,.439,.772
Tim T Wallach,LA,97,327,24,87,22,2,9,38,27,69,0,0,.266,.326,.428,.754
Eddie E Williams,SD,97,296,35,77,11,1,12,48,23,47,0,0,.260,.320,.426,.746
David D Howard,KC,95,255,23,62,13,4,0,19,24,41,6,1,.243,.310,.325,.635
John J Patterson,SF,95,205,27,42,5,3,1,14,14,41,4,2,.205,.294,.273,.568
Luis L Polonia,ATL,95,291,43,76,16,3,2,17,28,38,13,4,.261,.322,.357,.679
Robby R Thompson,SF,95,336,51,75,15,0,8,23,42,76,1,2,.223,.317,.339,.656
Manny M Alexander,BAL,94,242,35,57,9,1,3,23,20,30,11,4,.236,.299,.318,.617
Alex A Arias,FLA,94,216,22,58,9,2,3,26,22,20,1,0,.269,.337,.370,.708
Keith K Lockhart,KC,94,274,41,88,19,3,6,33,14,21,8,1,.321,.355,.478,.833
Scott S Stahoviak,MIN,94,263,28,70,19,0,3,23,30,61,5,1,.266,.341,.373,.714
Moises M Alou L,MON,93,344,48,94,22,0,14,58,29,56,4,3,.273,.342,.459,.801
Jose J Hernandez S,CHC,93,245,37,60,11,4,13,40,13,69,1,0,.245,.281,.482,.762
Orlando O Miller S,HOU,92,324,36,85,20,1,5,36,22,71,3,4,.262,.319,.377,.696
J. R. J Phillips,SF,92,231,27,45,9,0,9,28,19,69,1,1,.195,.256,.351,.607
Craig C Shipley,HOU,92,232,23,61,8,1,3,24,8,28,6,1,.263,.291,.345,.636
Milt M Thompson,HOU,92,132,14,29,9,0,2,19,14,37,4,2,.220,.297,.333,.631
Mark M Whiten R,PHI,92,320,51,77,13,1,12,47,39,86,8,0,.241,.324,.400,.724
Tony T Peña Pena,CLE,91,263,25,69,15,0,5,28,14,44,1,0,.262,.302,.376,.679
Juan J Samuel,KC,91,205,31,54,10,1,12,39,29,49,6,4,.263,.360,.498,.858
Rich R Amaral L,SEA,90,238,45,67,14,2,2,19,21,33,21,2,.282,.342,.382,.725
Bret B Barberie,BAL,90,237,32,57,14,0,2,25,36,50,3,3,.241,.351,.325,.676
John J Cangelosi,HOU,90,201,46,64,5,2,2,18,48,42,21,5,.318,.457,.393,.850
Jeff J Frye,TEX,90,313,38,87,15,2,4,29,24,45,3,3,.278,.335,.377,.712
Juan J Gonzalez D,TEX,90,352,57,104,20,2,27,82,17,66,0,0,.295,.324,.594,.917
Todd T Hundley,NYM,90,275,39,77,11,0,15,51,42,64,1,0,.280,.382,.484,.865
Danny D Bautista R,DET,89,271,28,55,9,0,7,27,12,68,4,1,.203,.237,.314,.550
Pat P Kelly,NYY,89,270,32,64,12,1,4,29,23,65,8,3,.237,.307,.333,.640
Jeff J Manto,BAL,89,254,31,65,9,0,17,38,24,69,0,3,.256,.325,.492,.817
Roberto R Petagine,SD,89,124,15,29,8,0,3,17,26,41,0,0,.234,.367,.371,.738
John J Jaha,MIL,88,316,59,99,20,2,20,65,36,66,2,1,.313,.389,.579,.968
Jose J Oquendo,STL,88,220,31,46,8,3,2,17,35,21,1,1,.209,.316,.300,.616
Curtis C Goodwin,BAL,87,289,40,76,11,3,1,24,15,53,22,4,.263,.301,.332,.633
Howard H Johnson,CHC,87,169,26,33,4,1,7,22,34,46,1,1,.195,.330,.355,.685
Jeff J Reboulet S,MIN,87,216,39,63,11,0,4,23,27,34,1,2,.292,.373,.398,.771
Mike M Pagliarulo,TEX,86,241,27,56,16,0,4,27,15,49,0,0,.232,.277,.349,.626
Dion D James,NYY,85,209,22,60,6,1,2,26,20,16,4,1,.287,.346,.354,.700
Greg G Myers,CAL,85,273,35,71,12,2,9,38,17,49,0,1,.260,.304,.418,.721
Deion D Sanders C,SF,85,343,48,92,11,8,6,28,27,60,24,9,.268,.327,.399,.726
Shane S Andrews,MON,84,220,27,47,10,1,8,31,17,68,1,1,.214,.271,.377,.648
Lou L Frazier,TEX,84,162,25,33,4,0,0,11,15,32,13,1,.204,.286,.228,.514
Rex R Hudler,CAL,84,223,30,59,16,0,6,27,10,48,12,0,.265,.310,.417,.727
Warren W Newson L,SEA,84,157,34,41,2,2,5,15,39,45,2,1,.261,.411,.395,.806
Lou L Whitaker,DET,84,249,36,73,14,0,14,44,31,41,4,0,.293,.372,.518,.890
Danny D Tartabull,OAK,83,280,34,66,16,0,8,35,43,82,0,2,.236,.335,.379,.714
Spike S Owen,CAL,82,218,17,50,9,3,1,28,18,22,3,2,.229,.288,.312,.600
Steve S Pegues,PIT,82,171,17,42,8,0,6,16,4,36,1,2,.246,.263,.398,.660
Billy B Ashley L,LA,81,215,17,51,5,0,8,27,25,88,0,0,.237,.320,.372,.692
Mariano M Duncan,CIN,81,265,36,76,14,2,6,36,5,62,1,3,.287,.297,.423,.720
Mark M Lewis,CIN,81,171,25,58,13,1,3,30,21,33,0,3,.339,.407,.480,.887
Dave D Nilsson R,MIL,81,263,41,73,12,1,12,53,24,41,2,0,.278,.337,.468,.804
Mark M Parent,CHC,81,265,30,62,11,0,18,38,26,69,0,0,.234,.302,.479,.782
Benito B Santiago,CIN,81,266,40,76,20,0,11,44,24,48,2,2,.286,.351,.485,.836
Mike M Matheny,MIL,80,166,13,41,9,1,0,21,12,28,2,1,.247,.306,.313,.619
Steve S Scarsone,SF,80,233,33,62,10,3,11,29,18,82,3,2,.266,.333,.476,.810
Scott S Servais,CHC,80,264,38,70,22,0,13,47,32,52,2,2,.265,.348,.496,.844
Eddie E Taubensee,CIN,80,218,32,62,14,2,9,44,22,52,2,2,.284,.354,.491,.845
Andy A Van Slyke C,PHI,80,277,32,62,11,2,6,24,33,56,7,0,.224,.309,.343,.652
Andre A Dawson R,FLA,79,226,30,58,10,3,8,37,9,45,0,0,.257,.305,.434,.738
Carl C Everett R,NYM,79,289,48,75,13,1,12,54,39,67,2,5,.260,.352,.436,.788
