PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Alex A Gonzalez S,CHC,152,536,71,122,37,0,20,59,47,123,3,3,.228,.295,.409,.704
John J Olerud,SEA,152,539,64,145,35,0,10,83,84,67,0,1,.269,.372,.390,.761
Moises M Alou L,CHC,151,565,83,158,35,1,22,91,63,67,3,1,.280,.357,.462,.819
Carl C Crawford L,TB,151,630,80,177,18,9,5,54,26,102,55,10,.281,.309,.362,.671
Joe J Crede,CWS,151,536,68,140,31,2,19,75,32,75,1,1,.261,.308,.433,.741
Alex A Gonzalez S,FLA,150,528,52,135,33,6,18,77,33,106,0,4,.256,.313,.443,.756
Jose J Hernandez,PIT,150,519,58,117,18,3,13,57,46,177,2,1,.225,.287,.347,.634
Jason J Kendall,PIT,150,587,84,191,29,3,6,58,49,40,8,7,.325,.399,.416,.815
Jack J Wilson S,PIT,150,558,58,143,21,3,9,62,36,74,5,5,.256,.303,.353,.656
Jeff J Conine L,FLA,149,577,88,163,36,3,20,95,50,70,5,0,.282,.338,.459,.797
Marquis M Grissom C,SF,149,587,82,176,33,3,20,79,20,82,11,3,.300,.322,.468,.790
Roger R Cedeno,NYM,148,484,70,129,25,4,7,37,38,86,14,9,.267,.320,.378,.698
Alex A Cora,LA,148,477,39,119,24,3,4,34,16,59,4,2,.249,.287,.338,.625
Kevin K Millar,BOS,148,544,83,150,30,1,25,96,60,108,3,2,.276,.348,.472,.820
Tim T Salmon R,ANA,148,528,78,145,35,4,19,72,77,93,3,1,.275,.374,.464,.838
Mike M Cameron C,SEA,147,534,74,135,31,5,18,76,70,137,17,7,.253,.344,.431,.774
Sean S Casey,CIN,147,573,71,167,19,3,14,80,51,58,4,0,.291,.350,.408,.758
Vinny V Castilla,ATL,147,542,65,150,28,3,22,76,26,86,1,2,.277,.310,.461,.772
Carl C Everett,CWS,147,526,93,151,27,3,28,92,53,84,8,4,.287,.366,.510,.876
Steve S Finley C,ARI,147,516,82,148,24,10,22,70,57,94,15,8,.287,.363,.500,.862
Scott S Hatteberg,OAK,147,541,63,137,34,0,12,61,66,53,0,1,.253,.342,.383,.725
Paul P Lo Duca,LA,147,568,64,155,34,2,7,52,44,54,0,2,.273,.335,.377,.712
Pat P Burrell L,PHI,146,522,57,109,31,4,21,64,72,142,0,0,.209,.309,.404,.713
Sean S Burroughs,SD,146,517,62,148,27,6,7,58,44,75,7,2,.286,.352,.402,.755
Royce R Clayton S,MIL,146,483,49,110,16,1,11,39,49,92,5,2,.228,.301,.333,.634
D' Angelo D Jimenez,CIN,146,561,69,153,24,7,14,57,66,89,11,7,.273,.349,.415,.764
Bill B Mueller,BOS,146,524,85,171,45,5,19,85,59,77,1,4,.326,.398,.540,.938
Mark M Teixeira,TEX,146,529,66,137,29,5,26,84,44,120,1,2,.259,.331,.480,.811
Brad B Wilkerson L,MON,146,504,78,135,34,4,19,77,89,155,13,10,.268,.380,.464,.844
Marlon M Anderson,TB,145,482,59,130,27,3,6,67,41,60,19,3,.270,.328,.376,.703
Johnny J Damon C,BOS,145,608,103,166,32,6,12,67,68,74,30,6,.273,.345,.405,.750
Marcus M Giles,ATL,145,551,101,174,49,2,21,69,59,80,14,4,.316,.390,.526,.917
Travis T Lee,TB,145,542,75,149,37,3,19,70,64,97,6,2,.275,.348,.459,.807
Edgar E Martinez D,SEA,145,497,72,146,25,0,24,98,92,95,0,1,.294,.406,.489,.895
Gary G Matthews C,SD,144,468,71,116,31,2,6,42,43,95,12,8,.248,.314,.361,.675
Ivan I Rodriguez,FLA,144,511,90,152,36,3,16,85,55,92,10,6,.297,.369,.474,.843
Alex A Sanchez C,DET,144,557,58,160,23,8,1,32,25,74,52,24,.287,.319,.363,.681
Jose J Valentin S,CWS,144,503,79,119,26,2,28,74,54,114,8,3,.237,.313,.463,.776
Jose J Vidro,MON,144,509,77,158,36,0,15,65,69,50,3,2,.310,.397,.470,.866
Todd T Walker,BOS,144,587,92,166,38,4,13,85,48,54,1,1,.283,.333,.428,.760
Brad B Ausmus,HOU,143,450,43,103,12,2,4,47,46,66,5,3,.229,.303,.291,.594
Hank H Blalock,TEX,143,567,89,170,33,3,29,90,44,97,2,3,.300,.350,.522,.872
Cristian C Guzman S,MIN,143,534,78,143,15,14,3,53,30,79,18,9,.268,.311,.365,.676
Adam A Kennedy,ANA,143,449,71,121,17,1,13,49,45,73,22,9,.269,.344,.399,.743
Raul R Mondesi,ARI,143,523,83,142,31,4,24,71,56,97,22,11,.272,.343,.484,.827
Larry L Walker R,COL,143,454,86,129,25,7,16,79,98,87,7,4,.284,.422,.476,.898
Edgardo E Alfonzo,SF,142,514,56,133,25,2,13,81,58,41,5,2,.259,.334,.391,.726
Orlando O Hudson,TOR,142,474,54,127,21,6,9,57,39,87,5,4,.268,.328,.395,.723
Doug D Mientkiewicz,MIN,142,487,67,146,38,1,11,65,74,55,4,1,.300,.393,.450,.843
Jorge J Posada,NYY,142,481,83,135,24,0,30,101,93,110,2,4,.281,.405,.518,.922
Jason J Varitek,BOS,142,451,63,123,31,1,25,85,51,106,3,2,.273,.351,.512,.863
Carlos C Beltrán Beltran,KC,141,521,102,160,14,10,26,100,72,81,41,4,.307,.389,.522,.911
Endy E Chavez C,MON,141,483,66,121,25,5,5,47,31,59,18,7,.251,.294,.354,.648
Richard R Hidalgo,HOU,141,514,91,159,43,4,28,88,58,104,9,7,.309,.385,.572,.957
Mike M Matheny,STL,141,441,43,111,18,2,8,47,44,81,1,1,.252,.320,.356,.676
Orlando O Palmeiro R,STL,141,317,37,86,13,1,3,33,32,31,3,3,.271,.336,.347,.683
Desi D Relaford,KC,141,500,70,127,27,5,8,59,40,70,20,4,.254,.315,.376,.691
Ramon R Santiago S,DET,141,444,41,100,18,1,2,29,33,66,10,4,.225,.292,.284,.576
Roberto R Alomar,CWS,140,516,76,133,28,2,5,39,59,77,12,2,.258,.333,.349,.682
Ramon R Hernandez,OAK,140,483,70,132,24,1,21,78,33,79,0,0,.273,.331,.458,.789
Kenny K Lofton C,CHC,140,547,97,162,32,8,12,46,46,51,30,9,.296,.352,.450,.801
Terrence T Long L,OAK,140,486,64,119,22,2,14,61,31,67,4,1,.245,.293,.385,.678
Julio J Lugo S,TB,139,498,64,135,16,4,15,55,44,100,12,4,.271,.333,.410,.743
Tino T Martinez,STL,138,476,66,130,25,2,15,69,53,71,1,1,.273,.352,.429,.781
Chris C Stynes,COL,138,443,71,113,31,3,11,73,48,76,3,1,.255,.335,.413,.748
Robin R Ventura,LA,138,392,42,95,18,1,14,55,58,87,0,0,.242,.340,.401,.740
Jim J Edmonds C,STL,137,447,89,123,32,2,39,89,77,127,1,3,.275,.385,.617,1.002
Bobby B Kielty R,TOR,137,427,71,104,26,1,13,57,71,92,8,3,.244,.358,.400,.758
Paul P Konerko,CWS,137,444,49,104,19,0,18,65,43,50,0,0,.234,.305,.399,.704
A. J. A Pierzynski,MIN,137,487,63,152,35,3,11,74,24,55,3,1,.312,.360,.464,.824
Sammy S Sosa R,CHC,137,517,99,144,22,0,40,103,62,143,0,1,.279,.358,.553,.911
Rondell R White L,KC,137,488,62,141,23,4,22,87,31,79,1,4,.289,.341,.488,.828
Jose J Guillen R,OAK,136,485,77,151,28,2,31,86,24,95,1,3,.311,.359,.569,.928
Jacque J Jones L,MIN,136,517,76,157,33,1,16,69,21,105,13,1,.304,.333,.464,.797
Shannon S Stewart L,MIN,136,573,90,176,44,2,13,73,52,66,4,6,.307,.364,.459,.824
Marlon M Byrd C,PHI,135,495,86,150,28,4,7,45,44,94,11,1,.303,.366,.418,.784
Ken K Harvey,KC,135,485,50,129,30,0,13,64,29,94,2,3,.266,.313,.408,.721
Luis L Rivas,MIN,135,475,69,123,16,9,8,43,30,65,17,7,.259,.308,.381,.689
Eric E Young Sr.,SF,135,475,80,119,20,1,15,34,57,44,28,12,.251,.336,.392,.727
Brian B Giles L,SD,134,492,93,147,34,6,20,88,105,58,4,3,.299,.427,.514,.941
Wes W Helms,MIL,134,476,56,124,21,0,23,67,43,131,0,1,.261,.330,.450,.780
Shea S Hillenbrand,ARI,134,515,60,144,35,1,20,97,24,70,1,0,.280,.314,.468,.782
Trot T Nixon R,BOS,134,441,81,135,24,6,28,87,65,96,4,2,.306,.396,.578,.975
Frank F Catalanotto L,TOR,133,489,83,146,34,6,13,59,35,62,2,2,.299,.351,.472,.823
Corey C Koskie,MIN,131,469,76,137,29,2,14,69,77,113,11,5,.292,.393,.452,.845
Mike M Lieberthal,PHI,131,508,68,159,30,1,13,81,38,59,0,0,.313,.373,.453,.825
Carlos C Pena,DET,131,452,51,112,21,6,18,50,53,123,4,5,.248,.332,.440,.772
Joe J Randa,KC,131,502,80,146,31,1,16,72,41,61,1,0,.291,.348,.452,.800
Barry B Bonds L,SF,130,390,111,133,22,1,45,90,148,58,7,0,.341,.529,.749,1.278
Wil W Cordero,MON,130,436,57,121,27,0,16,71,49,90,1,1,.278,.354,.450,.803
Toby T Hall,TB,130,463,50,117,23,0,12,47,23,40,0,1,.253,.295,.380,.675
Bobby B Higginson R,DET,130,469,61,110,13,4,14,52,59,73,8,8,.235,.320,.369,.689
Jeff J Kent,HOU,130,505,77,150,39,1,22,93,39,85,6,2,.297,.351,.509,.860
Mike M Lowell,FLA,130,492,76,136,27,1,32,105,56,78,3,1,.276,.350,.530,.881
Reggie R Sanders,PIT,130,453,74,129,27,4,31,87,38,110,15,5,.285,.345,.567,.913
Rich R Aurilia S,SF,129,505,65,140,26,1,13,58,36,82,2,2,.277,.325,.410,.735
Javy J Lopez,ATL,129,457,89,150,29,3,43,109,33,90,0,1,.328,.378,.687,1.065
Jolbert J Cabrera,LA,128,347,43,98,32,2,6,37,17,62,6,4,.282,.332,.438,.770
Brady B Clark R,MIL,128,315,33,86,21,1,6,40,21,40,13,2,.273,.330,.403,.733
Adam A Everett S,HOU,128,387,51,99,18,3,8,51,28,66,8,1,.256,.320,.380,.700
Mark M Kotsay C,SD,128,482,64,128,28,4,7,38,56,82,6,3,.266,.343,.384,.726
Craig C Monroe L,DET,128,425,51,102,18,1,23,70,27,89,4,2,.240,.287,.449,.736
David D Ortiz,BOS,128,448,79,129,39,2,31,101,58,83,0,0,.288,.369,.592,.961
Morgan M Ensberg,HOU,127,385,69,112,15,1,25,60,48,60,7,2,.291,.377,.530,.907
Jody J Gerut R,CLE,127,480,66,134,33,2,22,75,35,70,4,5,.279,.336,.494,.830
Keith K Ginter,MIL,127,358,51,92,15,2,14,44,37,87,1,1,.257,.352,.427,.779
Timo T Perez L,NYM,127,346,32,93,21,0,4,42,18,29,5,6,.269,.301,.364,.666
Jeromy J Burnitz L,LA,126,464,63,111,22,0,31,77,35,112,5,4,.239,.299,.487,.786
Ronald R Calloway L,MON,126,340,36,81,17,1,9,52,20,80,9,2,.238,.282,.374,.656
Robert R Fick,ATL,126,409,52,110,26,1,11,80,42,47,1,0,.269,.335,.418,.753
Tony T Clark,NYM,125,254,29,59,13,0,16,43,24,73,0,0,.232,.300,.472,.772
Tomas T Perez,PHI,125,298,39,79,18,1,5,33,23,54,0,1,.265,.316,.383,.698
Eric E Hinske,TOR,124,449,74,109,45,3,12,63,59,104,12,2,.243,.329,.437,.765
Geoff G Jenkins L,MIL,124,487,81,144,30,2,28,95,58,120,0,0,.296,.375,.538,.913
Randall R Simon,CHC,124,410,47,113,17,0,16,72,16,37,0,0,.276,.309,.434,.743
Geoff G Blum,HOU,123,420,51,110,19,0,10,52,20,50,0,0,.262,.295,.379,.674
Jeff J Da Vanon R,ANA,123,330,56,93,16,1,12,43,42,59,17,5,.282,.360,.445,.805
Orlando O Merced,HOU,123,212,20,49,17,2,3,26,15,33,3,2,.231,.283,.373,.655
Placido P Polanco,PHI,122,492,87,142,30,3,14,63,42,38,14,2,.289,.352,.447,.799
Eric E Byrnes C,OAK,121,414,64,109,27,9,12,51,42,71,10,2,.263,.333,.459,.792
Mark M Grudzielanek,CHC,121,481,73,151,38,1,3,38,30,64,6,2,.314,.366,.416,.782
Ryan R Klesko,SD,121,397,47,100,18,0,21,67,65,83,2,5,.252,.354,.456,.810
Ricky R Ledee,PHI,121,255,37,63,15,2,13,46,34,59,0,0,.247,.334,.475,.809
Dustan D Mohr R,MIN,121,348,50,87,22,0,10,36,33,106,5,2,.250,.314,.399,.714
Greg G Myers,TOR,121,329,51,101,19,0,15,52,37,57,0,3,.307,.374,.502,.876
Matt M Stairs R,PIT,121,305,49,89,20,1,20,57,45,64,0,1,.292,.389,.561,.950
David D Eckstein S,ANA,120,452,59,114,22,1,3,31,36,45,16,5,.252,.325,.325,.651
Neifi N Perez,SF,120,328,27,84,19,4,1,31,14,23,3,2,.256,.285,.348,.632
Chris C Singleton,OAK,120,306,38,75,24,1,1,36,26,55,7,2,.245,.301,.340,.641
Derek D Jeter S,NYY,119,482,87,156,25,3,10,52,43,88,11,5,.324,.393,.450,.844
Joe J Mc Ewing,NYM,119,278,31,67,11,0,1,16,25,57,3,0,.241,.309,.291,.601
Bengie B Molina,ANA,119,409,37,115,24,0,14,71,13,31,1,1,.281,.304,.443,.746
Josh J Phelps D,TOR,119,396,57,106,18,1,20,66,39,115,1,2,.268,.358,.470,.827
Jason J Phillips,NYM,119,403,45,120,25,0,11,58,39,50,0,1,.298,.373,.442,.815
Shane S Spencer L,TEX,119,395,39,99,20,0,12,49,45,92,2,0,.251,.328,.392,.720
Bernie B Williams C,NYY,119,445,77,117,19,1,15,64,71,61,5,0,.263,.367,.411,.778
Jason J La Rue,CIN,118,379,52,87,23,1,16,50,33,111,3,3,.230,.321,.422,.743
Abraham O. A Nunez,PIT,118,311,37,77,8,7,4,35,26,53,9,3,.248,.310,.357,.667
Alex A Cintron S,ARI,117,448,70,142,26,6,13,51,29,33,2,3,.317,.359,.489,.848
John J Vander Wal R,MIL,117,327,50,84,25,1,14,45,46,104,1,2,.257,.350,.468,.818
Ronnie R Belliard,COL,116,447,73,124,31,2,8,50,49,71,7,2,.277,.351,.409,.760
Ben B Broussard,CLE,116,386,53,96,21,3,16,55,32,75,5,2,.249,.312,.443,.755
Adam A Dunn L,CIN,116,381,70,82,12,1,27,57,74,126,8,2,.215,.354,.465,.818
Kerry K Robinson,STL,116,208,19,52,6,3,1,16,8,27,6,1,.250,.281,.322,.603
Ramon R Vázquez Vazquez S,SD,116,422,56,110,17,4,3,30,52,88,10,3,.261,.342,.341,.684
Craig C Wilson R,PIT,116,309,49,81,15,4,18,48,35,89,3,1,.262,.360,.511,.872
Brian B Buchanan,SD,115,198,29,52,10,2,8,29,24,51,6,2,.263,.346,.455,.801
Quinton Q Mc Cracken,ARI,115,203,17,46,5,2,0,18,15,34,5,1,.227,.276,.271,.547
Shane S Halter,DET,114,360,33,78,5,2,12,30,27,77,2,3,.217,.269,.342,.611
Reed R Johnson,TOR,114,412,79,121,21,2,10,52,20,67,5,3,.294,.353,.427,.780
Eric E Karros,CHC,114,336,37,96,16,1,12,40,28,46,1,1,.286,.340,.446,.786
Damian D Miller,CHC,114,352,34,82,19,1,9,36,39,91,1,0,.233,.310,.369,.680
Greg G Norton,COL,114,179,19,47,15,0,6,31,16,47,2,1,.263,.325,.447,.772
Miguel M Olivo,CWS,114,317,37,75,19,1,6,27,19,80,6,4,.237,.287,.360,.646
Juan J Castro,CIN,113,320,28,81,14,1,9,33,18,58,2,3,.253,.290,.388,.678
Brent B Mayne,KC,113,372,39,91,17,1,6,36,32,59,0,2,.245,.307,.344,.651
Matt M Franco,ATL,112,134,11,33,5,0,3,15,11,26,0,1,.246,.299,.351,.650
Vladimir V Guerrero R,MON,112,394,71,130,20,3,25,79,63,53,9,5,.330,.426,.586,1.012
Brandon B Phillips,CLE,112,370,36,77,18,1,6,33,14,77,4,5,.208,.242,.311,.553
Brian B Roberts,BAL,112,460,65,124,22,4,5,41,46,58,23,6,.270,.337,.367,.704
Jose J Macias L,MON,111,272,31,65,15,2,4,22,11,45,4,3,.239,.273,.353,.626
Eric E Owens C,ANA,111,241,29,65,6,0,1,20,10,24,11,8,.270,.300,.307,.607
Ray R Durham,SF,110,410,61,117,30,5,8,33,50,82,7,7,.285,.366,.441,.807
Andres A Galarraga,SF,110,272,36,82,15,0,12,42,19,61,1,3,.301,.352,.489,.840
Dave D Hansen,SD,110,135,13,33,4,1,2,15,23,25,1,0,.244,.358,.333,.692
Xavier X Nady R,SD,110,371,50,99,17,1,9,39,24,74,6,2,.267,.321,.391,.712
Carlos C Guillen S,SEA,109,388,63,107,19,3,7,52,52,64,4,4,.276,.359,.394,.753
Damian D Jackson,BOS,109,161,34,42,7,0,1,13,8,28,16,8,.261,.294,.323,.617
Luis L Matos C,BAL,109,439,70,133,23,3,13,45,28,90,15,7,.303,.353,.458,.811
Cliff C Floyd L,NYM,108,365,57,106,25,2,18,68,51,66,3,0,.290,.376,.518,.894
Brook B Fordyce,BAL,108,348,28,95,12,2,6,31,19,44,2,3,.273,.311,.371,.682
Charles C Johnson,COL,108,356,49,82,20,0,20,61,49,84,1,3,.230,.320,.455,.775
Ramon R Martinez,CHC,108,293,30,83,16,1,3,34,24,50,0,1,.283,.333,.375,.709
Benito B Santiago,SF,108,401,53,112,21,2,11,56,29,69,0,1,.279,.329,.424,.753
Brian B Schneider,MON,108,335,34,77,26,1,9,46,37,75,0,2,.230,.309,.394,.702
Mike M Sweeney D,KC,108,392,62,115,18,1,16,83,64,56,3,2,.293,.391,.467,.858
Raul R Gonzalez L,NYM,107,217,28,50,12,2,2,21,27,34,3,0,.230,.317,.332,.649
Gabe G Kapler R,BOS,107,225,39,61,13,1,4,27,22,41,6,2,.271,.336,.391,.727
Matthew M Le Croy D,MIN,107,345,39,99,19,0,17,64,25,82,0,1,.287,.342,.490,.832
Eddie E Pérez Perez,MIL,107,350,26,95,17,1,11,45,17,47,0,1,.271,.304,.420,.724
Dave D Roberts C,LA,107,388,56,97,6,5,2,16,43,39,40,14,.250,.331,.307,.638
Damian D Rolls,TB,107,373,43,95,20,0,7,46,19,84,11,3,.255,.301,.365,.666
Ruben R Sierra D,NYY,106,307,33,83,17,1,9,43,27,47,2,1,.270,.327,.420,.748
Junior J Spivey,ARI,106,365,52,93,22,2,13,50,33,95,4,3,.255,.326,.433,.759
Carlos C Baerga,ARI,105,207,31,71,13,0,4,39,18,20,1,1,.343,.396,.464,.859
Jamey J Carroll,MON,105,227,31,59,10,1,1,10,19,39,5,2,.260,.323,.326,.649
Eduardo E Perez R,STL,105,253,47,72,16,0,11,41,29,53,5,2,.285,.365,.478,.843
Darren D Bragg R,ATL,104,162,21,39,5,1,0,9,13,38,2,1,.241,.305,.284,.589
Brandon B Inge,DET,104,330,32,67,15,3,8,30,24,79,4,4,.203,.265,.339,.605
Michael M Tucker R,KC,104,389,61,102,20,5,13,55,39,88,8,10,.262,.331,.440,.771
Chris C Woodward S,TOR,104,349,49,91,22,2,7,45,28,72,1,2,.261,.316,.395,.712
Mark M De Rosa,ATL,103,266,40,70,14,0,6,22,16,49,1,0,.263,.316,.383,.699
Julio J Franco,ATL,103,197,28,58,12,2,5,31,25,43,0,1,.294,.372,.452,.824
J. T. J Snow,SF,103,330,48,90,18,3,8,51,55,55,1,2,.273,.387,.418,.806
Tony T Womack,CHC,103,349,43,79,14,4,2,22,9,47,13,5,.226,.251,.307,.558
Mike M Bordick S,TOR,102,343,39,94,18,2,5,54,33,60,3,1,.274,.340,.382,.722
Rey R Sanchez S,SEA,102,344,33,86,8,2,0,23,16,39,2,1,.250,.285,.285,.570
Milton M Bradley C,CLE,101,377,61,121,34,2,10,56,64,73,17,7,.321,.421,.501,.923
Einar E Díaz Diaz,TEX,101,334,30,86,14,1,4,35,9,32,3,1,.257,.294,.341,.635
J. D. J Drew R,STL,100,287,60,83,13,3,15,42,36,48,2,2,.289,.374,.512,.886
Al A Martin D,TB,100,238,19,60,12,2,3,26,17,51,2,2,.252,.306,.357,.663
Henry H Mateo,MON,100,154,29,37,3,1,0,7,11,38,11,1,.240,.304,.273,.576
Reggie R Taylor C,CIN,100,180,17,39,5,2,5,19,11,68,7,0,.217,.266,.350,.616
Todd T Zeile,MON,100,299,40,68,10,2,11,42,34,54,1,0,.227,.308,.385,.692
Mark M Bellhorn,COL,99,249,27,55,10,1,2,26,50,78,5,6,.221,.353,.293,.646
Coco C Crisp,CLE,99,414,55,110,15,6,3,27,23,51,15,9,.266,.302,.353,.655
Aaron A Guiel R,KC,99,354,63,98,30,0,15,52,27,63,3,5,.277,.346,.489,.835
Matt M Lawton L,CLE,99,374,57,93,19,0,15,53,47,47,10,3,.249,.343,.420,.762
Mark M Mc Lemore S,SEA,99,309,34,72,15,2,2,37,38,71,5,5,.233,.318,.314,.632
Eric E Munson,DET,99,313,28,75,9,0,18,50,35,61,3,0,.240,.312,.441,.753
Shawn S Wooten,ANA,98,272,25,66,8,0,7,32,24,45,0,4,.243,.303,.349,.653
Warren W Morris,DET,97,346,37,94,13,2,6,37,23,42,4,2,.272,.316,.373,.689
Gary G Bennett,SD,96,307,26,73,15,0,2,42,24,48,3,0,.238,.296,.306,.602
Nick N Johnson,NYY,96,324,60,92,19,0,14,47,70,57,5,2,.284,.422,.472,.894
Melvin M Mora L,BAL,96,344,68,109,17,1,15,48,49,71,6,3,.317,.418,.503,.921
