PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Magglio M Ordonez R,CWS,157,624,100,188,34,3,30,117,47,64,13,6,.301,.349,.510,.858
Neifi N Perez S,COL,157,690,108,193,27,11,12,70,28,54,13,5,.280,.307,.403,.710
Carlos C Beltrán Beltran,KC,156,663,112,194,27,7,22,108,46,123,27,8,.293,.337,.454,.792
Steve S Finley C,ARI,156,590,100,156,32,10,34,103,63,94,8,4,.264,.336,.525,.861
Joe J Randa,KC,156,628,92,197,36,8,16,84,50,80,5,4,.314,.363,.473,.836
Randy R Velarde,OAK,156,631,105,200,25,7,16,76,70,98,24,8,.317,.390,.455,.845
Kevin K Young,PIT,156,584,103,174,41,6,26,106,75,124,22,10,.298,.387,.522,.909
Todd T Zeile,TEX,156,588,80,172,41,1,24,98,56,94,1,2,.293,.354,.488,.842
Roger R Cedeno,NYM,155,453,90,142,23,4,4,36,60,100,66,17,.313,.396,.408,.804
Deivi D Cruz S,DET,155,518,64,147,35,0,13,58,12,57,1,4,.284,.302,.427,.729
Troy T Glaus,ANA,154,551,85,132,29,0,29,79,71,143,5,1,.240,.331,.450,.781
Marquis M Grissom C,MIL,154,603,92,161,27,1,20,83,49,109,24,6,.267,.320,.415,.734
Rey R Ordonez S,NYM,154,520,49,134,24,2,1,60,49,59,8,4,.258,.319,.317,.636
Edgar E Renteria S,STL,154,585,92,161,36,2,11,63,53,82,37,8,.275,.334,.400,.734
Matt M Williams,ARI,154,627,98,190,37,2,35,142,41,93,2,0,.303,.344,.536,.880
Ray R Durham,CWS,153,612,109,181,30,8,13,60,73,105,34,11,.296,.373,.435,.808
Luis L Gonzalez,ARI,153,614,112,206,45,4,26,111,66,63,9,5,.336,.403,.549,.952
Shawn S Green R,TOR,153,614,134,190,45,0,42,123,66,117,20,7,.309,.384,.588,.972
Brian B Jordan R,ATL,153,576,100,163,28,4,23,115,51,81,13,8,.283,.346,.465,.811
Eric E Karros,LA,153,578,74,176,40,0,34,112,53,119,8,5,.304,.362,.550,.912
Mark M Loretta S,MIL,153,587,93,170,34,5,5,67,52,59,4,1,.290,.354,.390,.744
Mark M Mc Gwire,STL,153,521,118,145,21,1,65,147,133,141,0,0,.278,.424,.697,1.120
Paul P O' Neill R,NYY,153,597,70,170,39,4,19,110,66,89,11,9,.285,.353,.459,.812
Greg G Vaughn L,CIN,153,550,104,135,20,2,45,118,85,137,15,2,.245,.347,.535,.881
Bobby B Abreu R,PHI,152,546,118,183,35,11,20,93,109,113,27,9,.335,.446,.549,.995
Rich R Aurilia S,SF,152,558,68,157,23,1,22,80,43,71,2,3,.281,.336,.444,.780
Adrian A Beltré,LA,152,538,84,148,27,5,15,67,61,105,18,7,.275,.352,.428,.780
Bret B Boone,ATL,152,608,102,153,38,1,20,63,47,112,14,9,.252,.310,.416,.726
Carlos C Delgado,TOR,152,573,113,156,39,0,44,134,86,141,1,1,.272,.377,.571,.948
Joe J Mc Ewing,STL,152,513,65,141,28,4,9,44,41,87,7,4,.275,.333,.398,.730
Gary G Sheffield L,LA,152,549,103,165,20,0,34,101,101,64,11,5,.301,.407,.523,.930
Jay J Bell,ARI,151,589,132,170,32,6,38,112,82,132,7,4,.289,.374,.557,.931
Dante D Bichette L,COL,151,593,104,177,38,2,34,133,54,84,6,6,.298,.354,.541,.895
Sean S Casey,CIN,151,594,103,197,42,3,25,99,61,88,0,2,.332,.399,.539,.938
Damion D Easley,DET,151,549,83,146,30,1,20,65,51,124,11,3,.266,.346,.434,.779
Brady B Anderson C,BAL,150,564,109,159,28,5,24,81,96,105,36,7,.282,.404,.477,.881
Doug D Glanville C,PHI,150,628,101,204,38,6,11,73,48,82,34,2,.325,.376,.457,.833
Chuck C Knoblauch,NYY,150,603,120,176,36,4,18,68,83,57,28,9,.292,.393,.454,.848
Dean D Palmer,DET,150,560,92,147,25,2,38,100,57,153,3,3,.263,.339,.518,.857
Mike M Sweeney,KC,150,575,101,185,44,2,22,102,54,48,6,1,.322,.387,.520,.907
Marvin M Benard C,SF,149,562,100,163,36,5,16,64,55,97,27,14,.290,.359,.457,.816
Jose J Offerman,BOS,149,586,107,172,37,11,8,69,96,79,18,12,.294,.391,.435,.826
Eric E Owens L,SD,149,440,55,117,22,3,9,61,38,50,33,7,.266,.327,.391,.718
Pokey P Reese,CIN,149,585,85,167,37,5,10,52,35,81,38,7,.285,.330,.417,.747
Fernando F Tatis,STL,149,537,104,160,31,2,34,107,82,128,21,9,.298,.404,.553,.957
Preston P Wilson C,FLA,149,482,67,135,21,4,26,71,46,156,11,4,.280,.350,.502,.852
Ben B Grieve L,OAK,148,486,80,129,21,0,28,86,63,108,4,0,.265,.358,.481,.840
Mark M Kotsay R,FLA,148,495,57,134,23,9,8,50,29,50,7,6,.271,.306,.402,.708
Rusty R Greer L,TEX,147,556,107,167,41,3,20,101,96,67,2,2,.300,.405,.493,.898
Jose J Hernandez S,ATL,147,508,79,135,20,2,19,62,52,145,11,3,.266,.339,.425,.764
Warren W Morris,PIT,147,511,65,147,20,3,15,73,59,88,3,7,.288,.360,.427,.787
Manny M Ramirez R,CLE,147,522,131,174,34,3,44,165,96,131,2,4,.333,.442,.663,1.105
Ruben R Rivera C,SD,147,411,65,80,16,1,23,48,55,143,18,7,.195,.295,.406,.701
Mike M Cameron C,CIN,146,542,93,139,34,9,21,66,80,145,38,12,.256,.357,.469,.825
Chili C Davis D,NYY,146,476,59,128,25,1,19,78,73,100,4,1,.269,.366,.445,.812
Darryl D Hamilton C,NYM,146,505,82,159,19,4,9,45,57,39,6,8,.315,.386,.422,.808
Matt M Stairs R,OAK,146,531,94,137,26,3,38,102,89,124,2,7,.258,.366,.533,.899
Lee L Stevens,TEX,146,517,76,146,31,1,24,81,52,132,2,3,.282,.344,.485,.829
Jim J Thome,CLE,146,494,101,137,27,2,33,108,127,171,0,0,.277,.426,.540,.967
Johnny J Damon L,KC,145,583,101,179,39,9,14,77,67,50,36,6,.307,.379,.477,.856
Mike M Lieberthal,PHI,145,510,84,153,33,1,31,96,44,86,0,0,.300,.363,.551,.914
Shannon S Stewart L,TOR,145,608,102,185,28,2,11,67,59,83,37,14,.304,.371,.411,.782
Juan J Gonzalez R,TEX,144,562,114,183,36,1,39,128,51,105,3,3,.326,.378,.601,.980
Fred F Mc Griff,TB,144,529,75,164,30,1,32,104,86,107,1,0,.310,.405,.552,.957
Mark M Mc Lemore,TEX,144,566,105,155,20,7,6,45,83,79,16,8,.274,.363,.366,.729
Mickey M Morandini,CHC,144,456,60,110,18,5,4,37,48,61,6,6,.241,.319,.329,.648
Ivan I Rodriguez,TEX,144,600,116,199,29,1,35,113,24,64,25,12,.332,.356,.558,.914
Jason J Varitek,BOS,144,483,70,130,39,2,20,76,46,85,1,2,.269,.330,.482,.813
Omar O Vizquel S,CLE,144,574,112,191,36,4,5,66,65,50,42,9,.333,.397,.436,.833
Tony T Womack R,ARI,144,614,111,170,25,10,4,41,52,68,72,13,.277,.332,.370,.702
Tony T Clark,DET,143,536,74,150,29,0,31,99,64,133,2,1,.280,.361,.507,.869
Al A Martin L,PIT,143,541,97,150,36,8,24,63,49,119,20,3,.277,.337,.506,.844
Dave D Martinez R,TB,143,514,79,146,25,5,6,66,60,76,13,6,.284,.361,.387,.748
Todd T Walker,MIN,143,531,62,148,37,4,6,46,52,83,18,10,.279,.343,.397,.740
Gerald G Williams L,ATL,143,422,76,116,24,1,17,68,33,67,19,11,.275,.335,.457,.792
Tony T Batista S,TOR,142,519,77,144,30,1,31,100,38,96,4,0,.277,.330,.518,.848
Darin D Erstad,ANA,142,585,84,148,22,5,13,53,47,101,13,7,.253,.308,.374,.682
Tony T Fernandez,TOR,142,485,73,159,41,0,6,75,77,62,6,7,.328,.427,.449,.877
John J Jaha D,OAK,142,457,93,126,23,0,35,111,101,129,2,0,.276,.414,.556,.970
Paul P Konerko,CWS,142,513,71,151,31,4,24,81,45,68,1,0,.294,.352,.511,.862
Edgar E Martinez D,SEA,142,502,86,169,35,1,24,86,97,99,7,2,.337,.447,.554,1.001
Brian B Giles C,PIT,141,521,109,164,33,3,39,115,95,80,6,2,.315,.418,.614,1.032
Mike M Piazza,NYM,141,534,100,162,25,0,40,124,51,70,2,2,.303,.361,.575,.936
Jose J Vidro,MON,140,494,67,150,45,2,12,59,29,51,0,4,.304,.346,.476,.822
Aaron A Boone,CIN,139,472,56,132,26,5,14,72,30,79,17,6,.280,.330,.445,.775
Jeff J Conine,BAL,139,444,54,129,31,1,13,75,30,40,0,3,.291,.335,.453,.787
Brian L. B Hunter L,SEA,139,539,79,125,13,6,4,34,37,91,44,8,.232,.280,.301,.581
Mo M Vaughn,ANA,139,524,63,147,20,0,33,108,54,127,0,0,.281,.358,.508,.866
Ron R Gant L,PHI,138,516,107,134,27,5,17,77,85,112,13,3,.260,.364,.430,.794
Jeff J Kent,SF,138,511,86,148,40,2,23,101,61,112,13,6,.290,.366,.511,.877
Rondell R White L,MON,138,539,83,168,26,6,22,64,32,85,10,6,.312,.359,.505,.864
Chad C Allen L,MIN,137,481,69,133,21,3,10,46,37,89,14,7,.277,.330,.395,.724
Bruce B Aven L,FLA,137,381,57,110,19,2,12,70,44,82,3,0,.289,.370,.444,.814
Manny M Martinez C,MON,137,331,48,81,12,7,2,26,17,51,19,6,.245,.279,.341,.621
Ed E Sprague,PIT,137,490,71,131,27,2,22,81,50,93,3,6,.267,.352,.465,.817
Mike M Caruso S,CWS,136,529,60,132,11,4,2,35,20,36,12,14,.250,.280,.297,.577
Alex A Gonzalez S,FLA,136,560,81,155,28,8,14,59,15,113,3,5,.277,.308,.430,.739
Denny D Hocking S,MIN,136,386,47,103,18,2,7,41,22,54,11,7,.267,.307,.378,.685
Mike M Stanley,BOS,136,427,59,120,22,0,19,72,70,94,0,0,.281,.393,.466,.859
Harold H Baines D,CLE,135,430,62,134,18,1,25,103,54,48,1,2,.312,.387,.533,.919
Nomar N Garciaparra S,BOS,135,532,103,190,42,4,27,104,51,39,14,3,.357,.418,.603,1.022
Torii T Hunter C,MIN,135,384,52,98,17,2,9,35,26,72,10,6,.255,.309,.380,.689
Geoff G Jenkins L,MIL,135,447,70,140,43,3,21,82,35,87,5,1,.313,.371,.564,.935
Charles C Johnson,BAL,135,426,58,107,19,1,16,54,55,107,0,0,.251,.340,.413,.753
Darren D Lewis C,BOS,135,470,63,113,14,6,2,40,45,52,16,10,.240,.311,.309,.620
Frank F Thomas D,CWS,135,486,74,148,36,0,15,77,87,66,3,3,.305,.414,.471,.885
Brian B Mc Rae C,TOR,134,403,47,88,17,2,12,48,57,86,2,7,.218,.327,.360,.687
Rey R Sanchez S,KC,134,479,66,141,18,6,2,56,22,48,11,5,.294,.329,.370,.698
Richie R Sexson,CLE,134,479,72,122,17,7,31,116,34,117,3,3,.255,.305,.514,.818
Devon D White C,LA,134,474,60,127,20,2,14,68,39,88,19,5,.268,.337,.407,.744
Scott S Brosius,NYY,133,473,64,117,26,1,17,71,39,74,9,3,.247,.307,.414,.722
Royce R Clayton S,TEX,133,465,69,134,21,5,14,52,39,100,8,6,.288,.346,.445,.792
Damian D Jackson S,SD,133,388,56,87,20,2,9,39,53,105,34,10,.224,.320,.356,.676
David D Justice L,CLE,133,429,75,123,18,0,21,88,94,90,1,3,.287,.413,.476,.889
Ryan R Klesko,ATL,133,404,55,120,28,2,21,80,53,69,5,2,.297,.376,.532,.908
Reggie R Sanders L,SD,133,478,92,136,24,7,26,72,65,108,36,13,.285,.376,.527,.904
Chris C Singleton,CWS,133,496,72,149,31,6,17,72,22,45,20,5,.300,.328,.490,.818
Michael M Tucker R,CIN,133,296,55,75,8,5,11,44,37,81,11,4,.253,.338,.426,.764
Juan J Encarnacion L,DET,132,509,62,130,30,6,19,74,14,113,33,12,.255,.287,.450,.736
Wilton W Guerrero,MON,132,315,42,92,15,7,2,31,13,38,7,6,.292,.324,.403,.727
Stan S Javier R,HOU,132,397,61,113,19,2,3,34,38,63,16,7,.285,.347,.365,.712
Willie W Mc Gee,STL,132,271,25,68,7,0,0,20,17,60,7,4,.251,.293,.277,.570
Greg G Norton,CWS,132,436,62,111,26,0,16,50,69,93,4,4,.255,.358,.424,.782
John J Vander Wal,SD,132,246,26,67,18,0,6,41,37,59,2,1,.272,.368,.419,.787
Quilvio Q Veras,SD,132,475,95,133,25,2,6,41,65,88,30,17,.280,.368,.379,.747
Cristian C Guzman S,MIN,131,420,47,95,12,3,1,26,22,90,9,7,.226,.267,.276,.544
Brant B Brown R,PIT,130,341,49,79,20,3,16,58,22,114,3,4,.232,.283,.449,.732
Jeromy J Burnitz R,MIL,130,467,87,126,33,2,33,103,91,124,7,3,.270,.402,.561,.963
Gabe G Kapler C,DET,130,416,60,102,22,4,18,49,42,74,11,5,.245,.315,.447,.762
Henry H Rodriguez L,CHC,130,447,72,136,29,0,26,87,56,113,2,4,.304,.381,.544,.925
Marlon M Anderson,PHI,129,452,48,114,26,4,5,54,24,61,13,2,.252,.292,.361,.652
Rich R Becker C,OAK,129,264,36,68,8,2,6,26,58,81,8,2,.258,.395,.371,.766
Alex A Rodriguez S,SEA,129,502,110,143,25,0,42,111,56,109,21,7,.285,.357,.586,.943
Derek D Bell R,HOU,128,509,61,120,22,0,12,66,50,129,18,6,.236,.306,.350,.656
Homer H Bush,TOR,128,485,69,155,26,4,5,55,21,82,32,8,.320,.353,.421,.774
Luis L Castillo,FLA,128,487,76,147,23,4,0,28,67,85,50,17,.302,.384,.366,.750
Phil P Nevin,SD,128,383,52,103,27,0,24,85,51,82,1,0,.269,.352,.527,.880
Brad B Ausmus,DET,127,458,62,126,25,6,9,54,51,71,12,9,.275,.365,.415,.779
Ron R Coomer,MIN,127,467,53,123,25,1,16,65,30,69,2,1,.263,.307,.424,.731
Carlos C Lee L,CWS,127,492,66,144,32,2,16,84,13,72,4,2,.293,.312,.463,.775
Bill B Spiers,HOU,127,393,56,113,18,5,4,39,47,45,10,5,.288,.363,.389,.752
Larry L Walker R,COL,127,438,108,166,26,4,37,115,57,52,11,4,.379,.458,.710,1.168
Dmitri D Young R,CIN,127,373,63,112,30,2,14,56,30,71,3,1,.300,.352,.504,.856
Michael M Barrett,MON,126,433,53,127,32,3,8,52,32,39,0,2,.293,.345,.436,.782
Eddie E Taubensee,CIN,126,424,58,132,22,2,21,87,30,67,0,2,.311,.354,.521,.876
Ronnie R Belliard,MIL,124,457,60,135,29,4,8,58,64,59,4,5,.295,.379,.429,.808
Marty M Cordova D,MIN,124,425,62,121,28,3,14,70,48,96,13,4,.285,.365,.464,.828
Russ R Davis,SEA,124,432,55,106,17,1,21,59,32,111,3,3,.245,.304,.435,.739
Trot T Nixon R,BOS,124,381,67,103,22,5,15,52,53,75,3,1,.270,.357,.472,.830
Chris C Widger,MON,124,383,42,101,24,1,14,56,28,86,1,4,.264,.325,.441,.766
Carl C Everett,HOU,123,464,86,151,33,3,25,108,50,94,27,7,.325,.398,.571,.969
Carlos C Febles,KC,123,453,71,116,22,9,10,53,47,91,20,4,.256,.336,.411,.746
Mark M Grudzielanek S,LA,123,488,72,159,23,5,7,46,31,65,6,6,.326,.376,.436,.812
Jeffrey J Hammonds R,CIN,123,262,43,73,13,0,17,41,27,64,3,6,.279,.347,.523,.870
Dan D Wilson,SEA,123,414,46,110,23,2,7,38,29,83,5,0,.266,.315,.382,.697
Matt M Franco,NYM,122,132,18,31,5,0,4,21,28,21,0,0,.235,.366,.364,.730
Ray R Lankford L,STL,122,422,77,129,32,1,15,63,49,110,14,4,.306,.380,.493,.873
Rickey R Henderson L,NYM,121,438,89,138,30,0,12,42,82,82,37,14,.315,.423,.466,.889
David D Segui,TOR,121,440,57,131,27,3,14,52,40,60,1,2,.298,.355,.468,.823
Ellis E Burks R,SF,120,390,73,110,19,0,31,96,69,86,7,5,.282,.394,.569,.964
Miguel M Cairo,TB,120,465,61,137,15,5,3,36,24,46,22,7,.295,.335,.368,.703
Kevin K Jordan,PHI,120,347,36,99,17,3,4,51,24,34,0,0,.285,.339,.386,.726
Travis T Lee,ARI,120,375,57,89,16,2,9,50,58,50,17,3,.237,.337,.363,.700
Kenny K Lofton C,CLE,120,465,110,140,28,6,7,39,79,84,25,6,.301,.405,.432,.838
Einar E Díaz Diaz,CLE,119,392,43,110,21,1,3,32,23,41,11,4,.281,.328,.362,.690
Butch B Huskey D,BOS,119,386,62,109,15,0,22,77,34,65,3,1,.282,.338,.492,.830
Alex A Ochoa L,MIL,119,277,47,83,16,3,8,40,45,43,6,4,.300,.404,.466,.870
Eric E Young Sr.,LA,119,456,73,128,24,2,2,41,63,26,51,22,.281,.371,.355,.726
Alex A Arias S,PHI,118,347,43,105,20,1,4,48,36,31,2,2,.303,.373,.401,.773
Matt M Lawton R,MIN,118,406,58,105,18,0,7,54,57,42,26,4,.259,.353,.355,.708
Doug D Mientkiewicz,MIN,118,327,34,75,21,3,2,32,43,51,1,1,.229,.324,.330,.655
Shane S Andrews,CHC,117,348,41,68,12,0,16,51,50,109,1,1,.195,.295,.368,.662
John J Flaherty,TB,117,446,53,124,19,0,14,71,19,64,0,2,.278,.310,.415,.725
Corey C Koskie,MIN,117,342,42,106,21,0,11,58,40,72,4,4,.310,.387,.468,.855
Brent B Mayne,SF,117,322,39,97,32,0,2,39,43,65,2,2,.301,.389,.419,.808
Adrian A Brown R,PIT,116,226,34,61,5,2,4,17,33,39,5,3,.270,.364,.363,.727
Dave D Magadan,SD,116,248,20,68,12,1,2,30,45,36,1,3,.274,.377,.355,.732
Bill B Mueller,SF,116,414,61,120,24,0,2,36,65,52,4,2,.290,.388,.362,.751
Eric E Chavez,OAK,115,356,47,88,21,2,13,50,46,56,1,1,.247,.333,.427,.760
Darrin D Fletcher,TOR,115,412,48,120,26,0,18,80,26,47,0,0,.291,.339,.485,.825
Dave D Nilsson,MIL,115,343,56,106,19,1,21,62,53,64,1,2,.309,.400,.554,.954
Todd T Hundley,LA,114,376,49,78,14,0,24,55,44,113,3,0,.207,.295,.436,.731
Brian R. B Hunter,ATL,114,181,28,45,12,1,6,30,31,40,0,1,.249,.367,.425,.792
Eli E Marrero,STL,114,317,32,61,13,1,6,34,18,56,11,2,.192,.236,.297,.532
Jose J Canseco D,TB,113,430,75,120,18,1,34,95,58,135,3,0,.279,.369,.563,.931
Gary G Gaetti,CHC,113,280,22,57,9,1,9,46,21,51,0,1,.204,.260,.339,.599
Tyler T Houston,CLE,113,276,28,62,10,1,10,30,31,78,1,1,.225,.302,.377,.679
F. P. F Santangelo C,SF,113,254,49,66,17,3,3,26,53,54,12,4,.260,.406,.386,.792
John J Valentin,BOS,113,450,58,114,27,1,12,70,40,68,0,1,.253,.315,.398,.712
Enrique E Wilson,CLE,113,332,41,87,22,1,2,24,25,41,5,4,.262,.310,.352,.663
Jorge J Posada,NYY,112,379,50,93,19,2,12,57,53,91,1,0,.245,.341,.401,.742
Scott S Rolen,PHI,112,421,74,113,28,1,26,77,67,114,12,2,.268,.368,.525,.893
Tony T Gwynn R,SD,111,411,59,139,27,0,10,62,29,14,7,2,.338,.381,.477,.858
Kevin K Sefcik,PHI,111,209,28,58,15,3,1,11,29,24,9,4,.278,.368,.392,.760
Mike M Benjamin S,PIT,110,368,42,91,26,7,1,37,20,90,10,1,.247,.288,.364,.652
Brian B Daubach,BOS,110,381,61,112,33,3,21,73,36,92,0,1,.294,.360,.562,.921
Brent B Gates,MIN,110,306,40,78,13,2,3,38,34,56,1,3,.255,.328,.340,.668
Lenny L Harris,ARI,110,187,17,58,13,0,1,20,6,7,2,1,.310,.330,.396,.726
Wally W Joyner,SD,110,323,34,80,14,2,5,43,58,54,0,1,.248,.363,.350,.712
Walt W Weiss S,ATL,110,279,38,63,13,4,2,29,35,48,7,3,.226,.315,.323,.637
Dave D Berg S,FLA,109,304,42,87,18,1,3,25,27,59,2,2,.286,.348,.382,.730
Tom T Goodwin C,TEX,109,405,63,105,12,6,3,33,40,61,39,11,.259,.324,.341,.664
Mike M Mordecai,MON,109,226,29,53,10,2,5,25,20,31,2,5,.235,.297,.363,.660
Orlando O Palmeiro L,ANA,109,317,46,88,12,1,1,23,39,30,5,5,.278,.364,.331,.696
Benito B Santiago,CHC,109,350,28,87,18,3,7,36,32,71,1,1,.249,.313,.377,.691
Richard R Hidalgo L,HOU,108,383,49,87,25,2,15,56,56,73,8,5,.227,.328,.420,.748
Keith K Lockhart,ATL,108,161,20,42,3,1,1,21,19,21,3,1,.261,.337,.311,.648
Bobby B Higginson R,DET,107,377,51,90,18,0,12,46,64,66,4,6,.239,.351,.382,.732
Chad C Kreuter,KC,107,324,31,73,15,0,5,35,34,65,0,0,.225,.309,.318,.627
Matt M Walbeck,ANA,107,288,26,69,8,1,3,22,26,46,2,3,.240,.308,.306,.614
Sean S Berry,MIL,106,259,26,59,11,1,2,23,17,50,0,0,.228,.281,.301,.582
Tim T Bogar S,HOU,106,309,44,74,16,2,4,31,38,52,3,5,.239,.328,.343,.671
Ryan R Christenson C,OAK,106,268,41,56,12,1,4,24,38,58,7,5,.209,.305,.306,.611
Jose J Cruz C,TOR,106,349,63,84,19,3,14,45,64,91,14,4,.241,.358,.433,.791
Tony T Phillips,OAK,106,406,76,99,24,4,15,49,71,94,11,3,.244,.362,.433,.795
Brian B Banks,MIL,105,219,34,53,7,1,5,22,25,59,6,1,.242,.317,.352,.669
Brook B Fordyce,CWS,105,333,36,99,25,1,9,49,21,48,2,0,.297,.343,.459,.802
Kevin K Millar,FLA,105,351,48,100,17,4,9,67,40,64,1,0,.285,.362,.433,.795
Jeff J Blauser,CHC,104,200,41,48,5,2,9,26,26,52,2,2,.240,.347,.420,.768
Orlando O Cabrera S,MON,104,382,48,97,23,5,8,39,18,38,2,2,.254,.293,.403,.696
J. D. J Drew C,STL,104,368,72,89,16,6,13,39,50,77,19,3,.242,.340,.424,.764
Rob R Ducey,PHI,104,188,29,49,10,2,8,33,38,57,2,1,.261,.383,.463,.846
Shawon S Dunston,NYM,104,243,35,78,11,3,5,41,2,39,10,4,.321,.337,.453,.790
Eddie E Pérez Perez,ATL,104,309,30,77,17,0,7,30,17,40,0,1,.249,.299,.372,.671
Tony T Eusebio,HOU,103,323,31,88,15,0,4,33,40,67,0,0,.272,.353,.356,.709
Jeff J Reed,CHC,103,256,29,66,16,2,3,28,45,58,1,2,.258,.373,.371,.744
Barry B Bonds L,SF,102,355,91,93,20,2,34,83,73,62,15,2,.262,.389,.617,1.006
Angel A Echevarria,COL,102,191,28,56,7,0,11,35,17,34,1,3,.293,.360,.503,.863
Benny B Agbayani L,NYM,101,276,42,79,18,3,14,42,32,60,6,4,.286,.363,.525,.888
Terry T Steinbach,MIN,101,338,35,96,16,4,4,42,38,54,2,2,.284,.358,.391,.748
Frank F Catalanotto,DET,100,286,41,79,19,0,11,35,15,49,3,4,.276,.327,.458,.785
Brad B Fullmer,MON,100,347,38,96,34,2,9,47,22,35,2,3,.277,.321,.464,.785
Dave D Hansen,LA,100,107,14,27,8,1,2,17,26,20,0,0,.252,.404,.402,.806
Jason J Mc Donald C,OAK,100,187,26,39,2,1,3,8,25,48,6,3,.209,.310,.278,.588
David D Doster,PHI,99,97,9,19,2,0,3,10,12,23,1,0,.196,.282,.309,.591
Andy A Fox S,ARI,99,274,34,70,12,2,6,33,33,61,4,1,.255,.351,.380,.731
Glenallen G Hill,CHC,99,253,43,76,9,1,20,55,22,61,5,1,.300,.353,.581,.934
Jeff J Reboulet,BAL,99,154,25,25,4,0,0,4,33,29,1,0,.162,.317,.188,.506
Paul P Sorrento L,TB,99,294,40,69,14,1,11,42,49,101,1,1,.235,.351,.401,.752
Thomas T Howard,STL,98,195,16,57,10,0,6,28,17,26,1,1,.292,.353,.436,.789
Tim T Salmon R,ANA,98,353,60,94,24,2,17,69,63,82,4,1,.266,.372,.490,.862
Craig C Wilson,CWS,98,252,28,60,8,1,4,26,23,22,1,1,.238,.301,.325,.626
Todd T Greene D,ANA,97,321,36,78,20,0,14,42,12,63,1,4,.243,.275,.436,.711
Jeff J Huson,ANA,97,225,21,59,7,1,0,18,16,27,10,1,.262,.307,.302,.610
Mike M Lowell,FLA,97,308,32,78,15,0,12,47,26,69,0,0,.253,.317,.419,.736
Olmedo O Saenz,OAK,97,255,41,70,18,0,11,41,22,47,1,1,.275,.363,.475,.837
Kurt K Abbott,COL,96,286,41,78,17,2,8,41,16,69,3,2,.273,.310,.430,.740
