PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Placido P Polanco,STL,144,564,87,173,26,4,3,38,25,43,12,3,.307,.342,.383,.725
Gary G Sheffield L,LA,143,515,98,160,28,2,36,100,94,67,10,4,.311,.417,.583,1.000
Manny M Ramirez D,BOS,142,529,93,162,33,2,41,125,81,147,0,1,.306,.405,.609,1.014
Bubba B Trammell R,SD,142,490,66,128,20,3,25,92,48,78,2,2,.261,.330,.467,.797
Robin R Ventura,NYM,142,456,70,108,20,0,21,61,88,101,2,5,.237,.359,.419,.778
Larry L Walker R,COL,142,497,107,174,35,3,38,123,82,103,14,5,.350,.449,.662,1.111
Dmitri D Young L,CIN,142,540,68,163,28,3,21,69,37,77,8,5,.302,.350,.481,.832
Kevin K Young,PIT,142,449,53,104,33,0,14,65,42,119,15,11,.232,.310,.399,.708
Jolbert J Cabrera L,CLE,141,287,50,75,16,3,1,38,16,41,10,4,.261,.312,.348,.660
Craig C Counsell,ARI,141,458,76,126,22,3,4,38,61,76,6,8,.275,.359,.362,.721
Mike M Piazza,NYM,141,503,81,151,29,0,36,94,67,87,0,2,.300,.384,.573,.956
Edgar E Renteria S,STL,141,493,54,128,19,3,10,57,39,73,17,4,.260,.314,.371,.685
B. J. B Surhoff L,ATL,141,484,68,131,33,1,10,58,38,48,9,3,.271,.321,.405,.726
Steve S Finley C,ARI,140,495,66,136,27,4,14,73,47,67,11,7,.275,.337,.430,.767
Juan J Gonzalez R,CLE,140,532,97,173,34,1,35,140,41,94,1,0,.325,.370,.590,.960
Carlos C Guillen S,SEA,140,456,72,118,21,4,5,53,53,89,4,1,.259,.333,.355,.689
Julio J Lugo S,HOU,140,513,93,135,20,3,10,37,46,116,12,11,.263,.326,.372,.698
Chris C Singleton,CWS,140,392,57,117,21,5,7,45,20,61,12,11,.298,.331,.431,.762
Jeff J Conine,BAL,139,524,75,163,23,2,14,97,64,75,12,8,.311,.386,.443,.829
Shea S Hillenbrand,BOS,139,468,52,123,20,2,12,49,13,61,3,4,.263,.291,.391,.682
Frank F Menechino,OAK,139,471,82,114,22,2,12,60,79,97,2,3,.242,.369,.374,.742
Scott S Spiezio,ANA,139,457,57,124,29,4,13,54,34,65,5,2,.271,.326,.438,.764
Jeff J Cirillo,COL,138,528,72,165,26,4,17,83,43,63,12,2,.313,.364,.473,.838
Ben B Davis,SD,138,448,56,107,20,0,11,57,66,112,4,4,.239,.337,.357,.694
Jorge J Posada,NYY,138,484,59,134,28,1,22,95,62,132,2,6,.277,.363,.475,.838
Adam A Kennedy,ANA,137,478,48,129,25,3,6,40,27,71,12,7,.270,.318,.372,.690
Chuck C Knoblauch L,NYY,137,521,66,130,20,3,9,44,58,73,38,9,.250,.339,.351,.691
Jose J Macias,DET,137,488,62,131,24,6,8,51,32,54,21,6,.268,.316,.391,.707
Paul P O' Neill R,NYY,137,510,77,136,33,1,21,70,48,59,22,3,.267,.330,.459,.789
Tim T Salmon R,ANA,137,475,63,108,21,1,17,49,96,121,9,3,.227,.365,.383,.748
Moises M Alou R,HOU,136,513,79,170,31,1,27,108,57,57,5,1,.331,.396,.554,.950
Shane S Halter,DET,136,450,53,128,32,7,12,65,37,100,3,3,.284,.344,.467,.811
Ramon R Hernandez,OAK,136,453,55,115,25,0,15,60,37,68,1,1,.254,.316,.408,.724
Neifi N Perez S,KC,136,581,83,162,26,9,8,59,26,68,9,6,.279,.309,.396,.705
Chris C Richard R,BAL,136,483,74,128,31,3,15,61,45,100,11,9,.265,.335,.435,.770
Greg G Vaughn D,TB,136,485,74,113,25,0,24,82,71,130,11,5,.233,.333,.433,.766
David D Bell,SEA,135,470,62,122,28,0,15,64,28,59,2,1,.260,.303,.415,.718
Royce R Clayton S,CWS,135,433,62,114,21,4,9,60,33,72,10,7,.263,.315,.393,.708
Marquis M Grissom C,LA,135,448,56,99,17,1,21,60,16,107,7,5,.221,.250,.404,.654
Luis L Castillo,FLA,134,537,76,141,16,10,2,45,67,90,33,16,.263,.344,.341,.684
Alex A Cora S,LA,134,405,38,88,18,3,4,29,31,58,0,2,.217,.285,.306,.591
Einar E Díaz Diaz,CLE,134,437,54,121,34,1,4,56,17,44,1,2,.277,.328,.387,.714
Darrin D Fletcher,TOR,134,416,36,94,20,0,11,56,24,43,0,1,.226,.274,.353,.628
Gabe G Kapler C,TEX,134,483,77,129,29,1,17,72,61,70,23,6,.267,.348,.437,.785
Frank F Catalanotto L,TEX,133,463,77,153,31,5,11,54,39,55,15,5,.330,.391,.490,.882
Mark M Grudzielanek,LA,133,539,83,146,21,3,13,55,28,83,4,4,.271,.317,.393,.711
Kenny K Lofton C,CLE,133,517,91,135,21,4,14,66,47,69,16,8,.261,.322,.398,.721
Pokey P Reese S,CIN,133,428,50,96,20,2,9,40,34,82,25,4,.224,.284,.343,.627
Benito B Santiago,SF,133,477,39,125,25,4,6,45,23,78,5,4,.262,.295,.369,.664
Michael M Barrett,MON,132,472,42,118,33,2,6,38,25,54,2,1,.250,.289,.367,.655
Edgar E Martinez D,SEA,132,470,80,144,40,1,23,116,93,90,4,1,.306,.423,.543,.966
Brady B Anderson R,BAL,131,430,50,87,12,3,8,45,60,77,12,4,.202,.311,.300,.611
Roger R Cedeno C,DET,131,523,79,153,14,11,6,48,36,83,55,15,.293,.337,.396,.733
Ray R Lankford L,SD,131,389,58,98,28,4,19,58,62,145,10,2,.252,.358,.491,.849
Jay J Bell,ARI,129,428,59,106,24,1,13,46,65,79,0,1,.248,.349,.400,.749
Marvin M Benard C,SF,129,392,70,104,19,2,15,44,29,66,10,5,.265,.320,.439,.759
Brad B Ausmus,HOU,128,422,45,98,23,4,5,34,30,64,4,1,.232,.284,.341,.625
Charles C Johnson,FLA,128,451,51,117,32,0,18,75,38,133,0,0,.259,.321,.450,.771
Javy J Lopez,ATL,128,438,45,117,16,1,17,66,28,82,1,0,.267,.322,.425,.747
Ramon R Martinez,SF,128,391,48,99,18,3,5,37,38,52,1,2,.253,.323,.353,.676
Melvin M Mora C,BAL,128,436,49,109,28,0,7,48,41,91,11,4,.250,.329,.362,.692
Jose J Offerman,BOS,128,524,76,140,23,3,9,49,61,97,5,2,.267,.342,.374,.716
Cal C Ripken,BAL,128,477,43,114,16,0,14,68,26,63,0,2,.239,.276,.361,.637
Matt M Stairs,CHC,128,340,48,85,21,0,17,61,52,76,2,3,.250,.358,.462,.820
Randy R Winn,TB,128,429,54,117,25,6,6,50,38,81,12,10,.273,.339,.401,.740
Adrian A Beltré,LA,126,475,59,126,22,4,13,60,28,82,13,4,.265,.310,.411,.720
Tony T Clark,DET,126,428,67,123,29,3,16,75,62,108,0,1,.287,.374,.481,.856
Delino D De Shields L,CHC,126,351,55,82,17,5,5,37,59,77,23,2,.234,.344,.353,.697
Reggie R Sanders,ARI,126,441,84,116,21,3,33,90,46,126,14,10,.263,.337,.549,.886
Devon D White C,MIL,126,390,52,108,25,2,14,47,28,95,18,3,.277,.343,.459,.802
Paul P Lo Duca,LA,125,460,71,147,28,0,25,90,39,30,2,4,.320,.374,.543,.917
Mark M Mc Lemore L,SEA,125,409,78,117,16,9,5,57,69,84,39,7,.286,.384,.406,.790
Tony T Womack S,ARI,125,481,66,128,19,5,3,30,23,54,28,7,.266,.307,.345,.652
Edgardo E Alfonzo,NYM,124,457,64,111,22,0,17,49,51,62,5,0,.243,.322,.403,.725
Ellis E Burks D,CLE,124,439,83,123,29,1,28,74,62,85,5,1,.280,.369,.542,.911
Robert R Fick,DET,124,401,62,109,21,2,19,61,39,62,0,3,.272,.339,.476,.816
Jeremy J Giambi D,OAK,124,371,64,105,26,0,12,57,63,83,0,1,.283,.391,.450,.841
Jose J Valentin,CWS,124,438,74,113,22,2,28,68,50,114,9,6,.258,.336,.509,.845
Jose J Vidro,MON,124,486,82,155,34,1,15,59,31,49,4,1,.319,.371,.486,.856
Rickey R Henderson L,SD,123,379,70,86,17,3,8,42,81,84,25,7,.227,.366,.351,.716
Damian D Miller,ARI,123,380,45,103,19,0,13,47,35,80,0,1,.271,.337,.424,.761
Craig C Paquette L,STL,123,340,47,96,17,0,15,64,18,67,3,1,.282,.326,.465,.791
Tsuyoshi T Shinjo C,NYM,123,400,46,107,23,1,10,56,25,70,4,5,.268,.320,.405,.725
Dan D Wilson,SEA,123,377,44,100,20,1,10,42,20,69,3,2,.265,.305,.403,.708
Preston P Wilson C,FLA,123,468,70,128,30,2,23,71,36,107,20,8,.274,.331,.494,.825
Marty M Cordova L,CLE,122,409,61,123,20,2,20,69,23,81,0,3,.301,.348,.506,.854
Brian B Daubach,BOS,122,407,54,107,28,3,22,71,53,108,1,0,.263,.350,.509,.859
Damian D Jackson,SD,122,440,67,106,21,6,4,38,44,128,23,6,.241,.316,.343,.660
Andres A Galarraga,SF,121,399,50,102,28,1,17,69,31,117,1,3,.256,.326,.459,.784
Eric E Karros,LA,121,438,42,103,22,0,15,63,41,101,3,1,.235,.303,.388,.691
Jason J La Rue,CIN,121,364,39,86,21,2,12,43,27,106,3,3,.236,.303,.404,.707
Mike M Matheny,STL,121,381,40,83,12,0,7,42,28,76,0,1,.218,.276,.304,.581
Scott S Brosius,NYY,120,428,57,123,25,2,13,49,34,83,3,1,.287,.343,.446,.790
Juan J Encarnacion R,DET,120,417,52,101,19,7,12,52,25,93,9,5,.242,.292,.408,.700
Dave D Martinez,ATL,120,237,33,68,11,3,2,20,21,44,3,3,.287,.347,.384,.732
Desi D Relaford,NYM,120,301,43,91,27,0,8,36,27,65,13,5,.302,.364,.472,.836
Mark M Kotsay C,SD,119,406,67,118,29,1,10,58,48,58,13,5,.291,.366,.441,.807
Eric E Owens R,FLA,119,400,51,101,16,1,5,28,29,59,8,6,.253,.302,.335,.637
Ken K Caminiti,ATL,118,356,36,81,17,1,15,41,43,85,0,1,.228,.312,.407,.719
Cristian C Guzman S,MIN,118,493,80,149,28,14,10,51,21,78,25,8,.302,.337,.477,.814
Mark M Quinn R,KC,118,453,57,122,31,2,17,60,12,69,9,5,.269,.298,.459,.757
Greg G Norton,COL,117,225,30,60,13,2,13,40,19,65,1,0,.267,.321,.516,.837
Ruben R Rivera C,CIN,117,263,37,67,13,1,10,34,21,83,6,3,.255,.321,.426,.746
Joe J Mc Ewing L,NYM,116,283,41,80,17,3,8,30,17,57,8,5,.283,.342,.449,.791
David D Dellucci,ARI,115,217,28,60,10,2,10,40,22,52,2,1,.276,.349,.479,.828
Abraham O. A Nunez,PIT,115,301,30,79,11,4,1,21,28,53,8,2,.262,.326,.336,.662
A. J. A Pierzynski,MIN,114,381,51,110,33,2,7,55,16,57,1,7,.289,.322,.441,.763
Kerry K Robinson,STL,114,186,34,53,6,1,1,15,12,20,11,2,.285,.330,.344,.674
Terry T Shumpert,COL,114,242,37,70,14,5,4,24,15,44,14,3,.289,.337,.438,.775
Luis L Alicea,KC,113,387,44,106,16,4,4,32,23,56,8,6,.274,.320,.367,.687
Russell R Branyan,CLE,113,315,48,73,16,2,20,54,38,132,1,1,.232,.316,.486,.802
Denny D Hocking S,MIN,112,327,34,82,16,2,3,25,29,67,6,1,.251,.315,.339,.654
Ron R Coomer,CHC,111,349,25,91,19,1,8,53,29,70,0,0,.261,.316,.390,.706
Ken K Griffey C,CIN,111,364,57,104,20,2,22,65,44,72,2,0,.286,.365,.533,.898
Aubrey A Huff,TB,111,411,42,102,25,1,8,45,23,72,1,3,.248,.288,.372,.660
David D Justice,NYY,111,381,58,92,16,1,18,51,54,83,1,2,.241,.333,.430,.763
Ivan I Rodriguez,TEX,111,442,70,136,24,2,25,65,23,73,10,3,.308,.347,.541,.888
Deivi D Cruz S,DET,110,414,39,106,28,1,7,52,17,46,4,1,.256,.291,.379,.670
Lenny L Harris,NYM,110,135,12,30,5,1,0,9,8,9,3,2,.222,.266,.274,.540
J. D. J Drew R,STL,109,375,80,121,18,5,27,73,57,75,13,3,.323,.414,.613,1.027
Steve S Cox,TB,108,342,37,88,22,0,12,51,24,75,2,2,.257,.323,.427,.750
Jack J Wilson S,PIT,108,390,44,87,17,1,3,25,16,70,1,3,.223,.255,.295,.550
Dante D Bichette,BOS,107,391,45,112,30,1,12,49,20,76,2,2,.286,.325,.460,.786
Jose J Vizcaino S,HOU,107,256,38,71,8,3,1,14,15,33,3,2,.277,.322,.344,.666
Dee D Brown L,KC,106,380,39,93,19,0,7,40,22,81,5,3,.245,.286,.350,.636
Mike M Lansing S,BOS,106,352,45,88,23,0,8,34,22,50,3,3,.250,.294,.384,.677
Calvin C Murray,SF,106,326,54,80,14,2,6,25,32,57,8,8,.245,.319,.356,.674
Olmedo O Saenz D,OAK,106,305,33,67,21,1,9,32,19,64,0,1,.220,.291,.384,.675
Matt M Williams,ARI,106,408,58,112,30,0,16,65,22,70,1,0,.275,.314,.466,.780
Michael M Young,TEX,106,386,57,96,18,4,11,49,26,91,3,1,.249,.298,.402,.699
Mike M Darr R,SD,105,289,36,80,13,1,2,34,39,72,6,2,.277,.363,.349,.712
Tom T Goodwin C,LA,105,286,51,66,8,5,4,22,23,58,22,8,.231,.286,.336,.622
Geoff G Jenkins L,MIL,105,397,60,105,21,1,20,63,36,120,4,2,.264,.334,.474,.808
Jason J Tyner L,TB,105,396,51,111,8,5,0,21,15,42,31,6,.280,.311,.326,.637
Henry H Blanco,MIL,104,314,33,66,18,3,6,31,34,72,3,1,.210,.290,.344,.634
Benji B Gil S,ANA,104,260,33,77,15,4,8,39,14,57,3,4,.296,.330,.477,.807
Raul R Ibanez D,KC,104,279,44,78,11,5,13,54,32,51,0,2,.280,.353,.495,.847
Keith K Lockhart,ATL,104,178,17,39,6,0,3,12,16,22,1,2,.219,.289,.303,.593
Troy T O' Leary L,BOS,104,341,50,82,16,6,13,50,25,73,1,3,.240,.298,.437,.735
Orlando O Palmeiro R,ANA,104,230,29,56,10,1,2,23,25,24,6,6,.243,.319,.322,.641
Jay J Payton C,NYM,104,361,44,92,16,1,8,34,18,52,4,3,.255,.298,.371,.669
Aaron A Boone,CIN,103,381,54,112,26,2,14,62,29,71,6,3,.294,.351,.483,.834
Peter P Bergeron C,MON,102,375,53,79,11,4,3,16,28,87,10,7,.211,.275,.285,.560
Carl C Everett,BOS,102,409,61,105,24,4,14,58,27,104,9,2,.257,.323,.438,.761
Mark M Loretta,MIL,102,384,40,111,14,2,2,29,28,46,1,2,.289,.346,.352,.698
Ronnie R Belliard,MIL,101,364,69,96,30,3,11,36,35,65,5,2,.264,.335,.453,.788
J. T. J Snow,SF,101,285,43,70,12,1,8,34,55,81,0,0,.246,.371,.379,.750
Danny D Bautista,ARI,100,222,26,67,11,2,5,26,14,31,3,2,.302,.346,.437,.783
Wes W Helms,ATL,100,216,28,48,10,3,10,36,21,56,1,1,.222,.293,.435,.728
Al A Martin L,SEA,100,283,41,68,15,2,7,42,37,59,9,3,.240,.330,.382,.712
Brent B Mayne,KC,100,326,28,93,11,1,2,40,26,41,1,2,.285,.334,.344,.678
Gerald G Williams R,NYY,100,279,42,56,18,0,4,19,18,55,13,5,.201,.262,.308,.570
Travis T Fryman,CLE,98,334,34,88,15,0,3,38,30,63,1,2,.263,.327,.335,.662
Chris C Gomez S,TB,98,301,37,78,19,0,8,42,17,38,4,0,.259,.298,.402,.700
Dave D Mc Carty,KC,98,200,26,50,10,0,7,26,24,45,0,0,.250,.328,.405,.732
Mark M Mc Gwire,STL,97,299,48,56,4,0,29,64,56,118,0,0,.187,.316,.492,.808
Juan J Castro S,CIN,96,242,27,54,10,0,3,13,13,50,0,0,.223,.261,.302,.562
Bengie B Molina,ANA,96,325,31,85,11,0,6,40,16,51,0,1,.262,.309,.351,.660
Mike M Mordecai,MON,96,254,28,71,17,2,3,32,19,53,2,2,.280,.330,.398,.727
Chris C Stynes,BOS,96,361,52,101,19,2,8,33,20,56,4,5,.280,.322,.410,.732
Brook B Fordyce,BAL,95,292,30,61,18,0,5,19,21,56,1,2,.209,.268,.322,.590
Armando A Rios R,PIT,95,319,38,83,17,3,14,50,36,74,3,2,.260,.332,.464,.796
Daryle D Ward,HOU,95,213,21,56,15,0,9,39,19,48,0,0,.263,.323,.460,.784
Rondell R White L,CHC,95,323,43,99,19,1,17,50,26,56,1,0,.307,.371,.529,.900
Pedro P Feliz,SF,94,220,23,50,9,1,7,22,10,50,2,1,.227,.264,.373,.637
Charles C Gipson L,SEA,94,64,16,14,2,2,0,5,4,20,1,1,.219,.282,.313,.594
Scott S Hatteberg,BOS,94,278,34,68,19,0,3,25,33,26,1,1,.245,.332,.345,.678
Orlando O Merced,HOU,94,137,19,36,6,1,6,29,14,32,5,1,.263,.333,.453,.786
Jeff J Reboulet S,LA,94,214,35,57,15,2,3,22,33,48,0,1,.266,.367,.397,.764
Ruben R Sierra D,TEX,94,344,55,100,22,1,23,67,19,52,2,0,.291,.322,.561,.884
Enrique E Wilson S,NYY,94,228,17,48,8,1,2,20,9,37,0,5,.211,.238,.281,.519
Bobby B Bonilla,STL,93,174,17,37,7,0,5,21,23,53,1,1,.213,.308,.339,.647
Miguel M Cairo,STL,93,156,25,46,8,1,3,16,18,23,2,1,.295,.366,.417,.782
Ron R Gant,OAK,93,252,46,65,13,3,10,35,35,80,5,1,.258,.345,.452,.797
Donnie D Sadler,KC,93,185,28,30,6,0,1,5,18,37,7,4,.162,.243,.211,.454
