PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Juan J Gonzalez C,TEX,155,584,77,152,24,2,43,109,35,143,0,1,.260,.304,.529,.833
Darrin D Jackson C,SD,155,587,72,146,23,5,17,70,26,106,14,3,.249,.283,.392,.675
Chuck C Knoblauch,MIN,155,600,104,178,19,6,2,56,88,60,34,13,.297,.384,.358,.743
Mark M Lemke,ATL,155,427,38,97,7,4,6,26,50,39,0,3,.227,.307,.304,.611
Mike M Bordick,OAK,154,504,62,151,19,4,3,48,40,59,12,6,.300,.358,.371,.730
Andy A Van Slyke C,PIT,154,614,103,199,45,12,14,89,58,99,12,3,.324,.381,.505,.886
Albert A Belle D,CLE,153,585,81,152,23,1,34,112,52,128,8,2,.260,.320,.477,.797
Ron R Gant L,ATL,153,544,74,141,22,6,17,80,45,101,32,10,.259,.321,.415,.736
Ray R Lankford C,STL,153,598,87,175,40,6,20,86,72,147,42,24,.293,.371,.480,.850
Devon D White C,TOR,153,641,98,159,26,7,17,60,47,133,37,4,.248,.303,.390,.693
Roberto R Alomar,TOR,152,571,105,177,27,8,8,76,87,52,49,9,.310,.405,.427,.832
George G Brett D,KC,152,592,55,169,35,5,7,61,35,69,8,6,.285,.330,.397,.727
Jay J Buhner R,SEA,152,543,69,132,16,3,25,79,71,146,0,6,.243,.333,.422,.754
Mel M Hall L,NYY,152,583,67,163,36,3,15,81,29,53,4,2,.280,.310,.429,.739
Gregg G Jefferies,KC,152,604,66,172,36,3,10,75,43,29,19,9,.285,.329,.404,.733
Roberto R Kelly C,NYY,152,580,81,158,31,2,10,66,41,96,28,5,.272,.322,.384,.706
Fred F Mc Griff,SD,152,531,79,152,30,4,35,104,96,108,8,6,.286,.394,.556,.950
Dean D Palmer,TEX,152,541,74,124,25,0,26,72,62,154,10,4,.229,.311,.420,.731
Ruben R Sierra,OAK,151,601,83,167,34,7,17,87,45,68,14,4,.278,.323,.443,.766
Tim T Wallach,MON,150,537,53,120,29,1,9,59,50,90,2,2,.223,.296,.331,.627
Robin R Yount C,MIL,150,557,71,147,40,3,8,77,53,81,15,6,.264,.325,.390,.714
Wally W Joyner,KC,149,572,66,154,36,2,9,66,55,50,11,5,.269,.336,.386,.723
Eric E Karros,LA,149,545,63,140,30,1,20,88,37,103,2,4,.257,.304,.426,.730
Pat P Listach S,MIL,149,579,93,168,19,6,1,47,55,124,54,18,.290,.352,.349,.700
Brian B Mc Rae C,KC,149,533,63,119,23,5,4,52,42,88,18,5,.223,.285,.308,.593
Jose J Offerman S,LA,149,534,67,139,20,8,1,30,57,98,23,16,.260,.331,.333,.664
Luis L Polonia,CAL,149,577,83,165,17,4,0,35,45,64,51,21,.286,.337,.329,.666
Kenny K Lofton C,CLE,148,576,96,164,15,8,5,42,68,54,66,12,.285,.362,.365,.726
Paul P O' Neill R,CIN,148,496,59,122,19,1,14,66,77,85,6,3,.246,.346,.373,.719
Kevin K Reimer L,TEX,148,494,56,132,32,2,16,58,42,103,2,4,.267,.336,.437,.774
Kevin K Seitzer,MIL,148,540,74,146,35,1,5,71,57,44,13,11,.270,.337,.367,.704
Mark M Whiten R,CLE,148,508,73,129,19,4,9,43,72,102,16,12,.254,.347,.360,.707
Bip B Roberts L,CIN,147,532,92,172,34,6,4,45,62,54,44,16,.323,.393,.432,.826
Jerald J Clark L,SD,146,496,45,120,22,6,12,58,22,97,3,0,.242,.278,.383,.661
Greg G Gagne S,MIN,146,439,53,108,23,0,7,39,19,83,6,7,.246,.280,.346,.626
Gary G Sheffield,SD,146,557,87,184,34,3,33,100,48,40,5,6,.330,.385,.580,.965
Matt M Williams,SF,146,529,58,120,13,5,20,66,39,109,7,7,.227,.286,.384,.670
Steve S Buechele,CHC,145,524,52,137,23,4,9,64,52,105,1,3,.261,.334,.372,.707
Darren D Daulton,PHI,145,485,80,131,32,5,27,109,88,103,11,2,.270,.385,.524,.908
Mike M Felder C,SF,145,322,44,92,13,3,4,23,21,29,14,4,.286,.330,.382,.712
Rafael R Belliard S,ATL,144,285,20,60,6,1,0,14,14,43,0,1,.211,.255,.239,.494
Will W Clark,SF,144,513,69,154,40,1,16,73,73,82,12,7,.300,.384,.476,.860
David D Justice R,ATL,144,484,78,124,19,5,21,72,79,85,2,4,.256,.359,.446,.805
John J Kruk,PHI,144,507,86,164,30,4,10,70,92,88,3,5,.323,.423,.458,.881
Tim T Raines L,CWS,144,551,102,162,22,9,7,54,81,48,45,6,.294,.380,.405,.784
Wade W Boggs,BOS,143,514,62,133,22,4,7,50,74,31,1,3,.259,.353,.358,.711
Andre A Dawson R,CHC,143,542,60,150,27,2,22,90,30,70,6,2,.277,.316,.456,.772
Joe J Oliver,CIN,143,485,42,131,25,1,10,57,35,75,2,3,.270,.316,.388,.704
Jody J Reed,BOS,143,550,64,136,27,1,3,40,62,44,7,8,.247,.321,.316,.638
Steve S Sax,CWS,143,567,74,134,26,4,4,47,43,42,30,12,.236,.290,.317,.607
Dick D Schofield S,NYM,143,423,52,87,18,2,4,36,61,82,11,4,.206,.311,.286,.597
Larry L Walker R,MON,143,528,85,159,31,4,23,93,41,97,18,6,.301,.353,.506,.859
Mariano M Duncan L,PHI,142,574,71,153,40,3,8,50,17,108,23,3,.267,.292,.389,.680
Ken K Griffey C,SEA,142,565,83,174,39,4,27,103,44,67,10,5,.308,.361,.535,.896
Charlie C Hayes,NYY,142,509,52,131,19,2,18,66,28,100,3,5,.257,.297,.409,.705
Greg G Vaughn L,MIL,141,501,77,114,18,2,23,78,60,123,15,15,.228,.313,.409,.723
Harold H Baines D,OAK,140,478,58,121,18,0,16,76,59,61,1,3,.253,.331,.391,.723
Barry B Bonds L,PIT,140,473,109,147,36,5,34,103,127,69,39,8,.311,.456,.624,1.080
Brian B Harper,MIN,140,502,58,154,25,0,9,73,26,22,0,1,.307,.343,.410,.754
Barry B Larkin S,CIN,140,533,76,162,32,6,12,78,63,58,15,4,.304,.377,.454,.831
Harold H Reynolds,SEA,140,458,55,113,23,3,3,33,45,41,15,12,.247,.316,.330,.645
Paul P Sorrento,CLE,140,458,52,123,24,1,18,60,51,89,0,3,.269,.341,.443,.784
Chad C Curtis R,CAL,139,441,59,114,16,2,10,46,51,71,43,18,.259,.341,.372,.712
Doug D Dascenzo C,CHC,139,376,37,96,13,4,0,20,27,32,6,8,.255,.304,.311,.615
Junior J Felix C,CAL,139,509,63,125,22,5,9,72,33,128,8,8,.246,.289,.361,.651
Mark M Mc Gwire,OAK,139,467,87,125,22,0,42,104,90,105,0,1,.268,.385,.585,.970
Tom T Pagnozzi,STL,139,485,33,121,26,3,7,44,28,64,2,5,.249,.290,.359,.649
B. J. B Surhoff,MIL,139,480,63,121,19,1,4,62,46,41,14,8,.252,.314,.321,.635
Pat P Borders,TOR,138,480,47,116,26,2,13,53,33,75,1,1,.242,.290,.385,.676
Tom T Brunansky R,BOS,138,458,47,122,31,3,15,74,66,96,2,5,.266,.354,.445,.800
Chili C Davis D,MIN,138,444,63,128,27,2,12,66,73,76,4,5,.288,.386,.439,.825
Willie W Mc Gee R,SF,138,474,56,141,20,2,1,36,29,88,13,4,.297,.339,.354,.693
John J Olerud,TOR,138,458,68,130,28,0,16,66,70,61,1,0,.284,.375,.450,.825
Eric E Anthony R,HOU,137,440,45,105,15,1,19,80,38,98,5,4,.239,.298,.407,.705
Leo L Gomez,BAL,137,468,62,124,24,0,17,64,63,78,2,3,.265,.356,.425,.782
Candy C Maldonado L,TOR,137,489,64,133,25,4,20,66,59,112,2,2,.272,.357,.462,.819
Randy R Milligan,BAL,137,462,71,111,21,1,11,53,106,81,0,1,.240,.383,.361,.744
Tino T Martinez,SEA,136,460,53,118,19,2,16,66,42,77,2,1,.257,.316,.411,.727
Omar O Vizquel S,SEA,136,483,49,142,20,4,0,21,32,38,15,13,.294,.340,.352,.692
Kevin K Bass L,NYM,135,402,40,108,23,5,9,39,23,70,14,9,.269,.308,.418,.726
Ken K Caminiti,HOU,135,506,68,149,31,2,13,62,44,68,10,4,.294,.350,.441,.790
Casey C Candaele S,HOU,135,320,19,68,12,1,1,18,24,36,7,1,.213,.269,.266,.535
Delino D De Shields,MON,135,530,82,155,19,8,7,56,54,108,46,15,.292,.359,.398,.757
Lenny L Harris,LA,135,347,28,94,11,0,0,30,24,24,19,7,.271,.318,.303,.621
Carney C Lansford,OAK,135,496,65,130,30,1,7,75,43,39,7,2,.262,.325,.369,.694
Jose J Lind,PIT,135,468,38,110,14,1,0,39,26,29,3,1,.235,.275,.269,.544
Dave D Martinez C,CIN,135,393,47,100,20,5,3,31,42,54,12,8,.254,.323,.354,.677
Edgar E Martinez,SEA,135,528,100,181,46,3,18,73,54,61,14,4,.343,.404,.544,.948
Mitch M Webster R,LA,135,262,33,70,12,5,6,35,27,49,11,5,.267,.334,.420,.754
Orlando O Merced,PIT,134,405,50,100,28,5,6,60,52,63,5,4,.247,.332,.385,.717
Pete P O' Brien,SEA,134,396,40,88,15,1,14,52,40,27,2,1,.222,.289,.371,.660
Tony T Peña Pena,BOS,133,410,39,99,21,1,1,38,24,61,3,2,.241,.284,.305,.589
Bill B Doran,CIN,132,387,48,91,16,2,8,47,64,40,7,4,.235,.342,.349,.691
Dave D Hansen,LA,132,341,30,73,11,0,6,22,34,49,0,2,.214,.286,.299,.585
Ozzie O Smith S,STL,132,518,73,153,20,2,0,31,59,34,43,9,.295,.367,.342,.708
Willie W Wilson C,OAK,132,396,38,107,15,5,0,37,35,65,28,8,.270,.329,.333,.662
Bernard B Gilkey L,STL,131,384,56,116,19,4,7,43,39,52,18,12,.302,.364,.427,.792
Felix F Jose R,STL,131,509,62,150,22,3,14,75,40,100,28,12,.295,.347,.432,.779
Daryl D Boston L,NYM,130,289,37,72,14,2,11,35,38,60,12,6,.249,.338,.426,.764
Gary G Gaetti,CAL,130,456,41,103,13,2,12,48,21,79,3,1,.226,.267,.342,.610
Stan S Javier C,PHI,130,334,42,83,17,1,1,29,37,54,18,3,.249,.327,.314,.642
Jeff J King,PIT,130,480,56,111,21,2,14,65,27,56,4,6,.231,.272,.371,.643
Lou L Whitaker,DET,130,453,77,126,26,0,19,71,81,46,6,4,.278,.386,.461,.847
Scott S Leius,MIN,129,409,50,102,18,2,2,35,34,61,6,5,.249,.309,.318,.626
Mike M Macfarlane,KC,129,402,51,94,28,3,17,48,30,89,1,5,.234,.310,.445,.755
Bobby B Bonilla R,NYM,128,438,62,109,23,0,19,70,66,73,4,3,.249,.348,.432,.779
Tony T Gwynn R,SD,128,520,77,165,27,3,6,41,46,16,3,6,.317,.371,.415,.786
Darryl D Hamilton R,MIL,128,470,67,140,19,7,5,62,45,42,41,14,.298,.356,.400,.756
Manuel M Lee S,TOR,128,396,49,104,10,1,3,39,50,73,6,2,.263,.343,.316,.659
Mike M Sharperson,LA,128,317,48,95,21,0,3,36,47,33,2,2,.300,.387,.394,.781
Terry T Steinbach,OAK,128,438,48,122,20,1,12,53,45,58,2,3,.279,.345,.411,.756
Robby R Thompson,SF,128,443,54,115,25,1,14,49,43,75,5,9,.260,.333,.415,.749
Mickey M Morandini,PHI,127,422,47,112,8,8,3,30,25,64,8,3,.265,.305,.344,.649
Pedro P Munoz R,MIN,127,418,44,113,16,3,12,71,17,90,4,5,.270,.298,.409,.708
Ruben R Amaro,PHI,126,374,43,82,15,6,7,34,37,54,11,5,.219,.303,.348,.651
Chico C Walker,NYM,126,253,26,73,12,1,4,38,27,50,15,1,.289,.351,.391,.742
Todd T Zeile,STL,126,439,51,113,18,4,7,48,68,70,7,10,.257,.352,.364,.717
Sid S Bream,ATL,125,372,30,97,25,1,10,61,46,51,6,0,.261,.340,.414,.754
Derrick D May L,CHC,124,351,33,96,11,0,8,45,14,40,5,3,.274,.306,.373,.680
Cory C Snyder R,SF,124,390,48,105,22,2,14,57,23,96,4,4,.269,.311,.444,.755
Dave D Valle,SEA,124,367,39,88,16,1,9,30,27,58,0,0,.240,.305,.362,.668
Bob B Zupcic C,BOS,124,392,46,108,19,1,3,43,25,60,2,2,.276,.322,.352,.674
Lance L Blankenship,OAK,123,349,59,84,24,1,3,34,82,57,21,7,.241,.393,.341,.734
Jeff J Blauser S,ATL,123,343,61,90,19,3,14,46,46,82,5,5,.262,.354,.458,.811
Scott S Cooper,BOS,123,337,34,93,21,0,5,33,37,33,1,1,.276,.346,.383,.728
Scott S Fletcher,MIL,123,386,53,106,18,3,3,51,30,33,17,10,.275,.335,.360,.695
Todd T Hundley,NYM,123,358,32,75,17,0,7,32,19,76,3,0,.209,.256,.316,.572
Jeff J Huson S,TEX,123,318,49,83,14,3,4,24,41,43,18,6,.261,.342,.362,.703
Ron R Karkovice,CWS,123,342,39,81,12,1,13,50,30,89,10,4,.237,.302,.392,.694
Ivan I Rodriguez,TEX,123,420,39,109,16,1,8,37,24,73,0,0,.260,.300,.360,.659
Danny D Tartabull R,NYY,123,421,72,112,19,0,25,85,103,115,2,2,.266,.409,.489,.898
Luis L Gonzalez,HOU,122,387,40,94,19,3,10,55,24,52,7,7,.243,.289,.385,.674
Thomas T Howard L,CLE,122,361,37,100,15,2,2,32,17,60,15,8,.277,.308,.346,.654
Mark M Lewis S,CLE,122,413,44,109,21,0,5,30,25,69,4,5,.264,.308,.351,.659
Spike S Owen,MON,122,386,52,104,16,3,7,40,50,30,9,4,.269,.348,.381,.729
Todd T Benzinger,LA,121,293,24,70,16,2,4,31,15,54,2,4,.239,.272,.348,.620
Matt M Nokes,NYY,121,384,42,86,9,1,22,59,37,62,0,1,.224,.293,.424,.718
Randy R Velarde S,NYY,121,412,57,112,24,1,7,46,38,78,7,2,.272,.333,.386,.718
Kelly K Gruber,TOR,120,446,42,102,16,3,11,43,26,72,7,7,.229,.275,.352,.627
Brook B Jacoby,CLE,120,291,30,76,7,0,4,36,28,54,0,3,.261,.324,.326,.650
Otis O Nixon C,ATL,120,456,79,134,14,2,2,22,39,54,41,18,.294,.348,.346,.695
Jose J Canseco R,TEX,119,439,74,107,15,0,26,87,63,128,6,7,.244,.344,.456,.799
Billy B Hatcher L,BOS,118,409,47,102,19,2,3,33,22,52,4,8,.249,.290,.328,.618
Rickey R Henderson L,OAK,117,396,77,112,18,3,15,46,95,56,48,11,.283,.426,.457,.883
Scott S Livingstone,DET,117,354,43,100,21,0,4,46,21,36,1,3,.282,.319,.376,.695
Joe J Orsulak R,BAL,117,391,45,113,18,3,4,39,28,34,5,4,.289,.342,.381,.723
Bill B Pecota,NYM,117,269,28,61,13,0,2,26,25,40,9,3,.227,.293,.297,.590
Mike M Scioscia,LA,117,348,19,77,6,3,3,24,32,31,3,2,.221,.286,.282,.568
Al A Newman,TEX,116,246,25,54,5,0,0,12,34,26,9,6,.220,.317,.240,.557
Reggie R Sanders C,CIN,116,385,62,104,26,6,12,36,48,98,16,7,.270,.356,.462,.818
Andy A Stankiewicz S,NYY,116,400,52,107,22,2,2,25,38,42,9,5,.268,.338,.348,.685
Moises M Alou L,MON,115,341,53,96,28,2,9,56,25,46,16,2,.282,.328,.455,.782
Gene G Larkin,MIN,115,337,38,83,18,1,6,42,28,43,7,2,.246,.308,.359,.667
Hal H Morris,CIN,115,395,41,107,21,3,6,53,45,53,6,6,.271,.347,.385,.732
David D Segui,BAL,115,189,21,44,9,0,1,17,20,23,1,0,.233,.306,.296,.602
Kurt K Stillwell,SD,114,379,35,86,15,3,2,24,26,58,4,1,.227,.274,.298,.572
Jim J Eisenreich R,KC,113,353,31,95,13,3,2,28,24,36,11,6,.269,.313,.340,.653
Dan D Gladden L,DET,113,417,57,106,20,1,7,42,30,64,4,2,.254,.304,.357,.661
Pete P Incaviglia L,HOU,113,349,31,93,22,1,11,44,25,99,2,2,.266,.319,.430,.749
Mo M Vaughn,BOS,113,355,42,83,16,2,13,57,47,67,3,3,.234,.326,.400,.726
Dante D Bichette R,MIL,112,387,37,111,27,2,5,41,16,74,18,7,.287,.318,.406,.724
Cecil C Espy R,PIT,112,194,21,50,7,3,1,20,15,40,6,3,.258,.310,.340,.650
Kent K Hrbek,MIN,112,394,52,96,20,0,15,58,71,56,5,2,.244,.357,.409,.766
Bret B Barberie,MON,111,285,26,66,11,0,1,24,47,62,9,5,.232,.354,.281,.634
Jerry J Browne,OAK,111,324,43,93,12,2,3,40,40,40,3,3,.287,.366,.364,.730
Chris C James L,SF,111,248,25,60,10,4,5,32,14,45,2,3,.242,.285,.375,.660
Billy B Ripken,BAL,111,330,35,76,15,0,4,36,18,26,2,3,.230,.275,.312,.587
Curtis C Wilkerson S,KC,111,296,27,74,10,1,2,29,18,47,18,7,.250,.292,.311,.602
Rob R Deer,DET,110,393,66,97,20,1,32,64,51,131,4,2,.247,.337,.547,.884
Kirt K Manwaring,SF,109,349,24,85,10,5,4,26,29,42,2,1,.244,.311,.335,.646
Kevin K Mc Reynolds L,KC,109,373,45,92,25,0,13,49,67,48,7,1,.247,.357,.418,.776
Dwight D Smith,CHC,109,217,28,60,10,3,3,24,13,40,9,8,.276,.318,.392,.709
Milt M Thompson,STL,109,208,31,61,9,1,4,17,16,39,18,6,.293,.350,.404,.753
Henry H Cotto L,SEA,108,294,42,76,11,1,5,27,14,49,23,2,.259,.294,.354,.647
Phil P Plantier R,BOS,108,349,46,86,19,0,7,30,44,83,2,3,.246,.332,.361,.694
Brian B Downing D,TEX,107,320,53,89,18,0,10,39,62,58,1,0,.278,.407,.428,.835
Glenn G Davis D,BAL,106,398,46,110,15,2,13,48,37,65,1,0,.276,.338,.422,.760
Pat P Kelly,NYY,106,318,38,72,22,2,7,27,25,72,8,5,.226,.301,.374,.675
Keith K Miller,KC,106,416,57,118,24,4,4,38,31,46,16,6,.284,.352,.389,.742
Benito B Santiago,SD,106,386,37,97,21,0,10,42,21,52,2,5,.251,.287,.383,.670
Luis L Sojo,CAL,106,368,37,100,12,3,7,43,14,24,7,11,.272,.299,.378,.677
Lee L Stevens,CAL,106,312,25,69,19,0,7,37,29,64,1,4,.221,.288,.349,.637
Alex A Cole R,PIT,105,302,44,77,4,7,0,15,28,67,16,6,.255,.318,.315,.633
John J Vander Wal L,MON,105,213,21,51,8,2,4,20,24,36,3,0,.239,.316,.352,.669
Herm H Winningham,BOS,105,234,27,55,8,1,1,14,10,53,6,5,.235,.266,.291,.557
Rene R Gonzales,CAL,104,329,47,91,17,1,7,38,41,46,7,4,.277,.363,.398,.761
Eddie E Taubensee,HOU,104,297,23,66,15,0,5,28,31,78,2,1,.222,.299,.323,.622
Gary G Varsho,PIT,103,162,22,36,6,3,4,22,10,32,5,2,.222,.266,.370,.636
Walt W Weiss S,OAK,103,316,36,67,5,2,0,21,43,39,6,3,.212,.305,.241,.546
Glenallen G Hill L,CLE,102,369,38,89,16,1,18,49,20,73,9,6,.241,.287,.436,.723
Brian R. B Hunter,ATL,102,238,34,57,13,2,14,41,21,50,1,2,.239,.292,.487,.780
Jeff J Kent,NYM,102,305,52,73,21,2,11,50,27,76,2,3,.239,.312,.430,.742
Luis L Rivera S,BOS,102,288,17,62,11,1,0,29,26,56,4,3,.215,.287,.260,.548
Damon D Berryhill,ATL,101,307,21,70,16,1,10,43,17,67,0,2,.228,.268,.384,.653
Mark M Carreon L,DET,101,336,34,78,11,1,10,41,22,57,3,1,.232,.278,.360,.638
Jim J Gantner,MIL,101,256,22,63,12,1,1,18,12,17,6,2,.246,.278,.313,.590
Mark M Mc Lemore,BAL,101,228,40,56,7,2,0,27,21,26,11,5,.246,.308,.294,.602
Tim T Teufel,SD,101,246,23,55,10,0,6,25,31,45,2,1,.224,.312,.337,.649
Randy R Bush,MIN,100,182,14,39,8,1,2,22,11,37,1,1,.214,.263,.302,.565
Howard H Johnson C,NYM,100,350,48,78,19,0,7,43,55,79,22,5,.223,.329,.337,.666
Darren D Lewis C,SF,100,320,38,74,8,1,1,18,29,46,28,8,.231,.295,.272,.567
Oscar O Azocar,SD,99,168,15,32,6,0,0,8,9,12,1,0,.190,.230,.226,.456
Dave D Magadan,NYM,99,321,33,91,9,1,3,28,56,44,1,0,.283,.390,.346,.736
Kevin K Mitchell L,SEA,99,360,48,103,24,0,9,67,35,46,0,2,.286,.351,.428,.778
Royce R Clayton S,SF,98,321,31,72,7,4,4,24,26,63,8,4,.224,.281,.308,.589
Dave D Gallagher R,NYM,98,175,20,42,11,1,1,21,19,16,4,5,.240,.307,.331,.638
Kevin K Maas D,NYY,98,286,35,71,12,0,11,35,25,63,3,1,.248,.305,.406,.710
Luis L Salazar,CHC,98,255,20,53,7,2,5,25,11,34,1,1,.208,.237,.310,.547
Shawn S Abner R,CWS,97,208,21,58,10,1,1,16,12,35,1,2,.279,.323,.351,.674
Deion D Sanders C,ATL,97,303,54,92,6,14,8,28,18,52,26,9,.304,.346,.495,.841
Chris C Hoiles,BAL,96,310,49,85,10,1,20,40,55,60,0,2,.274,.384,.506,.890
Chris C Sabo,CIN,96,344,42,84,19,3,12,43,30,54,4,5,.244,.302,.422,.723
Skeeter S Barnes,DET,95,165,27,45,8,1,3,25,10,18,3,1,.273,.318,.388,.706
Gary G Carter,MON,95,285,24,62,18,1,5,29,33,37,0,4,.218,.299,.340,.640
Mike M Fitzgerald,CAL,95,189,19,40,2,0,6,17,22,34,2,2,.212,.294,.317,.611
Andres A Galarraga,STL,95,325,38,79,14,2,10,39,11,69,5,4,.243,.282,.391,.673
Michael M La Valliere,PIT,95,293,22,75,13,1,2,29,44,21,0,3,.256,.350,.328,.678
Greg G Olson,ATL,95,302,27,72,14,2,3,27,34,31,2,1,.238,.316,.328,.643
Dickie D Thon S,TEX,95,275,30,68,15,3,4,37,20,40,12,2,.247,.293,.367,.661
Von V Hayes R,CAL,94,307,35,69,17,1,4,29,37,54,11,6,.225,.305,.326,.631
Ricky R Jordan,PHI,94,276,33,84,19,0,4,34,5,44,3,0,.304,.313,.417,.730
Geno G Petralli,TEX,94,192,11,38,12,0,1,18,20,34,0,0,.198,.274,.276,.550
Dale D Sveum S,CWS,94,249,28,49,13,0,4,28,28,68,1,1,.197,.273,.297,.570
Lance L Parrish,SEA,93,275,26,64,13,1,12,32,24,70,1,1,.233,.294,.418,.712
Dan D Pasqua R,CWS,93,265,26,56,16,1,6,33,36,57,0,1,.211,.305,.347,.652
Glenn G Braggs L,CIN,92,266,40,63,16,3,8,38,36,48,3,1,.237,.330,.410,.740
Mackey M Sasser,NYM,92,141,7,34,6,0,2,18,3,10,0,0,.241,.248,.326,.575
Franklin F Stubbs,MIL,92,288,37,66,11,1,9,42,27,68,11,8,.229,.297,.368,.665
Joe J Girardi,CHC,91,270,19,73,3,1,1,12,19,38,0,2,.270,.320,.300,.620
Willie W Randolph,NYM,90,286,29,72,11,1,2,15,40,34,1,3,.252,.352,.318,.670
Sandy S Alomar,CLE,89,299,22,75,16,0,2,26,13,32,3,3,.251,.293,.324,.618
Milt M Cuyler C,DET,89,291,39,70,11,1,3,28,10,62,8,5,.241,.275,.316,.592
Craig C Grebeck S,CWS,88,287,24,77,21,2,3,35,30,34,0,3,.268,.341,.387,.727
Gary G Thurman R,KC,88,200,25,49,6,3,0,20,9,34,9,6,.245,.281,.305,.586
Dave D Bergman,DET,87,181,17,42,3,0,1,10,20,19,1,0,.232,.305,.265,.571
Gerald G Perry,STL,87,143,13,34,8,0,1,18,15,23,3,6,.238,.311,.315,.625
Don D Slaught,PIT,87,255,26,88,17,3,4,37,17,23,2,2,.345,.384,.482,.866
Greg G Briley,SEA,86,200,18,55,10,0,5,12,4,31,9,2,.275,.290,.400,.690
Archi A Cianfrocco,MON,86,232,25,56,5,2,6,30,11,66,3,0,.241,.276,.358,.634
Junior J Ortiz,CLE,86,244,20,61,7,0,0,24,12,23,1,3,.250,.296,.279,.575
Jose J Vizcaino S,CHC,86,285,25,64,10,4,1,17,14,35,3,0,.225,.260,.298,.558
Luis L Alicea,STL,85,265,26,65,9,11,2,32,27,40,2,5,.245,.320,.385,.705
Lenny L Dykstra C,PHI,85,345,53,104,18,0,6,39,40,32,30,5,.301,.375,.406,.781
Lloyd L Mc Clendon R,PIT,84,190,26,48,8,1,3,20,28,24,1,3,.253,.350,.353,.702
Lonnie L Smith,ATL,84,158,23,39,8,2,6,33,17,37,4,0,.247,.324,.437,.761
Kal K Daniels L,CHC,83,212,21,51,11,0,6,25,22,54,0,2,.241,.315,.377,.692
Darrin D Fletcher,MON,83,222,13,54,10,2,2,26,14,28,0,2,.243,.289,.333,.623
Chito C Martinez R,BAL,83,198,26,53,10,1,5,25,31,47,0,1,.268,.366,.404,.770
