PLAYER,TEAM,W,L,ERA,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG
Matt M Lindstrom,FLA,3,3,3.14,66,0,0,0,5,6,57.1,57,21,20,1,1,26,43,1.45,.270
Duaner D Sanchez,NYM,5,1,4.32,66,0,0,0,0,1,58.1,54,28,28,6,3,23,44,1.32,.238
Tyler T Walker,SF,5,8,4.56,65,0,0,0,0,4,53.1,47,29,27,7,1,21,49,1.28,.234
Kerry K Wood,CHC,5,4,3.26,65,0,0,0,34,40,66.1,54,24,24,3,7,18,84,1.09,.219
Eddie E Guardado,MIN,4,4,4.15,64,0,0,0,4,5,56.1,50,26,26,4,0,19,33,1.22,.245
J. P. J Howell,TB,6,1,2.22,64,0,0,0,3,5,89.1,62,29,22,6,4,39,92,1.13,.194
Mike M Lincoln,CIN,2,5,4.48,64,0,0,0,0,1,70.1,66,37,35,10,3,24,57,1.28,.250
Hideki H Okajima,BOS,3,2,2.61,64,0,0,0,1,9,62.0,49,18,18,6,1,23,60,1.16,.212
Mariano M Rivera,NYY,6,5,1.40,64,0,0,0,39,40,70.2,41,11,11,4,2,6,77,0.67,.165
Scot S Shields,LAA,6,4,2.70,64,0,0,0,4,9,63.1,56,29,19,6,2,29,64,1.34,.236
Bill B Bray,CIN,2,2,2.87,63,0,0,0,0,4,47.0,50,19,15,4,1,24,54,1.57,.269
Taylor T Buchholz,COL,6,6,2.17,63,0,0,0,1,3,66.1,45,23,16,5,2,18,56,0.95,.188
Joakim J Soria,KC,2,3,1.60,63,0,0,0,42,45,67.1,39,13,12,5,6,19,66,0.86,.169
Huston H Street,OAK,7,5,3.73,63,0,0,0,18,25,70.0,58,29,29,6,1,27,69,1.21,.229
Brian B Wilson,SF,3,2,4.62,63,0,0,0,41,47,62.1,62,32,32,7,3,28,67,1.44,.263
Justin J Speier,LAA,2,8,5.03,62,0,0,0,0,2,68.0,69,41,38,15,6,27,56,1.41,.261
Jesus J Colome,WSH,2,2,4.31,61,0,0,0,0,2,71.0,61,38,34,6,4,39,55,1.41,.235
Kyle K Farnsworth,DET,2,3,4.48,61,0,0,0,1,4,60.1,70,32,30,15,1,22,61,1.52,.299
Brandon B Lyon,ARI,3,5,4.70,61,0,0,0,26,31,59.1,75,34,31,7,0,13,44,1.48,.301
Arthur A Rhodes,FLA,4,1,2.04,61,0,0,0,2,3,35.1,28,9,8,0,0,16,40,1.25,.224
Jason J Grilli,COL,3,3,3.00,60,0,0,0,1,2,75.0,67,27,25,2,2,38,69,1.40,.240
B. J. B Ryan,TOR,2,4,2.95,60,0,0,0,32,36,58.0,46,21,19,4,4,28,58,1.28,.216
Bobby B Seay,DET,1,2,4.47,60,0,0,0,0,1,56.1,59,28,28,4,2,25,58,1.49,.278
Jose J Veras,NYY,5,3,3.59,60,0,0,0,0,2,57.2,52,23,23,7,3,29,63,1.40,.239
Keiichi K Yabu,SF,3,6,3.57,60,0,0,0,0,1,68.0,63,33,27,3,8,32,48,1.40,.243
Tim T Byrdak,HOU,2,1,3.90,59,0,0,0,0,0,55.1,45,24,24,10,2,29,47,1.34,.222
Joe J Nelson,FLA,3,1,2.00,59,0,0,0,1,5,54.0,42,16,12,5,2,22,60,1.19,.207
Jamie J Walker,BAL,1,3,6.87,59,0,0,0,0,4,38.0,53,31,29,12,1,11,24,1.68,.325
Sean S Burnett,PIT,1,1,4.74,58,0,0,0,0,0,57.0,57,31,30,7,2,34,43,1.60,.270
Frank F Francisco,TEX,3,5,3.13,58,0,0,0,5,11,63.1,47,24,22,7,0,26,83,1.15,.200
Matt M Herges,COL,3,4,5.04,58,0,0,0,0,5,64.1,79,40,36,5,5,24,46,1.60,.304
Guillermo G Mota,MIL,5,6,4.11,58,0,0,0,1,4,57.0,52,28,26,7,0,28,50,1.40,.245
Juan J Cruz,ARI,4,0,2.61,57,0,0,0,0,2,51.2,34,17,15,5,3,31,71,1.26,.192
La Troy L Hawkins,HOU,3,1,3.92,57,0,0,0,1,2,62.0,53,29,27,3,0,22,48,1.21,.235
Bobby B Jenks,CWS,3,1,2.63,57,0,0,0,30,34,61.2,51,18,18,3,1,17,38,1.10,.230
Masa M Kobayashi,CLE,4,5,4.53,57,0,0,0,6,9,55.2,65,30,28,8,1,14,35,1.42,.286
Mark M Lowe,SEA,1,5,5.37,57,0,0,0,1,5,63.2,78,44,38,6,4,34,55,1.76,.301
Ron R Mahay,KC,5,0,3.48,57,0,0,0,0,1,64.2,61,27,25,6,1,29,49,1.39,.252
Charlie C Manning,WSH,1,3,5.14,57,0,0,0,0,2,42.0,35,25,24,8,0,31,37,1.57,.224
Dennis D Sarfate,BAL,4,3,4.74,57,4,0,0,0,2,79.2,62,47,42,8,7,62,86,1.56,.218
George G Sherrill,BAL,3,5,4.73,57,0,0,0,31,37,53.1,47,28,28,6,1,33,58,1.50,.234
Clay C Condrey,PHI,3,4,3.26,56,0,0,0,1,1,69.0,85,26,25,6,2,19,34,1.51,.302
Geoff G Geary,HOU,2,3,2.53,55,0,0,0,0,2,64.0,45,18,18,3,2,28,45,1.14,.197
Boone B Logan,CWS,2,3,5.95,55,0,0,0,0,1,42.1,57,31,28,7,1,14,42,1.68,.317
Edwar E Ramirez,NYY,5,1,3.90,55,0,0,0,1,4,55.1,44,25,24,7,3,24,63,1.23,.215
Cory C Wade,LAD,2,1,2.27,55,0,0,0,0,1,71.1,51,22,18,7,4,15,51,0.93,.202
Mike M Adams,SD,2,3,2.48,54,0,0,0,0,2,65.1,49,18,18,7,0,19,74,1.04,.209
Jared J Burton,CIN,5,1,3.22,54,0,0,0,0,2,58.2,56,24,21,6,2,25,58,1.38,.249
Jim J Johnson,BAL,2,4,2.23,54,0,0,0,1,1,68.2,54,18,17,0,3,28,38,1.19,.219
Darren D Oliver,LAA,7,1,2.88,54,0,0,0,0,2,72.0,67,24,23,5,4,16,48,1.15,.254
Chan Ho C Park,LAD,4,4,3.40,54,5,0,0,2,5,95.1,97,43,36,12,4,36,79,1.40,.264
Chris C Sampson,HOU,6,4,4.22,54,11,0,0,0,2,117.1,118,60,55,8,3,23,61,1.20,.266
Jose J Arredondo,LAA,10,2,1.62,52,0,0,0,0,7,61.0,42,15,11,3,1,22,55,1.05,.190
Julian J Tavarez,ATL,1,5,5.10,52,0,0,0,0,0,54.2,73,42,31,5,3,28,51,1.85,.319
Grant G Balfour,TB,6,2,1.54,51,0,0,0,4,5,58.1,28,10,10,3,0,24,82,0.89,.143
Denny D Bautista,PIT,4,4,5.25,51,0,0,0,0,1,60.0,61,35,35,6,2,42,43,1.72,.277
Santiago S Casilla,OAK,2,1,3.93,51,0,0,0,2,3,50.1,60,22,22,5,3,20,43,1.59,.299
Jensen J Lewis,CLE,0,4,3.82,51,0,0,0,13,14,66.0,68,29,28,8,5,27,52,1.44,.266
Brian B Tallet,TOR,1,2,2.88,51,0,0,0,0,0,56.1,52,19,18,4,1,22,47,1.31,.243
Roy R Corcoran,SEA,6,2,3.22,50,0,0,0,3,6,72.2,65,31,26,1,2,36,39,1.39,.239
Neal N Cotts,CHC,0,2,4.29,50,0,0,0,0,2,35.2,38,18,17,7,1,13,43,1.43,.266
Eric E Gagne,MIL,4,3,5.44,50,0,0,0,10,17,46.1,46,28,28,11,2,22,38,1.47,.258
Chad C Gaudin,CHC,9,5,4.40,50,6,0,0,0,1,90.0,92,50,44,11,3,27,71,1.32,.265
Scott S Linebrink,CWS,2,2,3.69,50,0,0,0,1,4,46.1,41,20,19,8,0,9,40,1.08,.234
Troy T Percival,TB,2,1,4.53,50,0,0,0,28,32,45.2,29,26,23,9,1,27,38,1.23,.178
C. J. C Wilson,TEX,2,2,6.02,50,0,0,0,24,28,46.1,49,35,31,8,2,27,41,1.64,.268
Brian B Bass,BAL,4,4,4.84,49,4,0,0,1,2,89.1,98,55,48,12,5,31,45,1.44,.280
Craig C Breslow,MIN,0,2,1.91,49,0,0,0,1,2,47.0,34,12,10,1,0,19,39,1.13,.202
Matt M Capps,PIT,2,3,3.02,49,0,0,0,21,26,53.2,47,20,18,5,2,5,39,0.97,.234
Jason J Frasor,TOR,1,2,4.18,49,0,0,0,0,1,47.1,36,23,22,4,1,32,42,1.44,.208
Craig C Hansen,PIT,2,7,6.22,48,0,0,0,3,7,46.1,40,37,32,3,2,43,32,1.79,.227
Alex A Hinshaw,SF,2,1,3.40,48,0,0,0,0,0,39.2,31,16,15,5,3,29,47,1.51,.220
Trevor T Hoffman,SD,3,6,3.77,48,0,0,0,30,34,45.1,38,19,19,8,0,9,46,1.04,.224
Logan L Kensing,FLA,3,1,4.23,48,0,0,0,0,3,55.1,50,26,26,7,4,33,55,1.50,.234
Aquilino A Lopez,DET,4,1,3.55,48,0,0,0,0,1,78.2,86,33,31,9,2,22,61,1.37,.277
Doug D Waechter,FLA,4,2,3.69,48,0,0,0,0,1,63.1,63,29,26,7,2,21,46,1.33,.254
David D Aardsma,BOS,4,2,5.55,47,0,0,0,0,1,48.2,49,32,30,4,5,35,49,1.73,.268
Boof B Bonser,MIN,3,7,5.93,47,12,0,0,0,2,118.1,139,87,78,16,1,36,97,1.48,.285
Gary G Glover,DET,2,3,5.30,47,0,0,0,0,1,54.1,64,33,32,7,2,22,37,1.58,.290
J. J Putz,SEA,6,5,3.88,47,0,0,0,15,23,46.1,46,20,20,4,2,28,56,1.60,.256
Juan J Rincon,CLE,3,3,5.86,47,0,0,0,0,0,55.1,67,39,36,8,3,24,39,1.64,.298
Ryan R Rowland- Smith,SEA,5,3,3.42,47,12,0,0,2,3,118.1,114,49,45,13,2,48,77,1.37,.253
Mike M Timlin,BOS,4,4,5.66,47,0,0,0,1,1,49.1,60,32,31,9,1,20,32,1.62,.302
Carlos C Villanueva,MIL,4,7,4.07,47,9,0,0,1,1,108.1,112,53,49,18,3,30,93,1.31,.266
Brad B Ziegler,OAK,3,0,1.06,47,0,0,0,11,13,59.2,47,8,7,2,1,22,30,1.16,.236
Manny M Acosta,ATL,3,5,3.57,46,0,0,0,3,5,53.0,48,25,21,7,1,26,31,1.40,.247
Bryan B Corey,SD,1,3,6.80,46,0,0,0,0,2,45.0,53,34,34,8,0,12,22,1.44,.293
Justin J Miller,FLA,4,2,4.24,46,0,0,0,0,1,46.2,46,26,22,4,3,20,43,1.41,.258
Josh J Rupe,TEX,3,1,5.14,46,0,0,0,0,2,89.1,93,52,51,8,10,46,53,1.56,.284
Buddy B Carlyle,ATL,2,0,3.59,45,0,0,0,0,0,62.2,52,26,25,5,1,26,59,1.24,.228
Lance L Cormier,BAL,3,3,4.02,45,1,0,0,1,3,71.2,78,36,32,4,1,34,46,1.56,.279
Todd T Jones,DET,4,1,4.97,45,0,0,0,18,21,41.2,50,30,23,5,4,18,14,1.63,.298
Zach Z Miner,DET,8,5,4.27,45,13,0,0,0,3,118.0,118,60,56,10,6,46,62,1.39,.262
Brandon B Morrow,SEA,3,4,3.34,45,5,0,0,10,12,64.2,40,26,24,10,0,34,75,1.14,.174
Juan Carlos J Oviedo,KC,4,1,2.98,45,0,0,0,0,3,48.1,45,19,16,2,4,15,26,1.24,.249
David D Riske,MIL,1,2,5.31,45,0,0,0,2,7,42.1,47,25,25,6,0,25,27,1.70,.287
Takashi T Saito,LAD,4,4,2.49,45,0,0,0,18,22,47.0,40,14,13,1,2,16,60,1.19,.226
Doug D Slaten,ARI,0,3,4.73,45,0,0,0,0,0,32.1,33,20,17,4,4,14,20,1.45,.260
Billy B Wagner,NYM,0,1,2.30,45,0,0,0,27,34,47.0,32,17,12,4,0,10,52,0.89,.185
Michael M Wuertz,CHC,1,1,3.63,45,0,0,0,0,3,44.2,44,23,18,4,0,20,30,1.43,.267
Miguel M Batista,SEA,4,14,6.26,44,20,0,0,1,4,115.0,135,89,80,19,6,79,73,1.86,.295
Joaquin J Benoit,TEX,3,2,5.00,44,0,0,0,1,4,45.0,40,28,25,6,0,35,43,1.67,.233
Randy R Flores,STL,1,0,5.26,43,0,0,0,1,3,25.2,34,16,15,2,1,20,17,2.10,.315
Franquelis F Osoria,PIT,4,3,6.08,43,0,0,0,0,2,60.2,87,43,41,10,4,12,31,1.63,.336
Ryan R Speier,COL,2,1,4.06,43,0,0,0,0,1,51.0,52,23,23,3,4,18,33,1.37,.272
Luis L Vizcaino,COL,1,2,5.28,43,0,0,0,0,1,46.0,48,28,27,10,1,19,49,1.46,.267
Joba J Chamberlain,NYY,4,3,2.60,42,12,0,0,0,1,100.1,87,32,29,5,2,39,118,1.26,.233
Joey J Devine,OAK,6,1,0.59,42,0,0,0,1,2,45.2,23,7,3,0,0,15,49,0.83,.150
Freddy F Dolsi,DET,1,5,3.97,42,0,0,0,2,3,47.2,50,21,21,3,3,28,29,1.64,.267
Jason J Isringhausen,STL,1,5,5.70,42,0,0,0,12,19,42.2,48,28,27,5,5,22,36,1.64,.279
Hung- Chih H Kuo,LAD,5,3,2.14,42,3,0,0,1,3,80.0,60,21,19,4,3,21,96,1.01,.204
Nick N Masset,CIN,2,0,3.92,42,1,0,0,1,3,62.0,71,32,27,7,2,26,43,1.56,.297
Royce R Ring,ATL,2,1,8.46,42,0,0,0,0,0,22.1,32,25,21,2,2,10,16,1.88,.333
Rudy R Seanez,PHI,5,4,3.53,42,0,0,0,0,1,43.1,38,24,17,2,1,25,30,1.45,.239
Chris C Perez,STL,3,3,3.46,41,0,0,0,7,11,41.2,34,18,16,5,1,22,42,1.34,.227
Scott S Proctor,LAD,2,0,6.05,41,0,0,0,0,1,38.2,41,30,26,7,0,24,46,1.68,.261
Shawn S Camp,TOR,3,1,4.12,40,0,0,0,0,0,39.1,40,18,18,2,2,11,31,1.30,.263
Jason J Hammel,TB,4,4,4.60,40,5,0,0,2,2,78.1,83,45,40,11,2,35,44,1.51,.272
Joel J Peralta,KC,1,2,5.98,40,0,0,0,0,1,52.2,56,37,35,15,2,14,38,1.33,.275
Jorge J Campillo,ATL,8,7,3.91,39,25,1,0,0,0,158.2,158,74,69,18,1,38,107,1.24,.262
Jimmy J Gobble,KC,0,2,8.81,39,0,0,0,1,2,31.2,39,31,31,5,2,23,27,1.96,.293
Steven S Shell,WSH,2,2,2.16,39,0,0,0,2,3,50.0,34,14,12,5,2,20,41,1.08,.194
Scott S Eyre,PHI,5,0,4.21,38,0,0,0,0,2,25.2,23,12,12,2,2,7,32,1.17,.242
Fernando F Rodney,DET,0,6,4.91,38,0,0,0,13,19,40.1,34,22,22,3,3,30,49,1.59,.224
Gary G Majewski,CIN,1,0,6.53,37,0,0,0,0,1,40.0,61,31,29,6,3,15,27,1.90,.363
Seth S Mc Clung,MIL,6,6,4.02,37,12,0,0,0,0,105.1,93,47,47,10,7,55,87,1.41,.243
Jerry J Blevins,OAK,1,3,3.11,36,0,0,0,0,1,37.2,32,14,13,2,3,13,35,1.19,.230
Michael M Gonzalez,ATL,0,3,4.28,36,0,0,0,14,16,33.2,26,21,16,6,1,14,44,1.19,.210
Mark M Hendrickson,FLA,7,8,5.45,36,19,0,0,0,0,133.2,148,87,81,17,5,48,81,1.47,.283
Justin J Masterson,BOS,6,5,3.16,36,9,0,0,0,1,88.1,68,31,31,10,8,40,68,1.22,.216
Chad C Billingsley,LAD,16,10,3.14,35,32,1,1,0,0,200.2,188,76,70,14,8,80,201,1.34,.248
A. J. A Burnett,TOR,18,10,4.07,35,34,1,0,0,0,221.1,211,109,100,19,9,86,231,1.34,.249
Justin J Hampson,SD,2,1,2.93,35,0,0,0,0,0,30.2,31,11,10,1,0,10,19,1.34,.279
Glendon G Rusch,COL,5,5,5.16,35,9,0,0,0,1,83.2,94,50,48,10,0,25,55,1.42,.283
C Sabathia,MIL,17,10,2.70,35,35,10,5,0,0,253.0,223,85,76,19,7,59,251,1.11,.237
Oscar O Villarreal,HOU,1,3,5.02,35,0,0,0,0,1,37.2,42,25,21,12,2,17,21,1.57,.286
Bronson B Arroyo,CIN,15,11,4.77,34,34,1,0,0,0,200.0,219,116,106,29,6,68,163,1.44,.281
Mark M Buehrle,CWS,15,12,3.79,34,34,1,0,0,0,218.2,240,106,92,22,5,52,140,1.34,.281
Matt M Cain,SF,8,14,3.76,34,34,1,1,0,0,217.2,206,95,91,19,7,91,186,1.36,.251
Tom T Gordon,PHI,5,4,5.16,34,0,0,0,2,3,29.2,31,19,17,3,0,17,26,1.62,.256
Roy R Halladay,TOR,20,11,2.78,34,33,9,2,0,0,246.0,220,88,76,18,12,39,206,1.05,.237
Ubaldo U Jiménez Jimenez,COL,12,12,3.99,34,34,1,0,0,0,198.2,182,97,88,11,10,103,172,1.43,.245
Ted T Lilly,CHC,17,9,4.09,34,34,0,0,0,0,204.2,187,96,93,32,7,64,184,1.23,.239
Tim T Lincecum,SF,18,5,2.62,34,33,2,1,0,0,227.0,182,72,66,11,6,84,265,1.17,.221
Derek D Lowe,LAD,14,11,3.24,34,34,1,0,0,0,211.0,194,84,76,14,1,45,147,1.13,.246
Sean S Marshall,CHC,3,5,3.86,34,7,0,0,1,2,65.1,60,28,28,9,4,23,58,1.27,.245
Gil G Meche,KC,14,11,3.98,34,34,0,0,0,0,210.1,204,98,93,19,0,73,183,1.32,.255
Mike M Mussina,NYY,20,9,3.37,34,34,0,0,0,0,200.1,214,85,75,17,8,31,150,1.22,.278
Ricky R Nolasco,FLA,15,8,3.52,34,32,1,1,0,0,212.1,192,88,83,28,6,42,186,1.10,.239
Oliver O Pérez Perez,NYM,10,7,4.22,34,34,0,0,0,0,194.0,167,100,91,24,11,105,180,1.40,.234
Johan J Santana,NYM,16,7,2.53,34,34,3,2,0,0,234.1,206,74,66,23,4,63,206,1.15,.232
Brandon B Webb,ARI,22,7,3.30,34,34,3,1,0,0,226.2,206,95,83,13,12,65,183,1.20,.242
Nick N Blackburn,MIN,11,11,4.05,33,33,0,0,0,0,193.1,224,102,87,23,7,39,96,1.36,.292
Joe J Blanton,PHI,9,12,4.69,33,33,0,0,0,0,197.2,211,110,103,22,4,66,111,1.40,.271
John J Danks,CWS,12,9,3.32,33,33,0,0,0,0,195.0,182,74,72,15,4,57,159,1.23,.246
Ryan R Dempster,CHC,17,6,2.96,33,33,1,0,0,0,206.2,174,75,68,14,7,76,187,1.21,.227
Gavin G Floyd,CWS,17,8,3.84,33,33,1,0,0,0,206.1,190,107,88,30,9,70,145,1.26,.241
Cole C Hamels,PHI,14,10,3.09,33,33,2,2,0,0,227.1,193,89,78,28,1,53,196,1.08,.227
Dan D Haren,ARI,16,8,3.33,33,33,1,1,0,0,216.0,204,86,80,19,6,40,206,1.13,.247
Jon J Lester,BOS,16,6,3.21,33,33,2,2,0,0,210.1,202,78,75,14,10,66,152,1.27,.256
Kyle K Lohse,STL,15,6,3.78,33,33,0,0,0,0,200.0,211,88,84,18,3,49,119,1.30,.272
Braden B Looper,STL,12,14,4.16,33,33,1,1,0,0,199.0,216,101,92,25,11,45,108,1.31,.279
Greg G Maddux,LAD,8,13,4.22,33,33,0,0,0,0,194.0,204,105,91,21,6,30,98,1.21,.272
Jamie J Moyer,PHI,16,7,3.71,33,33,0,0,0,0,196.1,199,85,81,20,11,62,123,1.33,.262
Edward E Mujica,CLE,3,2,6.75,33,0,0,0,0,2,38.2,46,29,29,5,1,10,27,1.45,.301
Scott S Olsen,FLA,8,11,4.20,33,33,0,0,0,0,201.2,195,106,94,30,3,69,113,1.31,.253
Andy A Pettitte,NYY,14,14,4.54,33,33,0,0,0,0,204.0,233,112,103,19,7,55,158,1.41,.290
Tim T Redding,WSH,10,11,4.95,33,33,1,0,0,0,182.0,195,110,100,27,7,65,120,1.43,.275
Billy B Sadler,SF,0,1,4.06,33,0,0,0,0,0,44.1,34,21,20,6,8,27,42,1.38,.215
James J Shields,TB,14,8,3.56,33,33,3,2,0,0,215.0,208,94,85,24,12,40,160,1.15,.254
Javier J Vazquez,CWS,12,16,4.67,33,33,1,0,0,0,208.1,214,113,108,25,6,61,200,1.32,.263
Justin J Verlander,DET,11,17,4.84,33,33,1,0,0,0,201.0,195,119,108,18,14,87,163,1.40,.254
Edinson E Vólquez Volquez,CIN,17,6,3.21,33,32,0,0,0,0,196.0,167,82,70,14,14,93,206,1.33,.232
Randy R Wolf,HOU,12,12,4.30,33,33,1,1,0,0,190.1,191,100,91,21,12,71,162,1.38,.263
