date,homeTeam,visitingTeam,scoreDifference,gamesPlayedInSeason
20120830,Kansas City Royals,Detroit Tigers,1,130,130
20120830,Minnesota Twins,Seattle Mariners,-1,131,132
20120830,Chicago Cubs,Milwaukee Brewers,1,130,130
20120830,Houston Astros,San Francisco Giants,-4,131,131
20120830,Los Angeles Dodgers,Arizona Diamondbacks,-2,132,132
20120830,Philadelphia Phillies,New York Mets,1,131,131
20120830,Washington Nationals,St. Louis Cardinals,7,130,131
20120831,Cleveland Indians,Texas Rangers,-2,132,131
20120831,Detroit Tigers,Chicago White Sox,3,131,131
20120831,New York Yankees,Baltimore Orioles,-5,131,131
20120831,Oakland Athletics,Boston Red Sox,18,131,133
20120831,Atlanta Braves,Philadelphia Phillies,-3,132,132
20120831,Chicago Cubs,San Francisco Giants,2,131,132
20120831,Colorado Rockies,San Diego Padres,-1,130,133
20120831,Houston Astros,Cincinnati Reds,-6,132,133
20120831,Los Angeles Dodgers,Arizona Diamondbacks,-1,133,133
20120831,Miami Marlins,New York Mets,-3,132,132
20120831,Milwaukee Brewers,Pittsburgh Pirates,6,131,131
20120831,Washington Nationals,St. Louis Cardinals,10,131,132
20120901,Cleveland Indians,Texas Rangers,1,133,132
20120901,Detroit Tigers,Chicago White Sox,4,132,132
20120901,Kansas City Royals,Minnesota Twins,-2,131,132
20120901,Kansas City Royals,Minnesota Twins,-1,132,133
20120901,New York Yankees,Baltimore Orioles,1,132,132
20120901,Oakland Athletics,Boston Red Sox,6,132,134
20120901,Atlanta Braves,Philadelphia Phillies,-4,133,133
20120901,Chicago Cubs,San Francisco Giants,-3,132,133
20120901,Colorado Rockies,San Diego Padres,8,131,134
20120901,Houston Astros,Cincinnati Reds,1,133,134
20120901,Los Angeles Dodgers,Arizona Diamondbacks,1,134,134
20120901,Miami Marlins,New York Mets,-2,133,133
20120901,Milwaukee Brewers,Pittsburgh Pirates,1,132,132
20120901,Washington Nationals,St. Louis Cardinals,-1,132,133
20120902,Cleveland Indians,Texas Rangers,-5,134,133
20120902,Detroit Tigers,Chicago White Sox,2,133,133
20120902,Kansas City Royals,Minnesota Twins,2,133,134
20120902,New York Yankees,Baltimore Orioles,-5,133,133
20120902,Oakland Athletics,Boston Red Sox,4,133,135
20120902,Atlanta Braves,Philadelphia Phillies,1,134,134
20120902,Chicago Cubs,San Francisco Giants,-2,133,134
20120902,Colorado Rockies,San Diego Padres,1,132,135
20120902,Houston Astros,Cincinnati Reds,-2,134,135
20120902,Los Angeles Dodgers,Arizona Diamondbacks,1,135,135
20120902,Miami Marlins,New York Mets,-4,134,134
20120902,Milwaukee Brewers,Pittsburgh Pirates,4,133,133
20120902,Washington Nationals,St. Louis Cardinals,1,133,134
20120903,Chicago White Sox,Minnesota Twins,2,134,135
20120903,Detroit Tigers,Cleveland Indians,-1,134,135
20120903,Kansas City Royals,Texas Rangers,-4,134,134
20120903,Seattle Mariners,Boston Red Sox,3,136,136
20120903,Toronto Blue Jays,Baltimore Orioles,-4,134,134
20120903,Atlanta Braves,Colorado Rockies,5,135,133
20120903,Cincinnati Reds,Philadelphia Phillies,-2,136,135
20120903,Los Angeles Dodgers,San Diego Padres,1,136,136
20120903,Miami Marlins,Milwaukee Brewers,4,135,134
20120903,Pittsburgh Pirates,Houston Astros,-4,134,135
20120903,San Francisco Giants,Arizona Diamondbacks,1,135,136
20120903,St. Louis Cardinals,New York Mets,1,135,135
20120903,Washington Nationals,Chicago Cubs,1,134,134
20120904,Chicago White Sox,Minnesota Twins,-9,135,136
20120904,Detroit Tigers,Cleveland Indians,-1,135,136
20120904,Kansas City Royals,Texas Rangers,3,135,135
20120904,Seattle Mariners,Boston Red Sox,-1,137,137
20120904,Toronto Blue Jays,Baltimore Orioles,-12,135,135
20120904,Atlanta Braves,Colorado Rockies,-6,136,134
20120904,Cincinnati Reds,Philadelphia Phillies,1,137,136
20120904,Los Angeles Dodgers,San Diego Padres,-3,137,137
20120904,Miami Marlins,Milwaukee Brewers,-4,136,135
20120904,Pittsburgh Pirates,Houston Astros,4,135,136
20120904,San Francisco Giants,Arizona Diamondbacks,-2,136,137
20120904,St. Louis Cardinals,New York Mets,4,136,136
20120904,Washington Nationals,Chicago Cubs,6,135,135
20120905,Chicago White Sox,Minnesota Twins,4,136,137
20120905,Detroit Tigers,Cleveland Indians,6,136,137
20120905,Kansas City Royals,Texas Rangers,-1,136,136
20120905,Seattle Mariners,Boston Red Sox,1,138,138
20120905,Toronto Blue Jays,Baltimore Orioles,2,136,136
20120905,Atlanta Braves,Colorado Rockies,1,137,135
20120905,Cincinnati Reds,Philadelphia Phillies,-4,138,137
20120905,Los Angeles Dodgers,San Diego Padres,-1,138,138
20120905,Miami Marlins,Milwaukee Brewers,-3,137,136
20120905,Pittsburgh Pirates,Houston Astros,3,136,137
20120905,San Francisco Giants,Arizona Diamondbacks,-4,137,138
20120905,St. Louis Cardinals,New York Mets,-4,137,137
20120905,Washington Nationals,Chicago Cubs,8,136,136
20120906,Baltimore Orioles,New York Yankees,4,137,137
20120906,Kansas City Royals,Texas Rangers,-1,137,137
20120906,Atlanta Braves,Colorado Rockies,1,138,136
20120906,Miami Marlins,Milwaukee Brewers,4,138,137
20120906,Washington Nationals,Chicago Cubs,7,137,137
20120907,Baltimore Orioles,New York Yankees,-3,138,138
20120907,Boston Red Sox,Toronto Blue Jays,-2,139,137
20120907,Chicago White Sox,Kansas City Royals,-2,137,138
20120907,Minnesota Twins,Cleveland Indians,-1,138,138
20120907,Seattle Mariners,Oakland Athletics,-5,139,137
20120907,Cincinnati Reds,Houston Astros,-2,139,138
20120907,New York Mets,Atlanta Braves,-3,138,139
20120907,Philadelphia Phillies,Colorado Rockies,1,138,137
20120907,Pittsburgh Pirates,Chicago Cubs,-10,137,138
20120907,San Diego Padres,Arizona Diamondbacks,1,139,139
20120907,San Francisco Giants,Los Angeles Dodgers,3,138,139
20120907,St. Louis Cardinals,Milwaukee Brewers,-1,138,138
20120907,Washington Nationals,Miami Marlins,-2,138,139
20120908,Baltimore Orioles,New York Yankees,1,139,139
20120908,Boston Red Sox,Toronto Blue Jays,-7,140,138
20120908,Chicago White Sox,Kansas City Royals,1,138,139
20120908,Minnesota Twins,Cleveland Indians,3,139,139
20120908,Seattle Mariners,Oakland Athletics,-5,140,138
20120908,Cincinnati Reds,Houston Astros,4,140,139
20120908,New York Mets,Atlanta Braves,-8,139,140
20120908,Pittsburgh Pirates,Chicago Cubs,-1,138,139
20120908,San Diego Padres,Arizona Diamondbacks,-3,140,140
20120908,San Francisco Giants,Los Angeles Dodgers,-1,139,140
20120908,St. Louis Cardinals,Milwaukee Brewers,-3,139,139
20120908,Washington Nationals,Miami Marlins,1,139,140
20120909,Baltimore Orioles,New York Yankees,-10,140,140
20120909,Boston Red Sox,Toronto Blue Jays,-1,141,139
20120909,Chicago White Sox,Kansas City Royals,-1,139,140
20120909,Minnesota Twins,Cleveland Indians,1,140,140
20120909,Seattle Mariners,Oakland Athletics,-2,141,139
20120909,Cincinnati Reds,Houston Astros,-4,141,140
20120909,New York Mets,Atlanta Braves,-1,140,141
20120909,Philadelphia Phillies,Colorado Rockies,1,139,138
20120909,Philadelphia Phillies,Colorado Rockies,3,140,139
20120909,Pittsburgh Pirates,Chicago Cubs,-2,139,140
20120909,San Diego Padres,Arizona Diamondbacks,6,141,141
20120909,San Francisco Giants,Los Angeles Dodgers,4,140,141
20120909,St. Louis Cardinals,Milwaukee Brewers,1,140,140
20120909,Washington Nationals,Miami Marlins,-8,140,141
20120910,Chicago White Sox,Detroit Tigers,5,140,140
20120910,Minnesota Twins,Cleveland Indians,5,141,141
20120910,Cincinnati Reds,Pittsburgh Pirates,1,142,140
20120910,Colorado Rockies,San Francisco Giants,1,140,141
20120910,Houston Astros,Chicago Cubs,-3,141,141
20120910,Milwaukee Brewers,Atlanta Braves,3,141,142
20120910,New York Mets,Washington Nationals,-4,141,141
20120910,Philadelphia Phillies,Miami Marlins,2,141,142
20120910,San Diego Padres,St. Louis Cardinals,8,142,141
20120911,Boston Red Sox,New York Yankees,1,142,141
20120911,Chicago White Sox,Detroit Tigers,-2,141,141
20120911,Minnesota Twins,Kansas City Royals,-8,142,141
20120911,Texas Rangers,Cleveland Indians,2,141,142
20120911,Toronto Blue Jays,Seattle Mariners,-1,140,142
20120911,Arizona Diamondbacks,Los Angeles Dodgers,1,142,142
20120911,Cincinnati Reds,Pittsburgh Pirates,2,143,141
20120911,Colorado Rockies,San Francisco Giants,-1,141,142
20120911,Houston Astros,Chicago Cubs,1,142,142
20120911,Milwaukee Brewers,Atlanta Braves,5,142,143
20120911,New York Mets,Washington Nationals,-2,142,142
20120911,Philadelphia Phillies,Miami Marlins,2,142,143
20120911,San Diego Padres,St. Louis Cardinals,2,143,142
20120912,Boston Red Sox,New York Yankees,-1,143,142
20120912,Chicago White Sox,Detroit Tigers,-2,142,142
20120912,Minnesota Twins,Kansas City Royals,-5,143,142
20120912,Texas Rangers,Cleveland Indians,3,142,143
20120912,Toronto Blue Jays,Seattle Mariners,-1,141,143
20120912,Arizona Diamondbacks,Los Angeles Dodgers,1,143,143
20120912,Cincinnati Reds,Pittsburgh Pirates,1,144,142
20120912,Colorado Rockies,San Francisco Giants,-5,142,143
20120912,Houston Astros,Chicago Cubs,-4,143,143
20120912,Milwaukee Brewers,Atlanta Braves,6,143,144
20120912,New York Mets,Washington Nationals,-2,143,143
20120912,Philadelphia Phillies,Miami Marlins,2,143,144
20120912,San Diego Padres,St. Louis Cardinals,1,144,143
20120913,Boston Red Sox,New York Yankees,-2,144,143
20120913,Minnesota Twins,Kansas City Royals,1,144,143
20120913,Texas Rangers,Cleveland Indians,-1,143,144
20120913,Toronto Blue Jays,Seattle Mariners,5,142,144
20120913,Houston Astros,Philadelphia Phillies,2,144,144
20120913,Los Angeles Dodgers,St. Louis Cardinals,-1,144,144
20120914,Cleveland Indians,Detroit Tigers,-4,145,143
20120914,Minnesota Twins,Chicago White Sox,-6,145,143
20120914,Oakland Athletics,Baltimore Orioles,1,144,144
20120914,Texas Rangers,Seattle Mariners,6,144,145
20120914,Toronto Blue Jays,Boston Red Sox,-3,143,145
20120914,Arizona Diamondbacks,San Francisco Giants,-4,144,144
20120914,Atlanta Braves,Washington Nationals,1,145,144
20120914,Chicago Cubs,Pittsburgh Pirates,3,144,143
20120914,Houston Astros,Philadelphia Phillies,-6,145,145
20120914,Los Angeles Dodgers,St. Louis Cardinals,3,145,145
20120914,Miami Marlins,Cincinnati Reds,4,145,145
20120914,Milwaukee Brewers,New York Mets,-4,144,144
20120914,San Diego Padres,Colorado Rockies,-3,145,143
20120915,Cleveland Indians,Detroit Tigers,-2,146,144
20120915,Minnesota Twins,Chicago White Sox,-2,146,144
20120915,Oakland Athletics,Baltimore Orioles,3,145,145
20120915,Texas Rangers,Seattle Mariners,-2,145,146
20120915,Toronto Blue Jays,Boston Red Sox,-1,144,146
20120915,Arizona Diamondbacks,San Francisco Giants,-1,145,145
20120915,Atlanta Braves,Washington Nationals,1,146,145
20120915,Chicago Cubs,Pittsburgh Pirates,-1,145,144
20120915,Houston Astros,Philadelphia Phillies,5,146,146
20120915,Los Angeles Dodgers,St. Louis Cardinals,1,146,146
20120915,Miami Marlins,Cincinnati Reds,2,146,146
20120915,Milwaukee Brewers,New York Mets,3,145,145
20120915,San Diego Padres,Colorado Rockies,1,146,144
20120916,Cleveland Indians,Detroit Tigers,1,147,145
20120916,Minnesota Twins,Chicago White Sox,-7,147,145
20120916,Oakland Athletics,Baltimore Orioles,-4,146,146
20120916,Texas Rangers,Seattle Mariners,1,146,147
20120916,Toronto Blue Jays,Boston Red Sox,5,145,147
20120916,Arizona Diamondbacks,San Francisco Giants,8,146,146
20120916,Atlanta Braves,Washington Nationals,4,147,146
20120916,Chicago Cubs,Pittsburgh Pirates,4,146,145
20120916,Houston Astros,Philadelphia Phillies,1,147,147
20120916,Los Angeles Dodgers,St. Louis Cardinals,-3,147,147
20120916,Miami Marlins,Cincinnati Reds,-1,147,147
20120916,Milwaukee Brewers,New York Mets,3,146,146
20120916,San Diego Padres,Colorado Rockies,1,147,145
20120917,Chicago White Sox,Detroit Tigers,1,146,146
20120917,Seattle Mariners,Baltimore Orioles,-6,148,147
20120917,Chicago Cubs,Pittsburgh Pirates,-3,147,146
20120917,Miami Marlins,Atlanta Braves,-2,148,148
20120917,New York Mets,Philadelphia Phillies,-2,147,148
20120917,San Francisco Giants,Colorado Rockies,1,147,146
20120918,Cleveland Indians,Minnesota Twins,-1,148,148
20120918,Detroit Tigers,Oakland Athletics,10,147,147
20120918,Kansas City Royals,Chicago White Sox,-1,147,147
20120918,Seattle Mariners,Baltimore Orioles,-2,149,148
20120918,Arizona Diamondbacks,San Diego Padres,1,147,148
20120918,Chicago Cubs,Cincinnati Reds,-2,148,148
20120918,Miami Marlins,Atlanta Braves,1,149,149
20120918,Pittsburgh Pirates,Milwaukee Brewers,-6,147,147
20120918,San Francisco Giants,Colorado Rockies,3,148,147
20120918,St. Louis Cardinals,Houston Astros,3,148,148
20120919,Cleveland Indians,Minnesota Twins,-2,149,149
20120919,Detroit Tigers,Oakland Athletics,4,148,148
20120919,Kansas City Royals,Chicago White Sox,3,148,148
20120919,New York Yankees,Toronto Blue Jays,2,147,146
20120919,New York Yankees,Toronto Blue Jays,1,148,147
20120919,Seattle Mariners,Baltimore Orioles,-2,150,149
20120919,Arizona Diamondbacks,San Diego Padres,4,148,149
20120919,Chicago Cubs,Cincinnati Reds,-1,149,149
20120919,Miami Marlins,Atlanta Braves,-3,150,150
20120919,New York Mets,Philadelphia Phillies,-1,148,149
20120919,Pittsburgh Pirates,Milwaukee Brewers,-2,148,148
20120919,San Francisco Giants,Colorado Rockies,6,149,148
20120919,St. Louis Cardinals,Houston Astros,5,149,149
20120919,Washington Nationals,Los Angeles Dodgers,2,147,148
20120919,Washington Nationals,Los Angeles Dodgers,-1,148,149
20120920,Cleveland Indians,Minnesota Twins,1,150,150
20120920,Detroit Tigers,Oakland Athletics,-8,149,149
20120920,Kansas City Royals,Chicago White Sox,1,149,149
20120920,New York Yankees,Toronto Blue Jays,3,149,148
20120920,Arizona Diamondbacks,San Diego Padres,-1,149,150
20120920,Chicago Cubs,Cincinnati Reds,-2,150,150
20120920,New York Mets,Philadelphia Phillies,-15,149,150
20120920,Pittsburgh Pirates,Milwaukee Brewers,-2,149,149
20120920,San Francisco Giants,Colorado Rockies,7,150,149
20120920,St. Louis Cardinals,Houston Astros,1,150,150
20120920,Washington Nationals,Los Angeles Dodgers,3,149,150
20120921,Boston Red Sox,Baltimore Orioles,-2,152,150
20120921,Kansas City Royals,Cleveland Indians,3,150,151
20120921,New York Yankees,Oakland Athletics,1,150,150
20120921,Seattle Mariners,Texas Rangers,3,151,150
20120921,Chicago Cubs,St. Louis Cardinals,1,151,151
20120921,Cincinnati Reds,Los Angeles Dodgers,-2,151,151
20120921,Colorado Rockies,Arizona Diamondbacks,-10,150,150
20120921,Houston Astros,Pittsburgh Pirates,6,151,150
20120921,New York Mets,Miami Marlins,4,150,151
20120921,Philadelphia Phillies,Atlanta Braves,4,151,151
20120921,San Francisco Giants,San Diego Padres,4,151,151
20120921,Washington Nationals,Milwaukee Brewers,-2,150,150
20120922,Boston Red Sox,Baltimore Orioles,-3,153,151
20120922,Detroit Tigers,Minnesota Twins,8,150,151
20120922,Kansas City Royals,Cleveland Indians,2,151,152
20120922,New York Yankees,Oakland Athletics,1,151,151
20120922,Seattle Mariners,Texas Rangers,1,152,151
20120922,Chicago Cubs,St. Louis Cardinals,-1,152,152
20120922,Cincinnati Reds,Los Angeles Dodgers,6,152,152
20120922,Colorado Rockies,Arizona Diamondbacks,-1,151,151
20120922,Houston Astros,Pittsburgh Pirates,3,152,151
20120922,New York Mets,Miami Marlins,1,151,152
20120922,Philadelphia Phillies,Atlanta Braves,-6,152,152
20120922,San Francisco Giants,San Diego Padres,4,152,152
20120922,Washington Nationals,Milwaukee Brewers,6,151,151
20120923,Boston Red Sox,Baltimore Orioles,1,154,152
20120923,Detroit Tigers,Minnesota Twins,-6,151,152
20120923,Detroit Tigers,Minnesota Twins,-1,152,153
20120923,Kansas City Royals,Cleveland Indians,-11,152,153
20120923,New York Yankees,Oakland Athletics,-1,152,152
20120923,Seattle Mariners,Texas Rangers,-1,153,152
20120923,Chicago Cubs,St. Louis Cardinals,-3,153,153
20120923,Cincinnati Reds,Los Angeles Dodgers,-2,153,153
20120923,Colorado Rockies,Arizona Diamondbacks,-3,152,152
20120923,Houston Astros,Pittsburgh Pirates,-7,153,152
20120923,New York Mets,Miami Marlins,1,152,153
20120923,Philadelphia Phillies,Atlanta Braves,-1,153,153
20120923,San Francisco Giants,San Diego Padres,-2,153,153
20120923,Washington Nationals,Milwaukee Brewers,-4,152,152
20120924,Baltimore Orioles,Toronto Blue Jays,3,153,152
20120924,Baltimore Orioles,Toronto Blue Jays,-4,154,153
20120924,Chicago White Sox,Cleveland Indians,1,153,154
20120924,Detroit Tigers,Kansas City Royals,4,153,153
20120924,Minnesota Twins,New York Yankees,-3,154,153
20120924,Texas Rangers,Oakland Athletics,1,153,153
20120924,Colorado Rockies,Arizona Diamondbacks,2,153,153
20120924,Houston Astros,St. Louis Cardinals,-5,154,154
20120924,New York Mets,Pittsburgh Pirates,4,153,153
20120924,Washington Nationals,Milwaukee Brewers,10,153,153
20120925,Baltimore Orioles,Toronto Blue Jays,-4,155,154
20120925,Chicago White Sox,Cleveland Indians,-1,154,155
20120925,Detroit Tigers,Kansas City Royals,2,154,154
20120925,Minnesota Twins,New York Yankees,1,155,154
20120925,Texas Rangers,Oakland Athletics,-1,154,154
20120925,Atlanta Braves,Miami Marlins,1,154,154
20120925,Cincinnati Reds,Milwaukee Brewers,2,154,154
20120925,Colorado Rockies,Chicago Cubs,5,154,154
20120925,Houston Astros,St. Louis Cardinals,-4,155,155
20120925,New York Mets,Pittsburgh Pirates,-4,154,154
20120925,Philadelphia Phillies,Washington Nationals,3,154,154
20120925,San Diego Padres,Los Angeles Dodgers,1,154,154
20120925,San Francisco Giants,Arizona Diamondbacks,-5,154,154
20120926,Baltimore Orioles,Toronto Blue Jays,10,156,155
20120926,Chicago White Sox,Cleveland Indians,-2,155,156
20120926,Detroit Tigers,Kansas City Royals,1,155,155
20120926,Minnesota Twins,New York Yankees,-6,156,155
20120926,Texas Rangers,Oakland Athletics,-6,155,155
20120926,Atlanta Braves,Miami Marlins,3,155,155
20120926,Cincinnati Reds,Milwaukee Brewers,-7,155,155
20120926,Colorado Rockies,Chicago Cubs,6,155,155
20120926,Houston Astros,St. Louis Cardinals,2,156,156
20120926,New York Mets,Pittsburgh Pirates,6,155,155
20120926,Philadelphia Phillies,Washington Nationals,-4,155,155
20120926,San Diego Padres,Los Angeles Dodgers,-6,155,155
20120926,San Francisco Giants,Arizona Diamondbacks,6,155,155
20120927,Detroit Tigers,Kansas City Royals,1,156,156
20120927,Texas Rangers,Oakland Athletics,2,156,156
20120927,Toronto Blue Jays,New York Yankees,6,156,156
20120927,Atlanta Braves,Miami Marlins,4,156,156
20120927,Cincinnati Reds,Milwaukee Brewers,1,156,156
20120927,Colorado Rockies,Chicago Cubs,2,156,156
20120927,New York Mets,Pittsburgh Pirates,1,156,156
20120927,Philadelphia Phillies,Washington Nationals,-4,156,156
20120927,San Diego Padres,Los Angeles Dodgers,-4,156,156
20120927,San Francisco Giants,Arizona Diamondbacks,4,156,156
20120928,Baltimore Orioles,Boston Red Sox,8,157,157
20120928,Cleveland Indians,Kansas City Royals,3,157,157
20120928,Minnesota Twins,Detroit Tigers,2,157,157
20120928,Oakland Athletics,Seattle Mariners,6,157,157
20120928,Toronto Blue Jays,New York Yankees,-7,157,157
20120928,Arizona Diamondbacks,Chicago Cubs,5,157,157
20120928,Atlanta Braves,New York Mets,-2,157,157
20120928,Los Angeles Dodgers,Colorado Rockies,8,157,157
20120928,Miami Marlins,Philadelphia Phillies,1,157,157
20120928,Milwaukee Brewers,Houston Astros,-1,157,157
20120928,Pittsburgh Pirates,Cincinnati Reds,-1,157,157
20120928,San Diego Padres,San Francisco Giants,-2,157,157
20120928,St. Louis Cardinals,Washington Nationals,10,157,157
20120929,Baltimore Orioles,Boston Red Sox,1,158,158
20120929,Cleveland Indians,Kansas City Royals,-1,158,158
20120929,Minnesota Twins,Detroit Tigers,-2,158,158
