PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
Bernie B Williams C,NYY,154,612,102,204,37,2,19,102,83,97,8,4,.333,.415,.493,.908
Orlando O Cabrera S,MON,153,563,64,148,43,1,7,56,48,53,25,7,.263,.321,.380,.701
Eric E Chavez,OAK,153,585,87,161,31,3,34,109,65,119,8,3,.275,.348,.513,.860
Brian B Giles L,PIT,153,497,95,148,37,5,38,103,135,74,15,6,.298,.450,.622,1.072
Mark M Kotsay C,SD,153,578,82,169,27,7,17,61,59,89,11,9,.292,.359,.452,.810
Travis T Lee,PHI,153,536,55,142,26,2,13,70,54,104,5,3,.265,.331,.394,.725
Magglio M Ordonez R,CWS,153,590,116,189,47,1,38,135,53,77,7,5,.320,.381,.597,.978
Corey C Patterson,CHC,153,592,71,150,30,5,14,54,19,142,18,3,.253,.284,.392,.676
Scott S Spiezio,ANA,153,491,80,140,34,2,12,82,67,52,6,7,.285,.371,.436,.807
Brad B Wilkerson L,MON,153,507,92,135,27,8,20,59,81,161,7,8,.266,.370,.469,.840
Tony T Womack S,ARI,153,590,90,160,23,5,5,57,46,80,29,12,.271,.325,.353,.678
David D Eckstein S,ANA,152,608,107,178,22,6,8,63,45,44,21,13,.293,.363,.388,.752
Juan J Encarnacion R,FLA,152,584,77,158,22,5,24,85,46,113,21,9,.271,.324,.449,.773
Jose J Hernandez S,MIL,152,525,72,151,24,2,24,73,52,188,3,5,.288,.356,.478,.834
Jeff J Kent,SF,152,623,102,195,42,2,37,108,52,101,5,1,.313,.368,.565,.933
Trot T Nixon R,BOS,152,532,81,136,36,3,24,94,65,109,4,2,.256,.338,.470,.808
Juan J Pierre C,COL,152,592,90,170,20,5,1,35,31,52,47,12,.287,.332,.343,.675
Edgar E Renteria S,STL,152,544,77,166,36,2,11,83,49,57,22,7,.305,.364,.439,.803
Jose J Vidro,MON,152,604,103,190,43,3,19,96,60,70,2,1,.315,.378,.490,.868
Randy R Winn C,TB,152,607,87,181,39,9,14,75,55,109,27,8,.298,.360,.461,.821
Deivi D Cruz S,SD,151,514,49,135,28,2,7,47,22,58,2,3,.263,.294,.366,.660
Eric E Hinske,TOR,151,566,99,158,38,2,24,84,77,138,13,1,.279,.365,.481,.845
Paul P Konerko,CWS,151,570,81,173,30,0,27,104,44,72,0,0,.304,.359,.498,.857
Joe J Randa,KC,151,549,63,155,36,5,11,80,46,69,2,1,.282,.341,.426,.768
Omar O Vizquel S,CLE,151,582,85,160,31,5,14,72,56,64,18,10,.275,.341,.418,.759
Ray R Durham D,OAK,150,564,114,163,34,6,15,70,73,93,26,7,.289,.374,.450,.825
Darin D Erstad C,ANA,150,625,99,177,28,4,10,73,27,67,23,3,.283,.313,.389,.702
Steve S Finley C,ARI,150,505,82,145,24,4,25,89,65,73,16,4,.287,.370,.499,.869
Mark M Grudzielanek,LA,150,536,56,145,23,0,9,50,22,89,4,1,.271,.301,.364,.665
Tino T Martinez,STL,150,511,63,134,25,1,21,75,58,71,3,2,.262,.337,.438,.776
Sammy S Sosa R,CHC,150,556,122,160,19,2,49,108,103,144,2,0,.288,.399,.594,.993
Fernando F Vina,STL,150,622,75,168,29,5,1,54,44,36,17,11,.270,.333,.338,.670
Roberto R Alomar,NYM,149,590,73,157,24,4,11,53,57,83,16,4,.266,.331,.376,.708
Roger R Cedeno L,NYM,149,511,65,133,19,2,7,41,42,92,25,4,.260,.318,.346,.664
Jacque J Jones L,MIN,149,577,96,173,37,2,27,85,37,129,6,7,.300,.341,.511,.852
Paul P Lo Duca,LA,149,580,74,163,38,1,10,64,34,31,3,1,.281,.330,.402,.731
Melvin M Mora L,BAL,149,557,86,130,30,4,19,64,70,108,16,10,.233,.338,.404,.742
Steve S Cox,TB,148,560,65,142,30,1,16,72,60,116,5,0,.254,.330,.396,.727
Robert R Fick,DET,148,556,66,150,36,2,17,63,46,90,0,1,.270,.331,.433,.764
Luis L Gonzalez,ARI,148,524,90,151,19,3,28,103,97,76,9,2,.288,.400,.496,.896
Cristian C Guzman S,MIN,148,623,80,170,31,6,9,59,17,79,12,13,.273,.292,.385,.677
Torii T Hunter C,MIN,148,561,89,162,37,4,29,94,35,118,23,8,.289,.334,.524,.858
Frank F Thomas D,CWS,148,523,77,132,29,1,28,92,88,115,3,0,.252,.361,.472,.834
Placido P Polanco,PHI,147,548,75,158,32,2,9,49,26,41,5,3,.288,.330,.403,.733
Jim J Thome,CLE,147,480,101,146,19,2,52,118,122,139,1,2,.304,.445,.677,1.122
Jack J Wilson S,PIT,147,527,77,133,22,4,4,47,37,74,5,2,.252,.306,.332,.638
Mark M Bellhorn,CHC,146,445,86,115,24,4,27,56,76,144,7,5,.258,.374,.512,.886
Luis L Castillo,FLA,146,606,86,185,18,5,2,39,55,76,48,15,.305,.364,.361,.726
Jeff J Cirillo,SEA,146,485,51,121,20,0,6,54,31,67,8,4,.249,.301,.328,.629
Cliff C Floyd L,BOS,146,520,86,150,43,0,28,79,76,106,15,5,.288,.388,.533,.920
Ryan R Klesko,SD,146,540,90,162,39,1,29,95,76,86,6,2,.300,.388,.537,.925
Fred F Mc Griff,CHC,146,523,67,143,27,2,30,103,63,99,1,2,.273,.353,.505,.858
Raul R Mondesi,NYY,146,569,90,132,34,1,26,88,59,103,15,6,.232,.308,.432,.740
Kevin K Young,PIT,146,468,60,115,26,1,16,51,50,101,4,6,.246,.322,.408,.730
Marlon M Anderson,PHI,145,539,64,139,30,6,8,48,42,71,5,1,.258,.315,.380,.696
Craig C Biggio,HOU,145,577,96,146,36,3,15,58,50,111,16,2,.253,.330,.404,.734
Jason J Kendall,PIT,145,545,59,154,25,3,3,44,49,29,15,8,.283,.350,.356,.706
Barry B Larkin S,CIN,145,507,72,124,37,2,7,47,44,57,13,4,.245,.305,.367,.672
Neifi N Perez S,KC,145,554,65,131,20,4,3,37,20,53,8,9,.236,.260,.303,.564
Jim J Edmonds C,STL,144,476,96,148,31,2,28,83,86,134,4,3,.311,.420,.561,.981
Adam A Kennedy,ANA,144,474,65,148,32,6,7,52,19,80,17,4,.312,.345,.449,.795
Rey R Ordonez S,NYM,144,460,53,117,25,2,1,42,24,46,2,2,.254,.292,.324,.616
Michael M Tucker R,KC,144,475,65,118,27,6,12,56,56,105,23,9,.248,.330,.406,.736
Todd T Zeile,COL,144,506,61,138,23,0,18,87,66,92,1,1,.273,.353,.425,.778
Barry B Bonds L,SF,143,403,117,149,31,2,46,110,198,47,9,2,.370,.582,.799,1.381
Vinny V Castilla,ATL,143,543,56,126,23,2,12,61,22,69,4,1,.232,.268,.348,.616
Carlos C Delgado,TOR,143,505,103,140,34,2,33,108,102,126,1,0,.277,.406,.549,.955
Doug D Mientkiewicz,MIN,143,467,60,122,29,1,10,64,74,69,1,2,.261,.365,.392,.756
Jorge J Posada,NYY,143,511,79,137,40,1,20,99,81,143,1,0,.268,.370,.468,.837
J. T. J Snow,SF,143,422,47,104,26,2,6,53,59,90,0,0,.246,.344,.360,.704
Junior J Spivey,ARI,143,538,103,162,34,6,16,78,65,100,11,6,.301,.389,.476,.865
Alex A Gonzalez S,CHC,142,513,58,127,27,5,18,61,46,136,5,3,.248,.312,.425,.737
Eric E Karros,LA,142,524,52,142,26,1,13,73,37,74,4,2,.271,.323,.399,.722
Aramis A Ramirez,PIT,142,522,51,122,26,0,18,71,29,95,2,0,.234,.279,.387,.666
Shannon S Stewart L,TOR,141,577,103,175,38,6,10,45,54,60,14,2,.303,.371,.442,.813
Robin R Ventura,NYY,141,465,68,115,17,0,27,93,90,101,3,1,.247,.368,.458,.826
Preston P Wilson C,FLA,141,510,80,124,22,2,23,65,58,140,20,11,.243,.329,.429,.759
Corey C Koskie,MIN,140,490,71,131,37,3,15,69,72,127,10,11,.267,.368,.447,.815
Carlos C Lee L,CWS,140,492,82,130,26,2,26,80,75,73,1,4,.264,.359,.484,.843
Reggie R Sanders,SF,140,505,75,126,23,6,23,85,47,121,18,6,.250,.324,.455,.779
Kenny K Lofton C,SF,139,532,98,139,30,9,11,51,72,73,29,11,.261,.350,.414,.763
Mo M Vaughn,NYM,139,487,67,126,18,0,26,72,59,145,0,1,.259,.349,.456,.805
Ellis E Burks D,CLE,138,518,92,156,28,0,32,91,44,108,2,3,.301,.362,.541,.903
Doug D Glanville C,PHI,138,422,49,105,16,3,6,29,25,57,19,2,.249,.292,.344,.636
Tim T Salmon R,ANA,138,483,84,138,37,1,22,88,71,102,6,3,.286,.380,.503,.883
Eric E Young Sr.,MIL,138,496,57,139,29,3,3,28,39,38,31,11,.280,.338,.369,.707
Brian B Daubach,BOS,137,444,62,118,24,2,20,78,51,126,2,1,.266,.348,.464,.812
Raul R Ibanez,KC,137,497,70,146,37,6,24,103,40,76,5,3,.294,.346,.537,.883
Jay J Gibbons R,BAL,136,490,71,121,29,1,28,69,45,66,1,3,.247,.311,.482,.792
Ben B Grieve R,TB,136,482,62,121,30,0,19,64,69,121,8,2,.251,.353,.432,.784
Scott S Hatteberg,OAK,136,492,58,138,22,4,15,61,68,56,0,0,.280,.374,.433,.807
Ramon R Hernandez,OAK,136,403,51,94,20,0,7,42,43,64,0,0,.233,.313,.335,.648
Rob R Mackowiak,PIT,136,385,57,94,22,0,16,48,42,120,9,3,.244,.328,.426,.754
Timo T Perez C,NYM,136,444,52,131,27,6,8,47,23,36,10,6,.295,.331,.437,.768
Chris C Singleton,BAL,136,466,67,122,30,6,9,50,21,83,20,2,.262,.296,.410,.706
Larry L Walker R,COL,136,477,95,161,40,4,26,104,65,73,6,5,.338,.421,.602,1.023
Daryle D Ward L,HOU,136,453,41,125,31,0,12,72,33,82,1,3,.276,.324,.424,.748
Edgardo E Alfonzo,NYM,135,490,78,151,26,0,16,56,62,55,6,0,.308,.391,.459,.851
J. D. J Drew R,STL,135,424,61,107,19,1,18,56,57,104,8,2,.252,.349,.429,.778
Cesar C Izturis S,LA,135,439,43,102,24,2,1,31,14,39,7,7,.232,.253,.303,.556
Mike M Piazza,NYM,135,478,69,134,23,2,33,98,57,82,0,3,.280,.359,.544,.902
Gary G Sheffield R,ATL,135,492,82,151,26,0,25,84,72,53,12,2,.307,.404,.512,.916
Reggie R Taylor C,CIN,135,287,41,73,15,4,9,38,14,79,11,8,.254,.291,.429,.719
Jose J Valentin,CWS,135,474,70,118,26,4,25,75,43,99,3,3,.249,.311,.479,.790
Russell R Branyan L,CIN,134,378,50,86,13,1,24,56,51,151,4,3,.228,.320,.458,.777
Carlos C Guillen S,SEA,134,475,73,124,24,6,9,56,46,91,4,5,.261,.326,.394,.719
Todd T Hollandsworth L,TEX,134,430,55,122,27,1,16,67,40,98,8,8,.284,.344,.463,.807
Jay J Payton L,COL,134,445,69,135,20,7,16,59,29,54,7,4,.303,.351,.488,.838
Rich R Aurilia S,SF,133,538,76,138,35,2,15,61,37,90,1,2,.257,.305,.413,.718
Andy A Fox S,FLA,133,435,55,109,14,5,4,41,49,94,31,7,.251,.338,.333,.671
Bubba B Trammell R,SD,133,403,54,98,16,1,17,56,53,71,1,3,.243,.333,.414,.748
Moises M Alou L,CHC,132,484,50,133,23,1,15,61,47,61,8,0,.275,.337,.419,.756
Herbert H Perry,TEX,132,450,64,124,24,1,22,77,34,66,4,2,.276,.333,.480,.813
Jason J Varitek,BOS,132,467,58,124,27,1,10,61,41,95,4,3,.266,.332,.392,.724
Marty M Cordova L,BAL,131,458,55,116,25,2,18,64,47,111,1,6,.253,.325,.434,.759
Jermaine J Dye R,OAK,131,488,74,123,27,1,24,86,52,108,2,0,.252,.333,.459,.792
Eli E Marrero R,STL,131,397,63,104,19,1,18,66,40,72,14,2,.262,.327,.451,.777
Eric E Owens L,FLA,131,385,44,104,15,5,4,37,31,33,26,9,.270,.324,.366,.690
Craig C Wilson R,PIT,131,368,48,97,16,1,16,57,32,116,2,3,.264,.355,.443,.798
Brad B Ausmus,HOU,130,447,57,115,19,3,6,50,38,71,2,3,.257,.322,.353,.675
Geoff G Blum,HOU,130,368,45,104,20,4,10,52,49,70,2,0,.283,.367,.440,.807
Brad B Fullmer D,ANA,130,429,75,124,35,6,19,59,32,44,10,3,.289,.357,.531,.888
Chris C Gomez S,TB,130,461,51,122,31,3,10,46,21,58,1,3,.265,.305,.410,.715
Mike M Lieberthal,PHI,130,476,46,133,29,2,15,52,38,58,0,1,.279,.349,.443,.792
A. J. A Pierzynski,MIN,130,440,54,132,31,6,6,49,13,61,1,2,.300,.334,.439,.773
Randall R Simon D,DET,130,482,51,145,17,1,19,82,13,30,0,1,.301,.320,.459,.779
Nick N Johnson,NYY,129,378,56,92,15,0,15,58,48,98,1,3,.243,.347,.402,.749
Jeffrey J Hammonds C,MIL,128,448,47,115,26,5,9,41,52,86,4,5,.257,.332,.397,.729
Brian B Jordan L,LA,128,471,65,134,27,3,18,80,34,86,2,2,.285,.338,.469,.807
Keith K Lockhart,ATL,128,296,34,64,13,3,5,32,27,50,0,1,.216,.282,.331,.613
Ramon R Vázquez,SD,128,423,50,116,21,5,2,32,45,79,7,2,.274,.344,.362,.706
Dave D Roberts C,LA,127,422,63,117,14,7,3,34,48,51,45,10,.277,.353,.365,.718
Kevin K Millar L,FLA,126,438,58,134,41,0,16,57,40,74,0,2,.306,.366,.509,.875
Aaron A Rowand C,CWS,126,302,41,78,16,2,7,29,12,54,0,1,.258,.298,.394,.692
Benito B Santiago,SF,126,478,56,133,24,5,16,74,27,73,4,2,.278,.315,.450,.765
Mike M Sweeney,KC,126,471,81,160,31,1,24,86,61,46,9,7,.340,.417,.563,.979
Rondell R White L,NYY,126,455,59,109,21,0,14,62,25,86,1,2,.240,.288,.378,.666
Julio J Franco,ATL,125,338,51,96,13,1,6,30,39,75,5,1,.284,.357,.382,.739
Geronimo G Gil,BAL,125,422,33,98,19,0,12,45,21,88,2,2,.232,.270,.363,.632
David D Ortiz,MIN,125,412,52,112,32,1,20,75,43,87,1,2,.272,.339,.500,.839
Jose J Vizcaino S,HOU,125,406,53,123,19,2,5,37,24,40,3,5,.303,.342,.397,.738
Jose J Cruz L,TOR,124,466,64,114,26,5,18,70,51,106,7,1,.245,.317,.438,.754
Jeremy J Giambi,PHI,124,313,58,81,17,0,20,45,79,94,0,1,.259,.414,.505,.919
Mark M Grace,ARI,124,298,43,75,19,0,7,48,46,30,2,0,.252,.351,.386,.736
Kerry K Robinson,STL,124,181,27,47,7,4,1,15,11,29,7,4,.260,.301,.359,.660
Chris C Truby,DET,124,382,35,82,18,4,4,22,10,98,2,2,.215,.238,.314,.552
Jose J Macias C,MON,123,338,43,84,21,1,7,39,21,57,8,8,.249,.293,.379,.672
Quinton Q Mc Cracken R,ARI,123,349,60,108,27,8,3,40,32,68,5,4,.309,.367,.458,.825
Orlando O Merced,HOU,123,251,35,72,13,3,6,30,26,50,4,0,.287,.350,.434,.784
Jerry J Hairston,BAL,122,426,55,114,25,3,5,32,34,55,21,6,.268,.329,.376,.705
Shane S Halter,DET,122,410,46,98,22,6,10,39,39,92,0,4,.239,.309,.395,.704
Lenny L Harris,MIL,122,197,23,60,8,2,3,17,14,17,4,1,.305,.355,.411,.766
Bengie B Molina,ANA,122,428,34,105,18,0,5,47,15,34,0,0,.245,.274,.322,.596
Alex A Ochoa R,ANA,122,280,40,73,16,0,8,31,42,35,10,7,.261,.361,.404,.765
Ruben R Sierra L,SEA,122,419,47,113,23,0,13,60,31,66,4,0,.270,.319,.418,.736
Sean S Casey,CIN,120,425,56,111,25,0,6,42,43,47,2,1,.261,.334,.362,.696
Dustan D Mohr R,MIN,120,383,55,103,23,2,12,45,31,86,6,3,.269,.325,.433,.759
Manny M Ramirez L,BOS,120,436,84,152,31,0,33,107,73,85,0,0,.349,.450,.647,1.097
Carlos C Febles,KC,119,351,44,86,16,4,4,26,41,63,16,5,.245,.336,.348,.683
Bobby B Higginson L,DET,119,444,50,125,24,3,10,63,41,45,12,5,.282,.345,.417,.762
Pokey P Reese,PIT,119,421,46,111,25,0,4,50,41,81,12,1,.264,.330,.352,.681
Travis T Fryman,CLE,118,397,42,86,14,3,11,55,40,82,0,0,.217,.292,.350,.642
David D Justice L,OAK,118,398,54,106,18,3,11,49,70,66,4,1,.266,.376,.410,.785
Tsuyoshi T Shinjo C,SF,118,362,42,86,15,3,9,37,24,46,5,0,.238,.294,.370,.664
Brent B Abernathy,TB,117,463,46,112,18,4,2,40,25,46,10,4,.242,.288,.311,.599
Michael M Barrett,MON,117,376,41,99,20,1,12,49,40,65,6,3,.263,.332,.418,.749
Mike M Bordick S,BAL,117,367,37,85,19,3,8,36,35,63,7,4,.232,.302,.365,.667
Jeff J Conine,BAL,116,451,44,123,26,4,15,63,25,66,8,0,.273,.307,.448,.755
Lee L Stevens,CLE,116,358,50,73,13,2,15,57,54,89,1,0,.204,.305,.377,.682
Alex A Cora S,LA,115,258,37,75,14,4,5,28,26,38,7,2,.291,.371,.434,.805
Mike M Lamb,TEX,115,314,54,89,13,0,9,33,33,48,0,0,.283,.354,.411,.765
Carlos C Pena,DET,115,397,43,96,17,4,19,52,41,111,2,2,.242,.316,.448,.764
Dan D Wilson,SEA,115,359,35,106,16,1,6,44,18,81,1,0,.295,.326,.396,.721
Richard R Hidalgo,HOU,114,388,54,91,17,4,15,48,43,85,6,2,.235,.319,.415,.734
D' Angelo D Jimenez,CWS,114,429,61,108,15,7,4,44,50,73,6,3,.252,.330,.347,.677
Matt M Lawton R,CLE,114,416,71,98,19,2,15,57,59,34,8,9,.236,.342,.399,.741
Fernando F Tatis,MON,114,381,43,87,18,1,15,55,35,90,2,2,.228,.303,.399,.702
John J Valentin,NYM,114,208,18,50,15,0,3,30,22,37,0,0,.240,.339,.356,.695
Brent B Butler,COL,113,344,55,89,18,4,9,42,10,40,2,6,.259,.287,.413,.699
Aubrey A Huff D,TB,113,454,67,142,25,0,23,59,37,55,4,1,.313,.364,.520,.884
Jason J La Rue,CIN,113,353,42,88,17,1,12,52,27,117,1,2,.249,.324,.405,.729
Greg G Norton,COL,113,168,19,37,8,1,7,37,24,52,2,3,.220,.314,.405,.719
Royce R Clayton S,CWS,112,342,51,86,14,2,7,35,20,67,5,1,.251,.295,.365,.661
Craig C Counsell,ARI,112,436,63,123,22,1,2,51,45,52,7,5,.282,.348,.351,.699
Gabe G Kapler R,COL,112,315,37,88,16,4,2,34,16,53,11,4,.279,.313,.375,.688
Bobby B Kielty R,MIN,112,289,49,84,14,3,12,46,52,66,4,1,.291,.405,.484,.890
Abraham O. A Nunez,PIT,112,253,28,59,14,1,2,15,27,44,3,4,.233,.311,.320,.631
Desi D Relaford,SEA,112,329,55,88,13,2,6,43,33,51,10,3,.267,.339,.374,.712
Alex A Sanchez C,MIL,112,394,55,114,10,7,1,33,31,62,37,14,.289,.343,.358,.700
Roosevelt R Brown,CHC,111,204,14,43,12,0,3,23,23,50,2,2,.211,.299,.314,.612
Marquis M Grissom C,LA,111,343,57,95,21,4,17,60,22,68,5,1,.277,.321,.510,.831
Tyler T Houston,LA,111,320,34,90,20,3,7,40,16,62,1,0,.281,.323,.428,.751
Gary G Matthews R,BAL,111,345,54,95,25,3,7,38,43,69,15,5,.275,.354,.426,.780
Bill B Mueller,SF,111,366,51,96,19,4,7,38,52,42,0,0,.262,.350,.393,.743
John J Mabry,OAK,110,214,28,59,13,1,11,43,15,42,1,1,.276,.321,.500,.820
Mike M Matheny,STL,110,315,31,77,12,1,3,35,32,49,1,3,.244,.313,.317,.630
Kevin K Mench R,TEX,110,366,52,95,20,2,15,60,31,83,1,1,.260,.327,.448,.775
Orlando O Palmeiro R,ANA,110,263,35,79,12,1,0,31,30,22,7,2,.300,.368,.354,.722
Dave D Berg,TOR,109,374,42,101,26,2,4,39,26,57,0,2,.270,.322,.382,.704
Darren D Bragg,ATL,109,212,34,57,15,2,3,15,24,52,5,2,.269,.347,.401,.748
Javy J Lopez,ATL,109,347,31,81,15,0,11,52,26,63,0,1,.233,.299,.372,.670
Mike M Benjamin,PIT,108,120,7,18,2,1,0,3,7,31,0,4,.150,.202,.183,.385
Miguel M Cairo,STL,108,184,28,46,9,2,2,23,13,36,1,1,.250,.307,.353,.660
Ivan I Rodriguez,TEX,108,408,67,128,32,2,19,60,25,71,5,4,.314,.353,.542,.895
Austin A Kearns R,CIN,107,372,66,117,24,3,13,56,54,81,6,3,.315,.407,.500,.907
Mark M Loretta,HOU,107,283,33,86,18,0,4,27,32,37,1,1,.304,.381,.410,.791
Phil P Nevin,SD,107,407,53,116,16,0,12,57,38,87,4,0,.285,.344,.413,.757
Rey R Sanchez,BOS,107,357,46,102,12,3,1,38,17,31,2,2,.286,.318,.345,.662
Matt M Stairs R,MIL,107,270,41,66,15,0,16,41,36,50,2,0,.244,.349,.478,.827
Terry T Shumpert,COL,106,234,30,55,12,1,6,21,21,41,4,1,.235,.304,.372,.676
Carl C Everett R,TEX,105,374,47,100,16,0,16,62,33,77,2,3,.267,.333,.439,.772
Joe J Mc Ewing,NYM,105,196,22,39,8,1,3,26,9,50,4,4,.199,.242,.296,.538
Ronnie R Belliard,MIL,104,289,30,61,13,0,3,26,18,46,2,3,.211,.257,.287,.544
Andres A Galarraga,MON,104,292,30,76,12,0,9,40,30,81,2,2,.260,.344,.394,.738
Tom T Lampkin,SD,104,281,32,61,10,1,10,37,38,59,4,2,.217,.313,.367,.679
Mark M Mc Lemore L,SEA,104,337,54,91,17,2,7,41,61,63,18,10,.270,.380,.395,.774
Wilton W Guerrero,MON,103,140,12,31,2,1,0,5,7,32,7,1,.221,.259,.250,.508
Einar E Díaz Diaz,CLE,102,320,34,66,19,0,2,16,17,27,0,1,.206,.258,.284,.542
Ron R Gant L,SD,102,309,58,81,14,1,18,59,36,59,4,6,.262,.338,.489,.827
Denny D Hocking,MIN,102,260,28,65,13,0,2,25,24,44,0,2,.250,.310,.323,.633
Jared J Sandberg,TB,102,358,55,82,21,1,18,54,39,139,3,2,.229,.305,.444,.749
Brent B Mayne,KC,101,326,35,77,8,2,4,30,34,54,4,4,.236,.309,.310,.619
Damian D Miller,ARI,101,297,40,74,22,0,11,42,38,88,0,0,.249,.340,.434,.775
Jose J Offerman,SEA,101,284,48,66,12,1,5,31,37,38,9,6,.232,.320,.335,.654
Chad C Hermansen,CHC,100,237,25,49,14,1,8,18,22,82,7,5,.207,.276,.376,.651
Milton M Bradley C,CLE,98,325,48,81,18,3,9,38,32,58,6,3,.249,.317,.406,.723
Mark M Ellis,OAK,98,345,58,94,16,4,6,35,44,54,4,2,.272,.359,.394,.753
Brian L. B Hunter C,HOU,98,201,32,54,16,3,3,20,16,39,5,0,.269,.329,.423,.752
Tim T Raines,FLA,98,89,9,17,3,0,1,7,22,19,0,0,.191,.351,.258,.609
Chris C Stynes,CHC,98,195,25,47,9,1,5,26,21,29,1,1,.241,.314,.374,.688
David D Dellucci R,ARI,97,229,34,56,11,2,7,29,28,55,2,4,.245,.326,.402,.727
Wendell W Magee C,DET,97,347,34,94,19,1,6,35,10,64,2,4,.271,.289,.383,.672
Edgar E Martinez D,SEA,97,328,42,91,23,0,15,59,67,69,1,1,.277,.403,.485,.888
Troy T O' Leary L,MON,97,273,27,78,12,2,3,37,34,47,1,2,.286,.371,.377,.748
Dave D Hansen,LA,96,120,15,35,6,0,2,17,14,22,1,0,.292,.363,.392,.755
Ricky R Ledee,PHI,96,203,33,46,13,1,8,23,35,50,1,2,.227,.342,.419,.760
